model,accuracy_mean,accuracy_std,auc_mean,auc_std,tpr_at_fpr1pct_mean,tpr_at_fpr1pct_std,precision_mean,recall_mean,fpr_mean,fnr_mean
linear_svm,0.9540246913580248,0.0021553731202760837,0.9946959097813164,0.00045715500063448535,0.8465873444130334,0.020922475487605185,0.8329448975338837,0.9840446338710962,0.05425460983705249,0.01595536612890385
