spare_capacity_sq,spare_capacity_is_low,spare_x_concentration,spare_x_wl_total,wl_max_residual,h_to_H_max_sq,spare_capacity_log1p,spare_x_avg_vol,awkward_length_share,tall_item_share,footprint_x_slack_inv,vert_stacking_pressure,wide_item_share,footprint_cv,width_pressure_x_low_slack,chubby_item_share,tall_x_slack_inv,extreme_height_share,long_x_slack_inv,dominant_footprint_share,tower_block_count,l_ratio_p90,m_ratio_p90,l_ratio_iqr,awkward_vol_x_slack_inv,long_wide_share,long_tall_share,footprint_slack_sat,volume_iqr,p90_l_x_p90_h,vol_tail_pressure,multi_axis_x_slack_inv,flat_extreme_share,slack_sat_quad,wl_max_x_h_max,footprint_gini,cross_axis_peak_ratio,gini_x_slack_inv,orientation_inflexibility,stacking_conflict_score,rotation_x_slack_inv,orientation_flexibility,fp_aspect_iqr,shape_div_x_slack_inv,polarity_p90,rod_item_share,rod_x_slack_inv,vol_dominance,ceiling_crunch_share,vol_anchor_x_slack_inv,fp_pressure_skew,height_heterogeneity,skew_x_slack_inv,pillar_item_share,hw_tail_interaction,pillar_x_slack_inv,fp_per_item_residual,count_x_gini,count_x_slack_inv,vol_packing_density,floor_coverage,floor_sat_x_slack_inv,m_dim_iqr,stacking_eff,stacking_ineff_x_slack_inv,width_sort_stress,width_tail_p90,lateral_x_slack_inv,long_sort_stress,l_sort_tail_p90,longitudinal_x_slack_inv
496621225,0,5772.34146084,14930950.0,-550.0,0.09,10.011713957606998,63275471.875,0.0,0.625,0.030065052696857667,2.8,1.0,0.5000895647130956,4.487121959974872e-05,0.125,0.0,0.0,0.0,0.2212290502793296,2,0.5433333333333333,0.5766666666666667,0.14166666666666666,3.926231714978013e-05,0.5,0.25,4.717320261437909,1428.25,0.19922222222222222,1.5413955535989432,0.0,0.0,448900.0,36.0,-0.17754975124385475,0.10746268656700379,-7.967231377332141e-06,0.0,1.0,0.0,0.375,0.9955929485424369,4.467545442171383e-05,4.959999999202286,0.125,5.609154139555503e-06,0.22663438256657598,0.375,1.1926242307349579e-05,0.7698324022277556,0.3256087820971198,3.454486884575818e-05,0.0,0.2537333333333333,0.0,-179812.5,-1.129032258068177,0.00035898586491545944,0.5047777777777666,0.5966666666662689,2.6774362426127085e-05,5.0,25.379888268156424,1.7680626738998453e-06,0.56,0.6920000000000001,3.105227731657927e-05,0.4270833333262153,0.5433333333242778,1.9164609976495225e-05
321879481,0,4694.723213411,15070440.0,-720.0,0.09,9.794899612119229,48546551.9,0.0,0.6,0.04682010656033301,3.3666666666666667,1.0,0.4764889702555174,5.5735146583435515e-05,0.1,0.0,0.0,0.0,0.18521983161833488,3,0.5366666666666666,0.57,0.17916666666666664,5.016163192509196e-05,0.4,0.3,5.743464052287582,1165.75,0.19677777777777775,1.5359769392808307,0.0,0.0,705600.0,36.0,-0.18888888888893418,0.08571428571418367,-1.0528336708596156e-05,0.0,1.0,0.0,0.4,1.567975426994759,8.739616259033127e-05,4.891428570700081,0.1,5.573825316314276e-06,0.19025093314608113,0.4,1.3618534942452935e-05,0.8521983161753769,0.33462839538472855,4.7500045492187134e-05,0.0,0.25079999999999997,0.0,-179850.0,-1.3421052631617714,0.0005573825316003911,0.6013111111110978,0.7126666666661916,3.972279508757326e-05,7.0,25.31244153414406,2.202010149268105e-06,0.552,0.684,3.812496516358965e-05,0.4283333333261945,0.5366666666577222,2.387455177114824e-05
93528241,1,-2843.784319328,-18503846.663443,-1739.9999997,0.0802777775888889,0.0,-26436162.05,0.0,0.3,-0.19784255107284776,3.333333333333333,0.8,0.3988656300896544,-8.27300930713547e-05,0.15,-0.0,0.0,-0.0,0.09344608879492601,4,0.5333333333333333,0.5666666666666667,0.17500000000000004,-8.790072388831437e-05,0.45,0.15,10.99108734402852,1613.25,0.21511111111111114,1.3999378098077595,0.0,0.0,3660844.4431688893,49.11111104388889,-0.2006750871080233,0.051335656212749416,2.075018996050502e-05,0.0,1.0,-0.0,0.15,0.979545454493564,-0.00010128698866336994,4.333333332611111,0.0,-0.0,0.1217464469279852,0.25,3.930728277144005e-06,0.8689217758911719,0.33877143010032196,-8.984818280335661e-05,0.1,0.2969333333333334,-1.034019232864649e-05,-259924.99995,-2.8305084745794806,-0.002068038465729298,1.2149111111110842,1.5766666666656155,-0.00016303036569804348,5.0,23.116701902748414,-4.473039610335453e-06,0.526,0.68,-7.031330782753286e-05,0.3874999999935417,0.5333333333244444,-4.006824526869835e-05
629257225,0,6795.88516533,16284345.8341695,-525.4166667,0.0802777775888889,10.13006520058462,62445971.875,0.0,0.25,0.02587866884246807,1.1333333333333333,0.75,0.45946187146210576,2.98971537909591e-05,0.375,0.0,0.0,0.0,0.21311475409836064,0,0.43833333333333335,0.5666666666666667,0.07500000000000001,3.4880012756118954e-05,0.375,0.25,4.366013071895424,2191.5,0.16948888888888888,1.5933316595531006,0.0,0.0,421417.3611543888,35.06249995875,-0.14441591784346763,0.10802310654114179,-5.757062700556583e-06,0.0,1.0,0.0,0.0,0.726050420108918,2.8943596997127688e-05,3.191666666175347,0.0,0.0,0.22370072809438996,0.0,4.0933344573531386e-05,0.7049180327814472,0.3563483225202035,2.8101177308408174e-05,0.125,0.30146666666666666,4.983057603947257e-06,-185437.5,-0.973684210531939,0.0003189156866526244,0.44255555555554577,0.6913333333328725,2.7559630589310144e-05,4.75,19.20443587270974,2.0757944203786176e-06,0.52,0.68,2.710783336655264e-05,0.3166666666613889,0.4383333333260278,1.2623745930292056e-05
44222500,1,1921.5735196,9021833.335549999,-1183.3333337,0.0802777775888889,8.802522498284421,19617500.0,0.0,0.23076923076923078,0.20400971833125062,1.6333333333333333,0.7692307692307693,0.3854642676193807,0.0001156564079432821,0.07692307692307693,0.0,0.0,0.0,0.13577023498694518,3,0.5333333333333333,0.5333333333333333,0.06666666666666665,0.0001272220487376103,0.6153846153846154,0.23076923076923078,7.634581105169341,1296.0,0.21333333333333335,1.4194576271186443,0.0,0.0,1840544.4453488889,49.11111104388889,-0.19731619731621797,0.0723996723679074,-2.9671608618975683e-05,0.0,1.0,0.0,0.15384615384615385,0.7205882351965833,0.00010835897016644837,4.333333332611111,0.0,0.0,0.1735593220338938,0.3076923076923077,2.052741833635402e-05,0.7650130548237957,0.3274577550171875,0.00011503955711634295,0.07692307692307693,0.2944,1.1567379986693164e-05,-259884.61533461537,-2.0170940170950575,0.0019548872177511446,0.8522222222222033,1.0213333333326524,0.00015358395989962387,3.0,25.032637075718014,6.007195302226503e-06,0.5169230769230769,0.64,9.624060150374492e-05,0.4192307692237821,0.5333333333244444,6.30422209358976e-05
723663801,0,7182.2986625250005,16981256.25,-471.25,0.0625,10.199955912268527,81146866.5,0.0,0.0,0.023465661698203896,0.0,0.8333333333333334,0.3966693573668961,3.097663122940054e-05,0.16666666666666666,0.0,0.0,0.0,0.23628691983122363,2,0.5416666666666667,0.48333333333333334,0.09166666666666662,3.097663122940054e-05,0.6666666666666666,0.5,3.9434343434343435,762.75,0.2166666666666667,1.298359025360517,0.0,0.0,398476.5625,40.0,-0.18052805280538908,0.12673267326712598,-6.71083055668497e-06,0.0,1.0,0.0,0.16666666666666666,0.619642857065472,2.3034185596208917e-05,4.440476189792234,0.0,0.0,0.2413393005138272,0.3333333333333333,8.994793355216661e-06,0.4177215189838167,0.27888667548811796,1.552810375018777e-05,0.0,0.26,0.0,-239750.0,-0.8214285714290814,0.00022304003567811458,0.40219999999999106,0.473999999999684,1.7620162819213648e-05,2.0,25.455696202531644,1.4603151681197753e-06,0.49333333333333335,0.58,2.156053678301842e-05,0.43888888888157407,0.5416666666576389,1.631496557308493e-05
37540129,1,-1802.3276207860001,-10949459.581291,-1613.7499997,0.0802777775888889,0.0,-17403062.722903,0.0,0.2777777777777778,-0.2916739431596918,2.7666666666666666,0.7777777777777778,0.39178371923384975,-0.00012696339826604274,0.16666666666666666,-0.0,0.0,-0.0,0.10207852193995381,4,0.5333333333333333,0.5666666666666667,0.17916666666666664,-0.00014510102658976313,0.5,0.16666666666666666,10.267379679144385,1354.0,0.21866666666666668,1.3872396189880105,0.0,0.0,3193666.839086389,49.11111104388889,-0.19376441024845037,0.05496230667564419,3.1624679328950874e-05,0.0,1.0,-0.0,0.16666666666666666,0.9249999999383338,-0.00015097135786713115,4.333333332611111,0.0,-0.0,0.13018561621061026,0.2777777777777778,9.803871994171281e-06,0.8374133949122063,0.3206550174813585,-0.00013667592539780366,0.1111111111111111,0.31733333333333336,-1.8134668047861234e-05,-259916.66661666665,-2.7515527950314524,-0.00293781622375352,1.1361555555555305,1.443333333332371,-0.00023556933790315108,3.75,23.61524249422633,-6.911299447258772e-06,0.5311111111111111,0.68,-0.00011098416843481493,0.4037037036969753,0.5333333333244444,-6.588929389538782e-05
12952801,1,973.4640161950001,4857150.415467001,-1176.2499997,0.0802777775888889,8.1886891244442,11461707.616492001,0.0,0.3076923076923077,0.3749873806963582,2.2,0.8461538461538461,0.3866626354743656,0.00023504273504273504,0.23076923076923078,0.0,0.0,0.0,0.1311572700296736,3,0.5333333333333333,0.56,0.06666666666666665,0.0002564102564102564,0.6153846153846154,0.23076923076923078,8.003565062388592,945.0,0.22755555555555557,1.3331900195647448,0.0,0.0,1821375.172711389,49.11111104388889,-0.18215498610684422,0.07277966450943163,-5.061266632586652e-05,0.0,1.0,0.0,0.15384615384615385,0.7205882351965833,0.00020021845874187158,4.299999999283333,0.0,0.0,0.16076906354918577,0.3076923076923077,7.509064154559116e-05,0.7050445103803172,0.28686935826237026,0.00019590011402615206,0.15384615384615385,0.30912000000000006,4.274691686674269e-05,-259884.61533461537,-1.9500000000012907,0.0036121144752397573,0.9200222222222019,1.1233333333325846,0.0003121237380750965,4.0,24.57032640949555,1.130855793565136e-05,0.5507692307692308,0.672,0.00018671853292576084,0.42051282050581196,0.5333333333244444,0.00011684157279958186
63361600,1,2379.44501388,10082666.66932,-1093.3333337,0.0802777775888889,8.982309899088579,22679876.92124,0.0,0.38461538461538464,0.15912877835580608,2.7666666666666666,0.8461538461538461,0.4317053893837855,0.0001062873817552878,0.07692307692307693,0.0,0.0,0.0,0.13811420982735723,3,0.5333333333333333,0.5666666666666667,0.16666666666666669,0.00010628738175528779,0.46153846153846156,0.15384615384615385,7.794117647058823,1513.0,0.21333333333333335,1.4959827213822896,0.0,0.0,1604444.4452888889,49.11111104388889,-0.21189271255062903,0.07754385961374304,-2.6619687506357085e-05,0.0,1.0,0.0,0.15384615384615385,0.666666666636111,8.375198858244035e-05,4.29523809454195,0.0,0.0,0.17969762419005997,0.3076923076923077,5.937080787327915e-06,0.7954847277487774,0.3639428898354926,9.993526730511023e-05,0.07692307692307693,0.29013333333333335,9.663703129825782e-06,-259884.61533461537,-2.0535714285748377,0.001633165828940557,0.8231111111110929,1.0039999999993308,0.00012613065326623173,5.0,24.594953519256308,5.107882826451978e-06,0.5292307692307692,0.68,8.542713567838123e-05,0.40641025640348294,0.5333333333244444,5.1056564874803e-05
60124516,1,2373.188844546,9763578.335918,-1085.8333337,0.0802777775888889,8.956093075610639,22215806.460942,0.0,0.46153846153846156,0.16238909506178092,3.333333333333333,0.8461538461538461,0.43193908952945553,0.00010911074740861975,0.07692307692307693,0.0,0.0,0.0,0.1382059800664452,3,0.5333333333333333,0.5666666666666667,0.16666666666666669,0.00010911074740861975,0.46153846153846156,0.15384615384615385,7.505190311418685,1513.0,0.21333333333333335,1.502088814906299,0.0,0.0,1585500.6952838888,49.11111104388889,-0.2122384564476114,0.07800573568014832,-2.737148006804024e-05,0.0,1.0,0.0,0.23076923076923078,0.666666666636111,8.597701919859671e-05,4.333333332611111,0.0,0.0,0.1787037534231816,0.3076923076923077,8.446953744714178e-06,0.7966777408569057,0.3700873403869335,0.00010274409864028926,0.07692307692307693,0.29013333333333335,9.920438085266505e-06,-259884.61533461537,-2.0900900900932506,0.0016765540364100393,0.8276888888888706,1.0033333333326644,0.00012939558077541076,6.0,24.748172757475082,5.2111198828170224e-06,0.5353846153846153,0.68,8.769667268505446e-05,0.40897435896754275,0.5333333333244444,5.274366249258318e-05
20748025,1,1350.1095157500001,6441529.168184999,-1240.8333337,0.0802777775888889,8.424200324567073,12281798.331815,0.0,0.3333333333333333,0.31046400929965023,2.7666666666666666,0.8,0.42290483387009375,0.0001755926251097454,0.06666666666666667,0.0,0.0,0.0,0.11947156806433085,2,0.5133333333333333,0.5666666666666667,0.14166666666666666,0.00020485806262803628,0.4,0.2,8.231617647058824,1789.5,0.20533333333333334,1.639337371739399,0.0,0.0,1999867.3620538888,49.11111104388889,-0.21563543508153304,0.06945590254339086,-4.734038091799905e-05,0.0,1.0,0.0,0.13333333333333333,0.7083333333076389,0.00015550642771533738,4.257142856472789,0.0,0.0,0.16456916800592994,0.2,9.647058327329873e-06,0.7920735209581384,0.3643650871900641,0.00017389100350339505,0.06666666666666667,0.2856,1.4635931207910149e-05,-259899.99995,-2.285714285718892,0.003293084521779784,0.8987777777777579,1.160666666665893,0.00025481156238543095,5.5,23.23090178058587,9.450299012534264e-06,0.5146666666666667,0.68,0.00014928649835342495,0.3799999999936667,0.5133333333247777,8.342480790199412e-05
175085824,0,3965.312858464,15988666.662256,-1075.4166663,0.0802777775888889,9.49046898877305,32334936.619456,0.0,0.3076923076923077,0.09131895554794775,2.2333333333333334,0.8461538461538461,0.42330299005492344,6.394270733422853e-05,0.07692307692307693,0.0,0.0,0.0,0.138109305760709,1,0.4966666666666667,0.5666666666666667,0.16666666666666669,6.975568072824931e-05,0.38461538461538464,0.15384615384615385,7.0588235294117645,1456.0,0.1953555555555556,1.4693339209267187,0.0,0.0,1460069.443638889,37.65972218736112,-0.1862068965517476,0.062333333366109335,-1.4072467998166076e-05,0.0,1.0,0.0,0.15384615384615385,1.136363636273967,8.587989551655168e-05,4.29523809454195,0.0,0.0,0.1374968521782883,0.3076923076923077,5.437882229712591e-06,0.79542097488158,0.3904232343198428,6.011343522381499e-05,0.0,0.27199999999999996,0.0,-199259.61543461538,-1.9074074074096252,0.0009824667472050736,0.7059555555555399,0.9026666666660649,6.821846029821619e-05,6.0,23.462333825701624,3.221093252424803e-06,0.4953846153846154,0.68,5.139056831922224e-05,0.39999999999333335,0.49666666665838893,3.0229746069626896e-05
422960356,0,4251.764741224,16341400.8326478,-669.5833333,0.0802777775888889,9.931443128549459,55834404.891173996,0.0,0.4444444444444444,0.03863575546739499,2.2,1.0,0.2426800331663098,4.86215782564302e-05,0.0,0.0,0.0,0.0,0.13761467889908258,3,0.54,0.5666666666666667,0.09999999999999998,4.86215782564302e-05,0.5555555555555556,0.3333333333333333,5.8719723183391,1520.0,0.15120000000000003,1.4295981010067937,0.0,0.0,631362.673558139,35.416666625000005,-0.16943424809188035,0.08914525432979425,-8.238561124762818e-06,0.0,1.0,0.0,0.4444444444444444,0.8749999998932292,4.254592893289604e-05,4.925714284951184,0.1111111111111111,5.4026602699166435e-06,0.16558893345337786,0.6666666666666666,1.7340971143927167e-05,0.23853211008928124,0.28105249705565644,1.1598371588508686e-05,0.0,0.20853333333333332,0.0,-187333.33333333334,-0.8615384615394697,0.00043761548184199087,0.5429777777777658,0.5813333333329458,2.826671853218504e-05,4.0,28.020642201834864,1.735290079266295e-06,0.5466666666666666,0.68,3.306428085188987e-05,0.4666666666588889,0.539999999991,2.269117313327172e-05
