dim_s_p90_to_vh,two_dim_large_share,aspect_cv
0.4066666666666667,0.1111111111111111,0.450324476788991
0.42,0.06666666666666667,0.4400505274926927
0.39000000000000007,0.2857142857142857,0.3886858052453187
0.39333333333333337,0.07692307692307693,0.3765547260405621
0.4,0.14285714285714285,0.39962710519563815
0.4,0.23076923076923078,0.4054193273287258
0.3733333333333333,0.3,0.24207114900944718
0.4,0.1,0.38804167877135015
0.4133333333333334,0.11764705882352941,0.4173260084002591
0.4,0.18181818181818182,0.44093237237354205
0.3733333333333333,0.1,0.4061122528884389
0.38,0.0,0.44323926022606347
0.4,0.2857142857142857,0.40638485055363993
0.4,0.18181818181818182,0.435883213860147
0.31666666666666665,0.3333333333333333,0.2598307785039726
0.4,0.36363636363636365,0.41235847059737296
0.37333333333333335,0.3333333333333333,0.5218238225771882
0.36666666666666664,0.1875,0.38737250081400654
0.4,0.25,0.32953714143931556
0.35333333333333333,0.2,0.3528468753176136
0.4,0.0,0.48062174381490713
0.4166666666666667,0.125,0.4218727332638871
0.38,0.2857142857142857,0.41166660724189197
0.4133333333333334,0.17647058823529413,0.42706650275418684
0.4,0.3076923076923077,0.3382445714930849
0.3433333333333333,0.125,0.31177413319130015
0.38666666666666666,0.26666666666666666,0.3339610096713519
0.36999999999999994,0.2,0.2572698567358595
0.4,0.2727272727272727,0.3881470975335966
0.36666666666666664,0.36363636363636365,0.31935602520802975
0.38,0.1111111111111111,0.4729295449819971
0.4033333333333333,0.0,0.42929458448715496
0.37666666666666665,0.5,0.34323680724852695
0.36333333333333334,0.08333333333333333,0.4421043090394256
0.38666666666666666,0.4,0.41028174422683034
0.3533333333333333,0.2,0.4039759298973711
0.36,0.3076923076923077,0.2985043239028832
0.4066666666666667,0.2222222222222222,0.394425803753877
0.36333333333333334,0.25,0.2793573636282225
0.36666666666666664,0.2,0.3554228686184304
0.4266666666666667,0.6666666666666666,0.34229235870231906
0.42000000000000004,0.6,0.3070025590734136
0.35,0.125,0.33089386779467866
0.39,0.5,0.32077051208660046
0.4,0.21428571428571427,0.3543641207714254
0.39000000000000007,0.21428571428571427,0.3465306915525582
0.4,0.2222222222222222,0.3134444178410926
0.4,0.09090909090909091,0.43473716957128855
0.4,0.16666666666666666,0.40882788744504406
0.4066666666666667,0.21052631578947367,0.4030427309611149
0.4233333333333334,0.07142857142857142,0.44691103712166913
0.43333333333333335,0.09090909090909091,0.4093594753341264
0.3966666666666667,0.25,0.41762536997361344
0.4066666666666667,0.21052631578947367,0.4041212006852082
0.39,0.0,0.5184475145010732
0.4233333333333334,0.21428571428571427,0.39404633060322575
0.43333333333333335,0.2727272727272727,0.41100844133143044
0.23333333333333334,0.0,0.2708641252763658
0.38,0.0,0.6922365482718872
0.36000000000000004,0.2857142857142857,0.3467976443712993
0.36666666666666664,0.23076923076923078,0.43264610365517786
0.38,0.0,0.43712614422426893
0.33999999999999997,0.2,0.31808430675863647
0.38666666666666666,0.2,0.37781093892790274
0.35333333333333333,0.4,0.49133309385747814
0.36333333333333334,0.25,0.3125102375065084
0.37333333333333335,0.1111111111111111,0.3404053948762948
0.36666666666666664,0.36363636363636365,0.445744524225581
0.36666666666666664,0.36363636363636365,0.2834083752099366
0.4,0.13333333333333333,0.33015834242543673
0.3666666666666667,0.0,0.3001174409176797
0.4,0.17647058823529413,0.3230382465678431
0.33666666666666667,0.5,0.38772775995576586
0.4,0.13333333333333333,0.3455058130184698
0.3966666666666667,0.16666666666666666,0.2668142871647348
0.37333333333333335,0.3333333333333333,0.41456996838672683
0.4066666666666667,0.2222222222222222,0.3021996241823307
0.36,0.25,0.3567002832848974
