spare_cap_x_avg_vol,wl_max_residual,n_long_items
-28272063.363778003,-1735.4166667,0
72591437.75,-179.99999996999998,0
-244698.285736,-1297.9166667,0
27268566.453066,-1013.3333336999999,0
88459866.67934,-115.41666663,0
71074692.0,-137.5,0
70526139.289435,-562.9166667,0
20471075.693924002,-1032.916667,0
79598891.0,-229.1666667,0
49445077.5,-760.0,0
8865840.0,-1259.583333,0
90389567.8,-336.25,0
32310269.25,-999.166667,0
56191436.007258,-665.4166667,0
34568125.001025,-929.166667,0
39609709.0,-826.6666667,0
10519540.734611,-1270.8333337,0
78518136.0,-418.75,0
-10350127.115944,-1509.9999997,0
99641967.75,-233.75,0
2139958.333575,-1339.9999997,0
19793295.914631,-1072.4999997,0
56202911.007717,-647.9166667,0
48815288.89048,-787.9166667,0
37422179.671646,-929.5833333,0
62990928.0,-657.9166667,0
61299209.5,-668.75,0
97669727.80000001,-384.1666667,0
61074149.5,-644.5833333999999,0
21766823.400000002,-1197.916667,0
6482876.9375,-1357.9166667,0
53508767.885836996,-574.5833333,0
63262334.875,-533.3333333,0
54553927.886823006,-802.0833333,0
40140369.458488,-793.75,0
12487712.5,-1126.25,0
18804430.7668,-1169.166667,0
69766508.424753,-426.66666669999995,0
44623399.099999994,-908.75,0
48857638.4,-687.0833333,0
71488943.41789399,-575.0,0
23068982.694185,-1019.583333,0
95152079.75,-229.5833333,0
116790624.0,-351.6666667,0
9996334.215246,-1312.9166667,0
70672913.0,-430.8333333,0
23946497.919235,-1142.9166667,0
56150354.550766,-587.5,0
46405047.890342996,-875.4166667,0
38849479.922057,-845.0,0
84135000.0,-590.8333333999999,0
19652015.735986,-1126.6666663,0
95296412.80000001,-460.83333330000005,0
3555924.75,-1259.5833337,0
-1452296.066507,-1419.5833337,0
75645971.823421,-331.66666663,0
12229751.922185,-1249.5833337,0
62235068.875,-480.83333330000005,0
33060799.1,-982.0833336999999,0
68692628.56644,-697.5,0
27979799.719342,-1020.0000003,0
13663322.399999999,-1152.9166667,0
21370324.736291002,-1173.75,0
47909547.9,-787.9166667,0
49935412.4,-689.1666667,0
31150669.644875,-905.4166667,0
44563814.915816,-804.5833333999999,0
25637802.6,-1002.4999997,0
40716799.910567,-816.25,0
39014690.91408,-866.6666663000001,0
62019583.875,-641.25,0
18829076.498022,-997.9166663000001,0
30464650.0,-921.6666667,0
37469952.0,-820.8333333999999,0
63102148.875,-547.0833333999999,0
50900031.0,-822.0833333,0
62413346.875,-512.9166667,0
45134374.916136,-822.0833333,0
42233642.175984,-918.3333333,0
62252354.875,-583.75,0
28004323.669818,-1124.1666663,0
61920824.875,-705.4166666000001,0
44354304.001656,-708.3333333999999,0
51603101.229348,-870.4166663000001,0
44560170.816501,-873.3333333,0
48717931.099999994,-788.75,0
45907056.0,-817.9166667,0
29946723.38911,-1049.583333,0
33152078.767104004,-880.8333336999999,0
58027588.875,-525.0,0
43766334.175448,-796.6666667,0
28406907.0,-969.5833333,0
50061412.4,-766.25,0
60686608.0,-436.66666669999995,0
56248034.560526006,-637.0833333,0
44264326.904154,-781.25,0
32776445.455286,-1020.0,0
45197986.903776,-749.1666667,0
35470459.671174,-880.0,0
-10363613.389738,-1361.2500003,0
65164559.42434599,-449.99999999999994,0
28341116.5,-957.9166667,0
55474426.231047995,-754.1666666000001,0
28157698.21769,-1008.7500003,0
36761769.921477,-789.5833333999999,0
44487081.81651,-841.666667,0
48352571.099999994,-792.9166667,0
33754119.186765,-924.5833333,0
63124450.0,-612.9166667,0
50612183.6,-701.25,0
29430430.76748,-900.0,0
62962448.875,-542.9166667,0
87827479.653973,-91.25000000000001,0
50375360.0,-624.1666667,0
29820739.670106,-1039.1666663,0
55060446.230767995,-745.4166667,0
55247331.549888,-496.66666660000004,0
36107150.696099006,-825.4166667,0
50026708.4,-753.75,0
50599193.599999994,-571.6666667,0
22052506.0,-1162.083333,0
12192919.716078,-1242.5000003,0
49595231.9,-714.1666667,0
35971019.25,-992.5000003,0
40706981.25,-810.8333333,0
45810474.174192004,-822.0833333,0
32831232.0,-997.0833333,0
29189668.496394,-942.4999997,0
54167751.0,-701.25,0
-5624593.470947,-1520.0000003,0
60092174.875,-568.3333333,0
27500591.737606,-977.4999997,0
33764952.617584,-892.5,0
56227997.23242,-602.9166667,0
55856034.560974,-568.75,0
70031211.822741,-346.25,0
61134658.0,-512.0833333,0
1412621.0,-1260.0000003,0
29804893.637257,-988.7500003,0
39124582.4,-903.3333333,0
56180831.007237,-754.1666667,0
27503708.5,-1061.25,0
25403429.717207998,-960.0,0
49883527.1,-731.25,0
73652259.84350699,-367.91666669999995,0
56020878.231584,-608.3333333999999,0
38200425.921861,-769.5833333999999,0
33196473.995412003,-865.0,0
55885586.560958005,-680.8333333,0
35565086.454212,-841.6666667,0
56074718.231663994,-747.5,0
28325730.456576,-1057.0833333,0
