model,accuracy_mean,accuracy_std,auc_mean,auc_std,tpr_at_fpr1pct_mean,tpr_at_fpr1pct_std,precision_mean,recall_mean,fpr_mean,fnr_mean
linear_svm,0.9580820525015282,0.0034111313349185018,0.9952610448216171,0.00042305894366776554,0.8684569654334382,0.014970847883912841,0.8583408821805436,0.9849329522810331,0.05022771832899754,0.015067047718966872
