spare_cap_x_hH,floor_area_pressure,tall_item_share
3224.4,0.77,0.8181818181818182
3448.4449951770002,0.7326666666666667,1.0
4304.025,0.5966666666666667,0.875
3285.7212131479996,0.8360000000000001,0.7272727272727273
8174.888880714,0.20466666666666666,1.0
9451.383321138,0.19133333333333336,1.0
5562.49047079,0.528,1.0
6491.466654864,0.22933333333333333,1.0
4747.6791737660005,0.5653333333333334,1.0
2499.844447184,0.892,0.8333333333333334
5227.016669382,0.4566666666666667,1.0
7412.400000000001,0.252,0.6666666666666666
1574.625003315,1.118,0.7857142857142857
6538.287488871,0.3486666666666667,0.75
2249.4,1.0206666666666666,0.7692307692307693
6021.874988250001,0.316,0.5
3434.34,0.7853333333333333,0.8
3811.52,0.7053333333333334,0.9
2413.016670379,0.7873333333333333,1.0
3362.1866722239997,0.776,0.8
4208.541659933,0.6053333333333334,1.0
2852.8125,0.852,0.8333333333333334
3663.608337612,0.8133333333333334,0.75
3446.6666603999997,0.716,0.8
2423.277276852,0.788,1.0
3900.32,0.8,0.7
3981.939391664,0.8713333333333334,0.7272727272727273
2415.848483468,0.83,1.0
3228.8,0.808,0.8
3729.88,0.6813333333333333,1.0
3748.3333391,0.732,0.8
3219.490911168,0.844,0.7272727272727273
5978.128559858,0.5086666666666667,0.8571428571428571
2227.0,0.86,0.8333333333333334
5893.128576444,0.5173333333333333,1.0
3367.12500369,0.8373333333333334,0.8333333333333334
4811.400000000001,0.6573333333333333,0.8
3961.303712432,0.7893333333333333,0.7777777777777778
1993.653842964,1.022,0.7692307692307693
5693.71429639,0.4653333333333334,1.0
2030.625,0.9513333333333334,0.9166666666666666
1601.2861078679998,0.8673333333333334,1.0
1194.248810668,1.034,0.8571428571428571
2484.46,0.784,1.0
6297.866653407999,0.11733333333333335,1.0
2981.427271431,0.8026666666666668,0.9090909090909091
2919.99242827,0.7706666666666667,1.0
2605.380556909,0.9533333333333334,0.8333333333333334
3231.430302548,0.7693333333333333,0.8181818181818182
7595.49998619,0.14,0.5
2984.8,0.9133333333333333,0.8181818181818182
2602.700001531,0.9686666666666667,0.6666666666666666
3467.750005335,0.7626666666666667,0.8888888888888888
3396.0116619170003,0.8340000000000001,0.9
3502.2777828720004,0.6933333333333334,0.8888888888888888
2956.0153886099997,0.91,0.7692307692307693
2837.9611081040002,0.8846666666666667,0.8333333333333334
3515.416672075,0.6613333333333333,1.0
3010.349994876,0.8533333333333334,0.8333333333333334
-139.56249978,1.234,0.875
4493.374072162,0.586,0.7777777777777778
4476.758341119,0.6073333333333333,0.875
-355.249019056,1.3313333333333333,0.7647058823529411
4704.0,0.5660000000000001,1.0
8891.400012264,0.192,1.0
3867.683336172,0.7646666666666667,0.7777777777777778
2904.6136403699998,0.794,1.0
7862.400012096,0.228,1.0
1920.264284742,1.1086666666666667,0.6428571428571429
3209.103022464,0.812,0.8181818181818182
3776.26666032,0.678,1.0
8469.999986448,0.116,1.0
3784.6533388989997,0.67,1.0
6921.749987415,0.2366666666666667,0.6666666666666666
2900.698337507,0.75,1.0
4281.6,0.7986666666666667,0.7
4231.283340505,0.8313333333333334,0.7
2041.447219922,0.9179999999999999,0.8333333333333334
4003.24,0.6693333333333333,0.8
8099.866679128,0.21933333333333332,0.6666666666666666
4115.056250000001,0.614,0.875
1226.555552752,1.0506666666666666,0.8666666666666667
1219.898808205,1.0113333333333334,0.8571428571428571
