dim_l_occupancy_sum,fragile_vol_share,needle_frac,dim_m_tail_ratio
2.8333333333333335,0.0,0.0,1.3166666666666667
6.683333333333334,0.0,0.0,1.1714285714285713
5.616666666666667,0.0,0.0,1.2142857142857142
3.433333333333333,0.0,0.125,1.1724137931034482
6.4,0.0,0.0,1.4166666666666667
4.533333333333333,0.0,0.1,1.103225806451613
4.516666666666667,0.0,0.0,1.4166666666666667
4.95,0.0,0.09090909090909091,1.1428571428571428
3.45,0.0,0.0,1.2142857142857142
3.6833333333333336,0.0,0.0,1.2142857142857142
3.7,0.0,0.0,1.223076923076923
4.7,0.0,0.08333333333333333,1.207142857142857
2.166666666666667,0.0,0.0,1.2
6.233333333333333,0.0,0.06666666666666667,1.1857142857142857
5.933333333333334,0.0,0.07692307692307693,1.2307692307692308
3.783333333333333,0.0,0.0,1.157142857142857
5.266666666666667,0.0,0.08333333333333333,1.1724137931034482
6.2,0.0,0.06666666666666667,1.4166666666666667
1.5,0.0,0.0,1.0533333333333335
2.466666666666667,0.0,0.0,1.1466666666666667
6.583333333333333,0.0,0.0625,1.36
1.9333333333333333,0.0,0.0,1.1793103448275863
6.0,0.0,0.07142857142857142,1.1517241379310348
5.866666666666667,0.0,0.0,1.4166666666666667
7.85,0.0,0.05555555555555555,1.2592592592592593
4.2,0.0,0.0,1.3333333333333333
6.933333333333334,0.0,0.0,1.3076923076923077
7.466666666666667,0.0,0.0,1.2142857142857142
5.15,0.0,0.0,1.192857142857143
4.216666666666667,0.0,0.0,1.2142857142857142
4.633333333333334,0.0,0.0,1.4000000000000001
7.550000000000001,0.0,0.0,1.2142857142857142
1.3,0.0,0.0,1.5333333333333334
5.75,0.0,0.0,1.192857142857143
4.4,0.0,0.0,1.1428571428571428
1.25,0.0,0.3333333333333333,1.0
0.9333333333333333,0.0,0.0,1.0
3.1833333333333336,0.0,0.0,1.2
5.216666666666667,0.0,0.07692307692307693,1.1333333333333333
1.65,0.0,0.0,1.34
4.433333333333334,0.0,0.1,1.28
