spare_cap_sq,spare_cap_x_conc,spare_cap_x_wl_total,vol_top3_share,n_high_asr_items,spare_cap_log1p,h_to_H_max_sq,l_std_x_h_max,max_fp_ratio,spare_cap_x_wl_max,wl_total_over_wl_max,max_dim_l_to_vL,spare_cap_x_sku_counts,n_items_near_vL,n_tall_items,n_wide_items,n_multi_dim_stress,spare_cap_x_n_near_vL,q90_l_to_L,spare_cap_x_n_wide,height_tail_share
599466256,6844.788515896001,20362526.667482797,0.6325307077403003,2,10.105815964136418,0.0802777775888889,0.022817149789822962,0.12133333333333333,3927641.6674828003,5.184415583513776,0.5999999999900001,171388,4,1,1,5,97936,0.59,24484,0.0
70459236,2404.7678908499997,10226689.997202,0.4101786592361908,1,9.035391569511642,0.09,0.030269162999999998,0.14733333333333334,1500427.5,6.815850813947884,0.5499999999908334,125910,1,4,3,3,8394,0.43333333333333335,25182,0.0
97160449,2860.675356336,11462869.586618999,0.4272543607546311,1,9.196038587265322,0.09,0.0312658122,0.14733333333333334,1761938.75,6.505827507655912,0.5499999999908334,137998,1,4,3,3,9857,0.43333333333333335,29571,0.0
982634409,6914.2544029890005,16470236.2510449,0.8356405185673479,1,10.352905748172756,0.0802777775888889,0.01271497233504121,0.102,5028581.2510449,3.2753246748314626,0.5999999999900001,125388,3,1,0,4,94041,0.595,0,0.0
13675204,1134.847872054,5334365.0,0.3704663212435233,1,8.215817791832453,0.0802777775888889,0.032197414878787356,0.15866666666666668,690293.3334566001,7.727678570007231,0.5499999999908334,55470,3,5,4,6,11094,0.5266666666666667,14792,0.0
36216324,1944.814360104,8934222.497994,0.32892104048022164,4,8.70267641154777,0.0802777775888889,0.038453097538094394,0.12133333333333333,965387.5002006,9.25454545048682,0.5999999999900001,96288,5,3,2,7,30090,0.575,12036,0.0
93741124,2896.6284995759997,12058124.169894,0.3505861034033637,2,9.17812704961153,0.09,0.034711509599999996,0.12133333333333333,1625769.1669894,7.416873449600123,0.5333333333244444,145230,2,4,3,4,19364,0.51,29046,0.0
23990404,1510.424575338,6993935.834966,0.3197346765747344,3,8.496786381638575,0.09,0.0331244898,0.12133333333333333,822455.8334966,8.503722084613631,0.5333333333244444,83266,2,4,4,5,9796,0.5066666666666667,19592,0.0
902161296,8895.786268944,19798730.001001198,0.5988372093023255,2,10.310185234046838,0.0802777775888889,0.03569540514133874,0.08,4818275.001001201,4.109090908419249,0.5999999999900001,180216,4,1,0,4,120144,0.5916666666666667,0,0.0
212984836,4496.00014108,16606755.838197999,0.371176741432612,2,9.588434283288215,0.09,0.0306248697,0.12133333333333333,2450575.8338198,6.776674938564769,0.5166666666580556,204316,1,3,4,4,14594,0.445,58376,0.0
428738436,6432.903140496001,20162467.5,0.41738700913805876,2,9.938227086340024,0.0802777775888889,0.029873732198187765,0.12133333333333333,3476882.5006902004,5.799007442983032,0.5166666666580556,248472,1,2,3,3,20706,0.44833333333333336,62118,0.0
202435984,4398.06132908,15840506.661924,0.39415702586767193,3,9.563037414545692,0.09,0.0407572941,0.12133333333333333,2282408.3338076,6.940259736696422,0.5999999999900001,156508,5,3,1,6,71140,0.5833333333333334,14228,0.0
255264529,4615.975367198001,15211435.4161341,0.4883023808703442,2,9.678968055041988,0.09,0.036280159799999996,0.12133333333333333,2682804.5838659,5.669975184746388,0.5999999999900001,159770,3,3,2,4,47931,0.5399999999999999,31954,0.0
54154881,2058.151638312,8064237.497547001,0.4239260380967562,2,8.903815211722922,0.09,0.0382494552,0.14733333333333334,1315421.25,6.130536128637033,0.5999999999900001,88308,3,5,2,4,22077,0.5483333333333333,14718,0.0
1064064400,9413.66628426,11838341.667754,0.7634894991922455,1,10.392711531744357,0.09,0.041303752799999996,0.108,3126083.3332246,3.7869565221791603,0.5999999999900001,163100,1,2,0,1,32620,0.5133333333333333,0,0.0
574848576,7001.016767208001,18301679.999200802,0.5224505327245054,1,10.08485031650177,0.09,0.029094404399999996,0.14,4025970.0007992,4.545905706068034,0.5166666666580556,191808,1,2,4,3,23976,0.47000000000000003,95904,0.0
83740801,2478.9643453090002,9581859.580283001,0.4414349075288014,2,9.12172771361958,0.09,0.0385486704,0.12466666666666666,1708186.6669717,5.609374997182561,0.5999999999900001,91510,4,5,2,6,36604,0.5399999999999999,18302,0.0
165714129,3475.85430633,13784837.495709,0.5371183117004389,0,9.462965052612562,0.09,0.033105890699999994,0.14733333333333334,2301048.75,5.990675988777675,0.5999999999900001,128730,3,3,2,3,38619,0.555,25746,0.0
1396217956,6233.757561318001,10353495.8320878,1.0,0,10.528543240958955,0.04000000000000001,0.024190601200000002,0.088,4966564.1679122,2.084639497643341,0.4833333333252778,112098,0,0,0,2,0,0.47000000000000003,0,0.0
1310802025,8540.153971375,9896033.3321265,1.0,0,10.496980129935888,0.0711111112888889,0.02095131202618914,0.11733333333333333,4480368.75,2.208754208467,0.4499999999925,108615,0,2,0,1,0,0.45,0,0.0
1173884644,8445.745367618,11563425.0,1.0,0,10.441821333718718,0.0625,0.0306815585,0.112,4996541.6655246,2.314285714798825,0.5833333333236111,102786,1,0,0,2,34262,0.5566666666666668,0,0.0
130667761,3150.062023108,12288325.0,0.4558074413893771,0,9.344171719609703,0.0802777775888889,0.029880884948179354,0.15866666666666668,2133786.6670477,5.75892857036934,0.5333333333244444,114310,2,5,4,5,22862,0.5183333333333334,45724,0.0
36566209,1635.0341679259998,7871178.335349,0.46648525145688396,0,8.70748291785937,0.09,0.0333619668,0.17,1171606.25,6.718279571578228,0.5333333333244444,72564,2,3,3,5,12094,0.5133333333333334,18141,0.0
1499780529,10410.483123495,8116533.748709099,1.0,0,10.56431813161953,0.0802777775888889,0.027892663550518438,0.09533333333333334,4614967.5012909,1.7587412579548243,0.4333333333261111,116181,0,1,0,1,0,0.4033333333333334,0,0.0
93141801,2547.225441585,10415037.503217,0.4592209114826445,0,9.174920426744922,0.0802777775888889,0.032104937712229484,0.15866666666666668,1801520.0003217,5.781250000722377,0.5999999999900001,86859,3,5,4,6,28953,0.5466666666666666,38604,0.0
1559618064,0.0,5331420.0,1.0,0,10.583878719994873,0.0802777775888889,0.0,0.102,5331420.0,0.9999999999925927,0.5999999999900001,39492,1,1,0,1,39492,0.6,0,0.0
187580416,3662.1052887040005,13690293.332876801,0.4887873754152824,0,9.524932109734822,0.0802777775888889,0.02721322738465111,0.15866666666666668,2556586.6671232,5.354910713122222,0.5333333333244444,123264,2,4,4,5,27392,0.52,54784,0.0
1895470369,0.0,2412675.41681179,1.0,0,10.681389398960881,0.03361111098888889,0.0,0.051333333333333335,2412675.41681179,0.999999999981955,0.31666666666138893,43537,0,0,0,0,0,0.31666666666666665,0,0.0
1320014224,9165.032315195998,10596833.3345444,1.0,0,10.50048169818916,0.0711111112888889,0.01862193335661075,0.14,4874543.334544401,2.1739130431704026,0.38333333332694447,108996,0,1,2,1,0,0.37333333333333335,72664,0.0
6046681,-582.439694092,-3545058.334153,0.3683600581554605,0,0.0,0.0802777775888889,0.032723614461501634,0.13,-459013.3334153,7.723214286079481,0.5833333333236111,-29508,5,4,3,8,-12295,0.5483333333333333,-7377,0.0
882030601,3814.1223187490004,13302677.0843233,1.0,0,10.298902324790792,0.0802777775888889,0.012394271585418504,0.12466666666666666,5543813.3343233,2.3995535711657965,0.5333333333244444,89097,2,2,1,3,59398,0.53,29699,0.0
219750976,3731.3305989439996,12618930.0,0.5423183987274656,0,9.604070223865927,0.09,0.0361922166,0.14733333333333334,2649790.0,4.762237762211121,0.5999999999900001,133416,2,4,2,3,29648,0.56,29648,0.0
215854864,3895.1993103600003,14612418.3328436,0.5346113237429062,1,9.595126468875947,0.09,0.034871191499999996,0.14733333333333334,2626195.0,5.564102563884957,0.5999999999900001,146920,3,3,2,3,44076,0.555,29384,0.0
899520064,7738.163069432,20894426.667666398,0.659981343283582,2,10.308719300084501,0.04694444458888889,0.016862595775942454,0.12133333333333333,4811216.6676664,4.3428571421354505,0.5833333333236111,179952,3,0,1,4,89976,0.575,29992,0.0
794506969,8529.038710664,19225882.9157271,0.6474156902396955,1,10.246651634446913,0.0711111112888889,0.03477539151013591,0.14,4521664.584272901,4.251948050830233,0.5833333333236111,169122,2,1,2,4,56374,0.575,56374,0.0
17867529,-1024.154520888,-6483161.25,0.39437706949438317,0,0.0,0.09,0.0262069752,0.17,-818981.25,7.916129032217207,0.5333333333244444,-50724,4,6,4,7,-16908,0.5316666666666666,-16908,0.0
685444761,7110.944018964001,20104826.250872698,0.6555077315479038,1,10.172827430740044,0.0625,0.033217391,0.13,4679853.75,4.296037296199742,0.5833333333236111,157086,4,0,2,4,104724,0.575,52362,0.0
11471769,981.632069181,4762968.75,0.3493619782279576,1,8.127995055771946,0.0802777775888889,0.032167431128822636,0.12133333333333333,493937.49988709996,9.642857144995103,0.5833333333236111,54192,2,4,2,6,6774,0.4833333333333334,6774,0.0
1131111424,6889.348418912,11729160.0,0.7646023926812104,0,10.423263006821703,0.09,0.0244131111,0.108,3223066.66655456,3.6391304348712135,0.38333333332694447,168160,0,2,0,0,0,0.38333333333333336,0,0.0
640646721,7177.700846745,15502987.5,0.7598659149779065,0,10.139033870567381,0.0802777775888889,0.03688173455660972,0.14733333333333334,4524341.25,3.426573426554257,0.5999999999900001,151866,2,2,2,2,50622,0.575,50622,0.0
28633201,-1592.61936073,-9448974.164883,0.3608865762348315,2,0.0,0.09,0.0366244383,0.17,-1036756.25,9.113978492856187,0.5833333333236111,-90967,4,4,3,9,-21404,0.5566666666666666,-16053,0.0
13068225,1043.608092435,4890793.751205,0.40558173251177965,2,8.193123721512068,0.09,0.0383228268,0.13,646181.25,7.568764570587028,0.5833333333236111,46995,4,2,4,6,14460,0.5466666666666667,14460,0.0
922154689,7634.431334739001,14943094.5823211,0.5939998633226269,0,10.321144701409654,0.09,0.026166655799999997,0.108,2910170.83323211,5.134782608472847,0.41666666665972224,212569,0,2,1,0,0,0.3966666666666667,30367,0.0
53217025,2195.313114185,10033664.585765,0.44569685718074525,2,8.895081531754167,0.0802777775888889,0.03541620082500055,0.14733333333333334,1303981.25,7.69463869646045,0.5999999999900001,94835,5,3,2,7,36475,0.5800000000000001,14590,0.0
985269321,9386.066815731,17983281.2510463,0.646756300051429,0,10.354244649836,0.0802777775888889,0.03368665624370198,0.11,5296893.75,3.3950617285724736,0.5333333333244444,188334,1,1,1,1,31389,0.4916666666666667,31389,0.0
340439401,5651.647485505,16521332.917281698,0.52420053486007,2,9.822928044677711,0.09,0.0385701222,0.14733333333333334,3298116.25,5.009324009482465,0.5999999999900001,166059,3,3,3,4,55353,0.56,55353,0.0
152399025,3388.5294354449998,17082393.75,0.359761139182361,1,9.421087402953841,0.0802777775888889,0.037011068856457566,0.11,2083218.75,8.199999999951407,0.5833333333236111,172830,3,1,2,6,37035,0.5566666666666666,24690,0.0
518063121,6643.987248816001,17962222.5007587,0.500202347227843,1,10.032847757841836,0.09,0.0308220699,0.12133333333333333,2920994.9992413,6.149350651159707,0.5499999999908334,227610,1,2,1,2,22761,0.44499999999999995,22761,0.0
74442384,2591.0991662640004,11112145.002876,0.4541680413504894,1,9.062883902508307,0.0802777775888889,0.040602597652232245,0.14733333333333334,1542255.0,7.205128206952699,0.5999999999900001,112164,4,4,2,6,34512,0.5800000000000001,17256,0.0
248503696,3894.038208508,16335445.0,0.523361608975236,0,9.665547571979161,0.0802777775888889,0.019434397143802674,0.15866666666666668,2942613.3338588,5.551339284693236,0.5333333333244444,126112,3,3,3,5,47292,0.5333333333333333,47292,0.0
569251881,8193.932945847,19186612.500795297,0.5100042571306939,2,10.079958695651907,0.0802777775888889,0.038001421421959114,0.12133333333333333,3061904.9992047,6.266233768072272,0.5999999999900001,238590,2,2,2,3,47718,0.555,47718,0.0
108889225,3433.4595323949998,12782875.0,0.37095327643570086,3,9.253016646256619,0.0802777775888889,0.03729459513945734,0.12133333333333333,1339158.3329854999,9.545454547859505,0.5999999999900001,156525,3,4,2,4,31305,0.5433333333333333,20870,0.0
578354401,7132.493279251,17445545.4174683,0.5988735621211398,1,10.087890275533907,0.09,0.038518482300000004,0.13,4298758.75,4.058275058438835,0.5499999999908334,168343,2,1,4,3,48098,0.53,96196,0.0
75498721,2511.400646776,11444137.080437,0.42138745834595576,1,9.069928218259438,0.0802777775888889,0.0343422416929307,0.15866666666666668,1621946.6669563001,7.055803568345094,0.5833333333236111,104268,4,4,3,7,34756,0.5633333333333334,26067,0.0
676,7.345341822000001,41968.333342,0.32325343531818385,1,3.295836866004329,0.0802777775888889,0.03680110044003792,0.11733333333333333,4170.8333342000005,10.062337662261983,0.5833333333236111,442,4,4,1,8,104,0.5733333333333334,26,0.0
586511524,5294.22481036,15257340.0,0.612934270041382,0,10.094892728063126,0.09,0.0393441123,0.108,3269430.0,4.666666666632099,0.5999999999900001,169526,1,2,0,3,24218,0.53,0,0.0
1477633600,13175.903244520001,7816133.332052,1.0,1,10.556879877314014,0.0802777775888889,0.0489736917423839,0.08666666666666667,2883000.0,2.7111111106305184,0.5999999999900001,115320,1,1,0,1,38440,0.5266666666666666,0,0.0
1014932164,6957.995583178001,13128150.832271399,0.9196469334956627,0,10.369075195651924,0.0802777775888889,0.04123503278482153,0.102,4300830.0,3.0524691355329447,0.5999999999900001,127432,1,1,0,3,31858,0.5650000000000001,0,0.0
2592100,-417.79353973,-2307666.6661300003,0.4486161767860974,0,0.0,0.09,0.030372441599999998,0.17,-311937.5,7.397849460606979,0.5499999999908334,-20930,3,5,3,4,-4830,0.53,-4830,0.0
156725361,3341.463265764,11820022.5004173,0.5293248360580032,0,9.43508264465409,0.09,0.0434258271,0.13,2237771.25,5.282051282208212,0.5999999999900001,112671,3,2,2,4,37557,0.5866666666666667,25038,0.0
909685921,9039.905741285,16927861.25,0.742165914145158,1,10.31433813292063,0.0625,0.03395258125,0.13,5391278.75,3.1398601398425745,0.5499999999908334,150805,2,0,3,2,60322,0.5366666666666667,90483,0.0
790321,245.90968775800002,1190519.1669629999,0.3423635827798055,2,6.7912214627261855,0.09,0.0374370219,0.12133333333333333,129645.8333037,9.18285714717883,0.5999999999900001,12446,4,5,1,7,3556,0.5683333333333334,889,0.0
604225561,7211.401737581001,21026997.0841527,0.5175082031441305,1,10.109769746774926,0.09,0.029895651899999997,0.12133333333333333,4148043.75,5.0691358026366276,0.5333333333244444,196648,2,1,3,3,49162,0.5216666666666667,73743,0.0
8637721,800.147519997,3554965.415687,0.444996552625948,2,7.986164860332727,0.09,0.038951091,0.17,569431.25,6.243010750935521,0.5999999999900001,35268,3,5,1,6,8817,0.5316666666666666,2939,0.0
52722121,2064.5745439340003,9412071.25,0.43101301041363044,1,8.89041055197428,0.09,0.040732930199999996,0.14733333333333334,1297903.75,7.251748251707683,0.5999999999900001,94393,4,4,2,5,29044,0.5800000000000001,14522,0.0
924220801,9668.992965316998,17366571.25,0.6713473525583944,1,10.322263674703965,0.0802777775888889,0.03126551001321705,0.12133333333333333,3901461.6656532995,4.451298702420198,0.5499999999908334,212807,1,1,1,2,30401,0.4800000000000001,30401,0.0
413715600,6069.33251586,19306050.000678,0.47141119221411193,3,9.920393832602487,0.0802777775888889,0.03536902355838938,0.12,3262875.000678,5.916883115824542,0.5999999999900001,183060,5,2,0,5,101700,0.5866666666666667,0,0.0
677092441,6701.35648587,18680909.5842007,0.7328099478370831,0,10.166697613063421,0.0802777775888889,0.02238563567366396,0.14733333333333334,4651253.75,4.016317016481027,0.5499999999908334,156126,2,1,2,2,52042,0.5416666666666667,52042,0.0
71419401,1967.6801509020002,8405223.749718301,0.5162111138471641,0,9.042158378735948,0.09,0.0322987596,0.17,1637381.25,5.133333333134797,0.5833333333236111,76059,2,4,1,4,16902,0.53,8451,0.0
73702225,1983.408097435,8298833.3336195,0.574213922833997,0,9.057888248784506,0.09,0.0346410162,0.17,1663343.75,4.989247311974249,0.5999999999900001,68680,3,5,2,4,25755,0.5650000000000001,17170,0.0
261630625,4874.62879105,18324927.088725,0.4032957502168257,4,9.691283941260252,0.0802777775888889,0.03530135024180234,0.12,2716052.0838725003,6.746898263632892,0.5999999999900001,177925,5,2,1,6,80875,0.5833333333333334,16175,0.0
795916944,7733.20810614,15199215.0,0.8324398379795092,0,10.24753814360942,0.0802777775888889,0.024263217104788373,0.15866666666666668,5042895.0,3.0139860139691526,0.5499999999908334,141060,1,2,2,2,28212,0.4966666666666667,56424,0.0
223951225,4315.328919670001,15594777.078345,0.5745297153321125,0,9.613536240640304,0.0802777775888889,0.03560192270811539,0.14733333333333334,2674993.75,5.829836827939414,0.5999999999900001,149650,3,3,2,3,44895,0.555,29930,0.0
45846441,1753.400365812,7560950.002257,0.4753197834104999,1,8.820551743253025,0.09,0.0287623491,0.17,1311881.25,5.763440861905737,0.5166666666580556,74481,1,4,2,5,6771,0.48333333333333334,13542,0.0
443439364,5207.776002226,16565626.667368598,0.47740372567037004,0,9.955083301179778,0.09,0.0282296577,0.14,2825281.6673686,5.8633540360150915,0.4833333333252778,189522,0,2,2,3,0,0.43000000000000005,42116,0.0
479434816,7021.827254680001,15911093.334063198,0.5418975069252078,2,9.994104920119742,0.0802777775888889,0.03824981777166688,0.14,2937713.3340632003,5.416149067185432,0.5999999999900001,175168,2,3,2,3,43792,0.5533333333333333,43792,0.0
585688401,6507.077393385,18786026.25,0.6686859945189673,0,10.094190553357997,0.0802777775888889,0.029651860098448793,0.14733333333333334,4325928.75,4.342657342633048,0.5499999999908334,169407,2,1,2,2,48402,0.54,48402,0.0
82137969,2605.2303948569997,13058272.496979,0.4233241505968779,1,9.112065802707843,0.0802777775888889,0.03544717114163078,0.14733333333333334,1620011.25,8.060606058696164,0.5833333333236111,126882,4,2,3,5,36252,0.5616666666666666,27189,0.0
694638736,8705.832638096,17153363.3324548,0.7096116713151684,1,10.179489173338517,0.0802777775888889,0.03817324183842364,0.12133333333333333,3558060.0,4.820987654038364,0.5999999999900001,184492,2,2,1,3,52712,0.5700000000000001,26356,0.0
382515364,5121.360363812,16510211.6673186,0.6375678012734848,0,9.881190817537517,0.0625,0.03439013525,0.13,3495992.5,4.722610722770782,0.5833333333236111,136906,4,0,2,4,78232,0.5633333333333334,39116,0.0
100200100,3094.43138004,13313300.0,0.356501857673621,2,9.211439767419483,0.0802777775888889,0.034350898376253845,0.12133333333333333,1605770.833667,8.29090908913462,0.5833333333236111,150150,2,4,2,6,20020,0.5333333333333333,20020,0.0
32273761,1657.984551067,7858716.664773,0.389150283577914,1,8.645058562414134,0.0802777775888889,0.035992712757655636,0.15866666666666668,1060453.3335227,7.41071428256553,0.5833333333236111,73853,4,5,2,8,22724,0.56,11362,0.0
686649616,8363.112306936,19423715.0,0.6077888912534581,1,10.173705511236266,0.0711111112888889,0.027794439501409716,0.14,3515703.3342068,5.524844719083084,0.5499999999908334,209632,1,1,4,2,26204,0.4683333333333333,104816,0.0
90231001,2290.5744025219997,9558368.75,0.5272245852229515,1,9.159047077588632,0.09,0.032126294099999994,0.17,1840431.25,5.193548387069969,0.5333333333244444,85491,2,4,1,5,18998,0.52,9499,0.0
569013316,5826.700601852,16687860.8325382,0.5557552255745768,0,10.079749117950207,0.09,0.0278878893,0.15866666666666668,3170594.1674618004,5.263322882402202,0.4833333333252778,190832,0,2,1,3,0,0.43666666666666665,23854,0.0
48622729,1887.355747304,8960305.0,0.42688090041286453,0,8.849944227235596,0.0802777775888889,0.029896792981493968,0.15866666666666668,1301626.6668991,6.88392857016242,0.5999999999900001,76703,4,4,3,6,27892,0.5333333333333333,20919,0.0
722480641,7247.344559016,15332229.584229298,0.8119309088902379,0,10.199137794637085,0.0802777775888889,0.030545149747397866,0.14733333333333334,4804621.25,3.191142191310819,0.5499999999908334,134395,1,2,3,2,26879,0.49000000000000005,80637,0.0
1012448761,8700.499635017,13032532.0822727,0.8916622411046203,0,10.367850301891778,0.0802777775888889,0.035179763125278714,0.14733333333333334,5687646.25,2.2913752911759926,0.5499999999908334,127276,1,2,1,1,31819,0.5050000000000001,31819,0.0
12960000,1098.2437488,6055499.9988,0.3373671497584541,2,8.188966863648876,0.0802777775888889,0.03645138805711602,0.12133333333333333,607500.0,9.967901232533524,0.5999999999900001,61200,5,2,3,7,18000,0.5733333333333334,10800,0.0
680531569,5991.460716186,14478285.0,0.723576376037646,0,10.169230717469155,0.09,0.0334995855,0.14733333333333334,4663051.25,3.104895104877735,0.5499999999908334,156522,1,2,1,1,26087,0.47500000000000003,26087,0.0
17313921,1086.522804117,5369423.751387,0.4683023580401087,0,8.33375100695358,0.09,0.0312481404,0.17,806193.75,6.660215055449496,0.5999999999900001,45771,3,4,2,6,12483,0.5333333333333333,8322,0.0
161849284,3999.8891108320004,16777137.5,0.34181176033211474,3,9.4511666581427,0.09,0.0360908718,0.12133333333333333,2136235.8337574,7.85359801328254,0.5833333333236111,178108,3,2,4,6,38166,0.5516666666666667,50888,0.0
100500625,2922.142508425,12059239.586675,0.4933809864188706,0,9.212936997823448,0.0802777775888889,0.03381891114354638,0.14733333333333334,1791968.75,6.729603731430884,0.5999999999900001,110275,3,3,4,4,30075,0.55,40100,0.0
36711481,1758.416368872,7465192.914647,0.4666290028504661,1,8.70946507906336,0.09,0.033757715099999995,0.17,1173931.25,6.359139783192986,0.5499999999908334,72708,2,4,2,6,12118,0.5133333333333334,12118,0.0
493817284,6465.547810542,19610915.0,0.43274211958907716,1,10.008883067581468,0.09,0.0396736689,0.108,3564779.1674074,5.50129870012128,0.5833333333236111,222220,2,2,1,3,44444,0.5683333333333334,22222,0.0
88190881,2639.7220124200003,10212712.5,0.44441012103681654,2,9.147613542067878,0.0802777775888889,0.03297450386120647,0.15866666666666668,1752986.6669797,5.8258928560713095,0.5999999999900001,93910,4,5,2,6,37564,0.5399999999999999,18782,0.0
715883536,6824.971476936001,14113790.0,0.8200504275378206,0,10.194551400334317,0.0802777775888889,0.03910045612066613,0.14733333333333334,4782635.0,2.951048951032442,0.5999999999900001,133780,2,2,1,2,53512,0.58,26756,0.0
932264089,8733.725088082,13994291.6656489,0.9066841777839221,0,10.326596095816887,0.0802777775888889,0.036482796123745734,0.15866666666666668,5457773.75,2.564102563901739,0.5499999999908334,122132,1,1,3,2,30533,0.51,91599,0.0
28206721,1341.6706143010001,6594491.668436999,0.4578346645166167,1,8.57772369115627,0.09,0.031247222099999996,0.17,1029006.25,6.408602152224988,0.5166666666580556,63732,2,4,2,5,10622,0.5133333333333334,10622,0.0
291350761,4634.382068576,16635162.9160977,0.6509970999964197,0,9.745077815788486,0.0802777775888889,0.0363056824739541,0.14733333333333334,3051083.75,5.452214451997471,0.5499999999908334,136552,3,1,4,3,51207,0.55,68276,0.0
209265156,3435.9023765879997,13459407.5004822,0.5079583415209274,0,9.57962547262959,0.0802777775888889,0.03224184636206842,0.11733333333333333,2109624.9995178,6.380000001643109,0.5999999999900001,130194,3,3,0,5,43398,0.5866666666666667,0,0.0
10745284,-981.6207671600001,-5188800.834426,0.376382617341232,2,0.0,0.09,0.0352225071,0.17,-635112.5,8.169892474796542,0.5833333333236111,-52448,3,5,3,7,-9834,0.5416666666666667,-9834,0.0
51538041,2197.170108504,9443376.252393,0.40234261389175324,1,8.87905466204227,0.0802777775888889,0.03470930030916553,0.13,1283246.25,7.358974360797992,0.5499999999908334,100506,3,3,4,5,21537,0.54,28716,0.0
682097689,6431.680544379999,19010999.5842039,0.7017423078959911,1,10.170380010780352,0.0625,0.02654377075,0.112,4189602.0842039003,4.537662336898952,0.5833333333236111,156702,3,0,0,5,78351,0.5833333333333334,0,0.0
439531225,6139.646645544999,19628481.25,0.4805491990846682,1,9.950657357012519,0.0802777775888889,0.0332251648942449,0.12133333333333333,2786597.9173655002,7.043887145515937,0.5499999999908334,230615,1,1,2,4,20965,0.48333333333333334,41930,0.0
121969936,2846.659649504,11568590.0,0.5351337024384497,1,9.309733115854218,0.09,0.0330823887,0.17,2139775.0,5.406451612875322,0.5833333333236111,99396,3,4,1,5,33132,0.57,11044,0.0
541446361,7765.487606136,17907434.5825577,0.651465648152409,1,10.054920256296338,0.0802777775888889,0.03799390203863463,0.13,4159333.75,4.30536130515074,0.5499999999908334,186152,2,1,3,3,46538,0.55,69807,0.0
53743561,2001.670506126,9670810.835777,0.45809551620696065,0,8.900003608959596,0.0802777775888889,0.03567604440802819,0.14733333333333334,1310416.25,7.379953381776896,0.5999999999900001,95303,3,3,2,5,21993,0.5466666666666667,14662,0.0
111260304,2839.358380248,13729980.003516,0.5008707767328457,1,9.263786347681808,0.0802777775888889,0.03148213194629553,0.14733333333333334,1885455.0,7.2820512838753455,0.5999999999900001,116028,5,2,2,6,52740,0.5833333333333334,21096,0.0
247527289,4853.988630279,16552427.078089,0.5059623466703113,1,9.663579254889187,0.0802777775888889,0.036869240406624426,0.14733333333333334,2812273.75,5.885780883883157,0.5999999999900001,173063,3,3,2,3,47199,0.55,31466,0.0
177928921,3501.7776365890004,13372347.5,0.48327595464451534,0,9.498522319469615,0.0802777775888889,0.029957992698088638,0.15866666666666668,2489946.6671113,5.37053571329792,0.5333333333244444,120051,2,4,4,5,26678,0.52,53356,0.0
281736225,4830.1956153,16512243.75,0.6115895800106327,0,9.728300484642773,0.0802777775888889,0.033151194210998595,0.14733333333333334,3000318.75,5.503496503465715,0.5999999999900001,151065,3,3,2,3,50355,0.56,33570,0.0
187115041,3934.076214226,13245831.6662107,0.553079403595032,0,9.523690191176541,0.0802777775888889,0.034486235092761296,0.15866666666666668,2445121.25,5.4172494170326315,0.5999999999900001,123111,2,4,4,4,27358,0.56,54716,0.0
270438025,4477.69932896,16739639.588815,0.5358431097881282,0,9.707837565530841,0.0802777775888889,0.029363971048787487,0.12466666666666666,3069733.3338815,5.4531250007827285,0.5333333333244444,148005,3,3,2,4,49335,0.5333333333333333,32890,0.0
581388544,6452.48139184,20424873.3325296,0.5281980084258905,0,10.090506393131704,0.0802777775888889,0.031621089662798724,0.11,4068900.0,5.019753086192476,0.5333333333244444,217008,1,1,1,3,24112,0.49333333333333335,24112,0.0
126562500,3199.2478875,12168750.00375,0.46545185185185184,0,9.328212292571072,0.0802777775888889,0.030233927914430674,0.15866666666666668,2010937.5,6.051282053113,0.5499999999908334,123750,1,4,5,4,11250,0.45,56250,0.0
927369,-238.57474189500002,-1210571.2496790001,0.45493114026499576,0,0.0,0.09,0.0351089574,0.17,-186581.25,6.488172041256836,0.5999999999900001,-11556,3,7,2,4,-2889,0.5466666666666667,-1926,0.0
258727225,4661.86784189,19033916.661305,0.3994466539858205,2,9.685704607464015,0.0802777775888889,0.03662048734025041,0.12133333333333333,2580302.0838695,7.376623372966666,0.5833333333236111,193020,3,1,1,7,48255,0.565,16085,0.0
309900816,4864.695908688,20141910.005868,0.4019199883194627,1,9.775938231589153,0.0802777775888889,0.03960290273674169,0.09533333333333334,2823975.0005868003,7.132467533018922,0.5833333333236111,211248,3,1,1,6,52812,0.565,17604,0.0
292752100,4132.7324611,13360058.332763001,0.6515238436715669,0,9.747476810531971,0.09,0.0313798323,0.17,3315062.5,4.0301075266888775,0.5499999999908334,119770,2,4,1,2,34220,0.53,17110,0.0
221980201,4343.676436025,17922255.421632998,0.38370818245241023,2,9.60911649193355,0.0802777775888889,0.03621929130738907,0.12133333333333333,2390047.9171633003,7.498701299174304,0.5833333333236111,193687,2,1,2,7,29798,0.55,29798,0.0
187169761,2853.1147340939997,10836492.0828773,0.6106516810881574,0,9.523836379320944,0.09,0.034537764,0.17,2650693.75,4.08817204281761,0.5999999999900001,95767,2,5,1,3,27362,0.55,13681,0.0
214886281,3932.342261071,16503590.828447001,0.513364753963284,0,9.592877975440642,0.0802777775888889,0.03176187487929976,0.14733333333333334,2620296.25,6.2983682964682615,0.5499999999908334,161249,2,2,2,4,29318,0.5333333333333333,29318,0.0
