height_layer_pressure,footprint_sum_ratio,length_sum_pressure
2.1666666666666665,1.9393333333333334,3.7333333333333334
2.533333333333333,1.8046666666666666,3.35
4.566666666666666,2.89,5.35
4.0,3.1926666666666668,5.9
3.533333333333333,2.5193333333333334,5.1
2.033333333333333,1.2093333333333334,2.6
3.9,2.5773333333333333,5.083333333333333
2.6666666666666665,2.694,4.633333333333334
2.9,1.7753333333333334,3.85
5.033333333333333,3.308666666666667,6.216666666666667
3.433333333333333,2.1586666666666665,4.216666666666667
3.1666666666666665,1.9433333333333334,3.85
2.6666666666666665,1.8293333333333333,3.25
4.233333333333333,2.780666666666667,5.6
3.3666666666666667,1.9786666666666666,4.066666666666666
1.5333333333333334,1.568,2.75
3.3666666666666667,2.4486666666666665,4.65
0.8666666666666667,0.5766666666666667,1.2
4.666666666666667,3.489333333333333,6.633333333333334
4.433333333333334,3.783333333333333,6.866666666666666
