model,accuracy_mean,accuracy_std,auc_mean,auc_std,tpr_at_fpr1pct_mean,tpr_at_fpr1pct_std,precision_mean,recall_mean,fpr_mean,fnr_mean
linear_svm,0.9624696841083369,0.00117434597547212,0.9959697948580171,0.00023976719618762612,0.8943120705828594,0.004784976809391084,0.9171226908762741,0.980040016740932,0.04684687067460406,0.019959983259067938
