three_dim_near_limit_share,vol_top3_concentration,spare_x_wlstd
0.0,0.40019002375296914,500380.14057524997
0.0,0.3702711100753515,551424.90334884
0.0,0.4396946564885496,585776.7504520001
0.0,0.37400837864337283,325454.21171592
0.0,0.4826740764955868,451827.35402991995
0.0,0.4241268872960195,354342.26896536
0.0,0.406831096962304,452556.43346942
0.0,0.5051635708344885,617038.8602032
0.0,0.45617913427939816,470785.76826624
0.0,0.47054151624548735,453266.6259
0.0,0.5262704565030146,658904.96723184
0.0,0.5674925008332408,688395.4305684001
0.0,0.4223239332644323,384521.9425371
0.0,0.6025496812898388,720787.25173554
0.0,0.3961612960028174,488808.04177845
0.0,0.40361934775342595,652840.91995914
0.0,0.5113501041976779,618548.30835424
0.0,0.341061992896948,288060.55986693996
0.0,0.5717272274763564,580926.8705023001
0.0,0.3623071577484364,192938.04228075
0.0,0.3457019335331406,200604.14795679
0.0,0.35067832687918343,229238.39333690002
0.0,0.4634773963389672,352139.22876242
0.0,1.0,563493.33346592
0.0,0.43729872157704697,380536.02658365
0.0,0.3969850830994355,350220.37954312
0.0,0.3557999939059691,354119.94953946
0.0,0.4398982258286343,422645.98018324
0.0,1.0,155362.5
0.0,0.3911756882564171,443304.99920252
0.0,0.37401108228435986,400242.63757032
0.0,0.44952578030694945,235204.70586855
0.0,0.4238561347598452,298100.71174368
0.0,0.49084762829503364,382247.37589005
0.0,0.38530301485333607,464088.31402905
0.0,0.43018304309139443,493418.37677348
0.0,0.45296264118158125,326434.72238025
0.0,0.4060010800594033,467600.33828087995
0.0,0.27912833990363556,-17847.0732858
0.0,0.4928858080992339,776114.25832278
0.0,0.5301021115372175,805557.72966556
0.0,0.296798477298488,-60694.2628103
0.0,0.5357507660878448,549799.09060608
0.0,1.0,429240.00012264
0.0,0.4519137737528542,548102.65526784
0.0,0.41014506435067183,342226.92005658
0.0,1.0,1291499.3853619199
0.0,0.3356327785921646,294629.49453045
0.0,0.4695130410654828,619946.99053384
0.0,0.479328165374677,452764.72341072
0.0,1.0,1422960.0
0.0,0.40582270430696393,418453.38158760004
0.0,1.0,1056247.97809455
0.0,0.4013054589119123,365249.49086847
0.0,0.4715157680569685,501387.32043552
0.0,0.5009580583351075,434966.16545459995
0.0,0.3946434240526422,394378.93051128
0.0,0.4509265075376884,493493.3612256
0.0,1.0,591275.34833224
0.0,0.5657590168763941,500216.77789940004
0.0,0.32533857128088495,180671.53053396
0.0,0.3685157497275791,192677.40571989998
0.0,0.46943348870562923,790086.60979584
0.0,0.48672537401381477,488273.24996985
0.0,1.0,163319.74943633997
0.0,0.36244269010607416,229240.56824607
0.0,0.8225101343295446,935825.45440125
0.0,0.5823352193401425,426470.9419099
0.0,0.5437074702759291,645274.8109214599
0.0,0.3515159495671067,415401.02546887
0.0,0.3475448397530138,383739.48711657
0.0,0.379689927605699,427097.17378867
0.0,0.5262299304541942,415966.12416966
0.0,0.32390141324179733,424120.19976711005
0.0,0.523327712197864,459344.37651977997
0.0,0.4521551724137931,481041.98897039995
0.0,0.7282185349197033,661390.18924748
0.0,0.621476373960657,483633.619023
0.0,0.29293837371330966,14316.60135642
