fold_id,train_size,test_size,positive_train,positive_test,accuracy,precision,recall,auc,tpr_at_fpr1pct,threshold_at_fpr1pct,tn,fp,fn,tp,fpr,fnr
1,7500,2500,6062,2021,0.9492,0.9548511047070125,0.983671449777338,0.9854533659621987,0.8297872340425532,0.9817641377449036,385,94,33,1988,0.19624217118997914,0.01632855022266205
2,7500,2500,6062,2021,0.9556,0.9626937984496124,0.983176645225136,0.9854585309366475,0.7545769421078674,0.9928828477859497,402,77,34,1987,0.16075156576200417,0.01682335477486393
3,7500,2500,6062,2021,0.9548,0.9631067961165048,0.9816922315685305,0.9853800233250247,0.7991093518060366,0.989154040813446,403,76,37,1984,0.15866388308977036,0.01830776843146957
4,7500,2500,6063,2020,0.9504,0.9637964774951077,0.9752475247524752,0.9848298267326734,0.7717821782178218,0.9903506636619568,406,74,50,1970,0.15416666666666667,0.024752475247524754
