instance_name,order_id,package_id,package_l,package_w,package_h,label_2ori,time_2ori_ms,label_6ori,time_6ori_ms
BSP_100_O6_0.xml,0,0,102.235000,56.515000,41.275000,0,35,0,25
BSP_100_O6_0.xml,0,1,86.360000,55.880000,34.290000,0,1,0,2
BSP_100_O6_0.xml,0,2,65.405000,52.705000,41.910000,0,2,0,2
BSP_100_O6_0.xml,1,0,102.235000,56.515000,41.275000,1,1,1,9
BSP_100_O6_0.xml,1,1,86.360000,55.880000,34.290000,1,2,1,1
BSP_100_O6_0.xml,1,2,65.405000,52.705000,41.910000,1,0,1,2
BSP_100_O6_0.xml,2,0,102.235000,56.515000,41.275000,1,1,1,0
BSP_100_O6_0.xml,2,1,86.360000,55.880000,34.290000,1,2,1,0
BSP_100_O6_0.xml,2,2,65.405000,52.705000,41.910000,1,1,1,2
