spare_x_count,near_limit_long_share,vol_cv
122424,0.0,0.514448465646315
171504,0.0,0.45442695992638504
107030,0.0,0.5196360163978656
104988,0.0,0.5013661502193207
128208,0.0,0.4505918890436811
159670,0.0,0.6076850019388224
138960,0.0,0.5786503266074903
172008,0.0,0.4304450785923277
61012,0.0,0.3594413721394598
124718,0.0,0.3693566288642053
131040,0.0,0.5654876359686636
151570,0.0,0.5357449313993397
171501,0.0,0.4218873985619596
124487,0.0,0.5024553323360773
-39270,0.0,0.5146544003676726
65380,0.0,0.5442293571608557
155351,0.0,0.5550303531106547
207410,0.0,0.49845996095830264
168192,0.0,0.32337831660893895
204218,0.0,0.5857584738879743
60872,0.0,0.5470255145033175
115220,0.0,0.577525422184278
24585,0.0,0.49038865293533984
50505,0.0,0.5201864724221508
160370,0.0,0.540475402036218
128493,0.0,0.29463961187954973
117741,0.0,0.49978036684894706
160664,0.0,0.380700984902337
104304,0.0,0.5594268465935106
172670,0.0,0.46057330158692894
149604,0.0,0.5582080616150555
150888,0.0,0.604945036716558
84252,0.0,0.45971327264678724
156312,0.0,0.5770221437917815
154370,0.0,0.445641533850287
156954,0.0,0.4726999507579296
103020,0.0,0.5186204390659965
98852,0.0,0.49235915246650686
119132,0.0,0.5454079671474515
131538,0.0,0.5303996804677317
119244,0.0,0.5682812072677967
116130,0.0,0.3805923498499853
161730,0.0,0.6072837212930828
182322,0.0,0.44126222174266605
140701,0.0,0.37599453501393976
172146,0.0,0.5138407331639363
149660,0.0,0.5305221864682631
-73695,0.0,0.3777331683692401
163338,0.0,0.35720764375074865
-110700,0.0,0.49676850967378267
90649,0.0,0.4939032495968984
178280,0.0,0.4822802594942333
179410,0.0,0.4588432591282403
-193420,0.0,0.4922478899692839
200680,0.0,0.5466714750506106
86450,0.0,0.4915973257364843
161406,0.0,0.37460490898606025
-110286,0.0,0.4544530395928468
46787,0.0,0.4274201608896688
103480,0.0,0.5384206932857307
100802,0.0,0.5396671382106851
68325,0.0,0.5755740372696501
172016,0.0,0.4208957107478861
185094,0.0,0.3242148983154445
143781,0.0,0.36996605587513187
133632,0.0,0.49262153191326846
193518,0.0,0.43924519666579825
76388,0.0,0.4564204554906664
77779,0.0,0.4989171890030981
141515,0.0,0.37430314089804007
197870,0.0,0.5148320877403
170610,0.0,0.46455409534986714
133078,0.0,0.5545999646001252
131778,0.0,0.4919603687872807
143052,0.0,0.4635898867872933
138171,0.0,0.6073891142641474
107412,0.0,0.36024831103948857
156552,0.0,0.46623225122372774
195399,0.0,0.4357397914719433
152550,0.0,0.4778909445134853
-112,0.0,0.4683162610363058
146325,0.0,0.5447122461961511
106909,0.0,0.44105191965705354
163750,0.0,0.30652514166638056
107076,0.0,0.3505222881093957
237920,0.0,0.5287609080508949
110940,0.0,0.34217408807194266
143935,0.0,0.35529609718148797
164770,0.0,0.3182078516790226
172920,0.0,0.4284172437700955
192060,0.0,0.3878541539784469
118224,0.0,0.5391856229692901
100243,0.0,0.535461160577741
165042,0.0,0.37288373679370623
192784,0.0,0.46727449597293613
89976,0.0,0.35228766525176197
159336,0.0,0.3997633040661571
168648,0.0,0.4725428269287371
60718,0.0,0.4779940960586133
174447,0.0,0.5160510556955558
147238,0.0,0.4541074087106571
168110,0.0,0.5848286283057619
83168,0.0,0.43342248761533564
120320,0.0,0.44863423393558377
141715,0.0,0.48619828418522426
114336,0.0,0.4302081492917965
118120,0.0,0.45855791334109564
109701,0.0,0.35586319639704095
135344,0.0,0.5540635664036621
175392,0.0,0.42171712977118525
196800,0.0,0.43666674036287395
131360,0.0,0.511174403834127
149732,0.0,0.5750739905731433
158168,0.0,0.3886991037281162
89340,0.0,0.515311319255243
180156,0.0,0.4841335706444983
207414,0.0,0.3960501525060948
74544,0.0,0.4892458666469687
192060,0.0,0.3926616564333098
110572,0.0,0.5182111287943396
53115,0.0,0.3877602464664067
154302,0.0,0.6416401126250821
54936,0.0,0.5198514629526038
190080,0.0,0.5312416372392097
-72913,0.0,0.4796883372422105
82208,0.0,0.5439885706776048
-28528,0.0,0.46126940992295457
73095,0.0,0.35221507475781383
180144,0.0,0.704341555952782
157032,0.0,0.38950597491890354
75096,0.0,0.5397240165578479
159672,0.0,0.3674128923120403
-31136,0.0,0.48771762473707514
157450,0.0,0.4129825893199383
148643,0.0,0.552945967880253
-50512,0.0,0.36626456443548855
182208,0.0,0.3526092144256218
199476,0.0,0.3998138231470717
121884,0.0,0.13804288592413594
124544,0.0,0.42990286882937945
148380,0.0,0.5499786360884368
143660,0.0,0.5920165464404559
146650,0.0,0.35342253629608705
156520,0.0,0.3736291590275766
152187,0.0,0.4907632899931642
171821,0.0,0.42550840520080435
166878,0.0,0.5746143494925877
142545,0.0,0.45216299058066534
80064,0.0,0.3837921196931969
160530,0.0,0.6903475689377007
142534,0.0,0.49347234466654255
162108,0.0,0.3840760242210931
-8177,0.0,0.37089516654257043
108248,0.0,0.4052535956532063
150682,0.0,0.5558896006941337
20774,0.0,0.3595550360853506
-17440,0.0,0.47865640069685933
197094,0.0,0.5134800917594979
199908,0.0,0.4520899568483625
124111,0.0,0.5442139395001027
147440,0.0,0.41612580780632885
195828,0.0,0.20283698087334628
-52547,0.0,0.4785272009613236
109185,0.0,0.6746361928295141
9324,0.0,0.48605448001629303
74228,0.0,0.03694242884210723
74477,0.0,0.3662185203898303
172116,0.0,0.3500523537308842
151041,0.0,0.46792653187228733
-34048,0.0,0.5085106742537071
141728,0.0,0.3564345083946143
151624,0.0,0.5159906797099059
118044,0.0,0.46863615128328456
-95886,0.0,0.5033164099615451
148344,0.0,0.3282162517999273
124284,0.0,0.4062979694824365
178960,0.0,0.41768534918872213
185650,0.0,0.4264822386935472
164504,0.0,0.5223152638701241
195705,0.0,0.6654038823391253
72510,0.0,0.5679077969727379
63896,0.0,0.35572306090081884
188045,0.0,0.4232422499157781
199367,0.0,0.5501067685321807
128531,0.0,0.4056834358195631
118590,0.0,0.4550774840063038
214450,0.0,0.4850227670411809
8330,0.0,0.5473653074622098
156541,0.0,0.4186255898274844
166460,0.0,0.47696838595999247
189981,0.0,0.4022834125594362
87948,0.0,0.5561998936558474
180873,0.0,0.6588094090724554
160368,0.0,0.39574385910662563
126984,0.0,0.36624565399241044
112770,0.0,0.5650493446193955
-7920,0.0,0.3883649014299636
-35760,0.0,0.47421807624007045
157465,0.0,0.541883157250977
196035,0.0,0.5715179197863328
5744,0.0,0.5138897513699987
189224,0.0,0.47370707128417533
-92786,0.0,0.4659266950238391
61685,0.0,0.49192480308452163
196104,0.0,0.44142371126521235
45870,0.0,0.5181691899648379
141470,0.0,0.3397685546445854
166221,0.0,0.6115270171400249
142967,0.0,0.3717689436789388
180468,0.0,0.44658159081143917
167410,0.0,0.40459786432121314
159816,0.0,0.38569237019935276
156864,0.0,0.4056909741591265
150690,0.0,0.5274800256307984
43665,0.0,0.35784772345738564
101049,0.0,0.37449507810036625
148869,0.0,0.5151035906076515
152604,0.0,0.44606590354166226
110025,0.0,0.45289525337810776
90408,0.0,0.30211164487385106
