spare_x_wlmax,total_footprint_ratio,cross_dim_pressure_count
2204640.0,2.2746666666666666,0
2000625.0,2.17,0
1709880.0,2.5193333333333334,0
2149125.0,2.082666666666667,0
2070708.7505193,2.4013333333333335,0
2345546.6662156,2.5893333333333333,0
2156572.9172075,2.3886666666666665,0
2043195.0005124002,2.4266666666666667,0
-105600.0,3.5873333333333335,0
3355690.0,1.5326666666666666,0
3737120.0,1.572,0
-304893.3332747,3.5973333333333333,0
2688000.0,1.9626666666666666,0
4782960.0,0.5626666666666666,0
3065760.0,1.8466666666666667,0
1652625.0,2.6393333333333335,0
4717440.0,0.6613333333333333,0
1633440.0,2.5313333333333334,0
2802453.3327944,2.264,0
2227680.0,2.2053333333333334,0
4878720.0,0.4186666666666667,0
2219309.5838899002,2.6286666666666667,0
4672181.25,0.4786666666666667,0
2003360.0,2.755333333333333,0
2649240.0,1.72,0
2662481.25,1.5926666666666667,0
1794173.3329883,2.6473333333333335,0
2538640.0,2.272,0
3707246.66679128,0.642,0
2654875.0,1.6973333333333334,0
838438.3335436,3.1413333333333333,0
960093.3331487,3.422,0
3630080.0,1.7686666666666666,0
2505186.6661849,2.1706666666666665,0
4313400.0,0.7466666666666667,0
1302240.0,2.6073333333333335,0
4309025.4177473,1.0273333333333334,0
3082213.3327405998,1.9453333333333334,0
3164026.6660582,2.1853333333333333,0
2339680.0,2.4093333333333335,0
1912803.7504797,2.4886666666666666,0
2359840.0,2.646,0
2686117.5,1.6866666666666668,0
2026080.0,2.724666666666667,0
2511750.0,2.022666666666667,0
2145000.0,2.3813333333333335,0
3249303.75,1.368,0
3127905.0,1.43,0
67255.8333502,3.876,0
2040870.0,2.3473333333333333,0
4530933.332462,1.48,0
995014.1669162001,3.132,0
3508830.0,1.5233333333333334,0
2280800.0,2.3346666666666667,0
3966906.6659037997,1.6046666666666667,0
1569880.0,2.776,0
1585440.0,2.6486666666666667,0
1660960.0,2.8886666666666665,0
2934359.9994357,1.9833333333333334,0
1676870.0,2.4966666666666666,0
2536960.0,2.3686666666666665,0
2975840.0,1.916,0
1083040.0,3.0726666666666667,0
2264625.0,1.8053333333333332,0
1736800.0,2.5273333333333334,0
2245186.6662349,2.4766666666666666,0
1775626.6663251999,2.7746666666666666,0
2982720.0,1.9653333333333334,0
1342591.2503367001,2.9806666666666666,0
2105931.6671948,2.6666666666666665,0
-1204000.0,4.042666666666666,0
2241750.0,2.219333333333333,0
544800.0,3.264,0
1265290.0,2.906,0
2172690.0,2.162,0
4205370.0,0.9193333333333333,0
3641102.5001223898,0.6766666666666666,0
3884760.0,1.0953333333333333,0
743946.6665236,2.9726666666666666,0
2670460.0,2.0866666666666664,0
759850.0,3.0693333333333332,0
468640.0,3.3926666666666665,0
1115226.6664522,2.932,0
2229920.0,2.2413333333333334,0
1650090.0,2.562,0
2954880.0,1.8673333333333333,0
2792640.0,2.0526666666666666,0
1284530.0,2.762,0
2651520.0,2.041333333333333,0
2075146.6662676,2.538666666666667,0
3309973.3326967997,1.6426666666666667,0
2058290.0,2.138,0
2529760.0,2.322,0
2804533.332794,1.966,0
1730520.0,2.254,0
1226080.0,2.736,0
3532706.6659872998,1.7966666666666666,0
3560093.3326486996,1.7633333333333334,0
1417346.6663940998,2.9353333333333333,0
2350226.6662147,2.5073333333333334,0
2540070.0,2.0273333333333334,0
5390493.3322967,0.82,0
819346.6665091,3.017333333333333,0
-941893.3331522,3.8193333333333332,0
2119040.0,2.262,0
3231540.0,1.638,0
611680.0,3.056,0
4465586.6658079,1.3686666666666667,0
1133470.0,3.0913333333333335,0
392946.6665911,3.3313333333333333,0
