spare_cap_x_wl_total,spare_cap_x_sku_counts,spare_cap_sq,hH_x_lL,big_piece_share,spare_cap_x_wl_max,item_vol_cv,long_item_share,wl_cv,fragile_share,spare_cap_cubed,wl_max_to_avg,tight_x_high_wl,sku_counts_x_lL,spare_cap_x_wl_cv,near_h_limit_share,wl_total_sq,load_util_ratio,multi_dim_tight_share,dim_l_tail_ratio
16175058.332707,169110,353064100,0.08676268854286694,0.3333333333333333,3006400.0,0.33573932068724305,0.3333333333333333,0.28060967596883185,0.0,6634074439000,1.6727976591484313,0,3.666666663,5272.6558660286355,0.6666666666666666,741034.027720389,0.0,0.2222222222222222,1.2769230768739646
16617149.999287201,192456,457275456,0.06616255153374485,0.0,2779920.0,0.5043598736425587,0.0,0.2771127300578463,0.0,9778378351104,1.5056300094170012,0,2.9500000020000003,5925.778687501677,0.4444444444444444,603858.506892639,0.0,0.0,1.5411764704975779
12786351.670316,131376,119858704,0.08249035473811729,0.16666666666666666,1751680.0,0.34203859147563964,0.16666666666666666,0.29355892386732396,0.0,1312213091392,1.643952890689101,0,4.783333332,3213.8831311909485,0.6666666666666666,1364029.3410563888,0.0,0.08333333333333333,1.2192307691838757
13698240.003648,142272,119771136,0.07766272179881657,0.15384615384615385,1896959.9996352,0.56546544198396,0.15384615384615385,0.37640983601601313,0.0,1310775312384,1.8002662925788644,0,5.250000002,4119.429287716415,0.6153846153846154,1566669.4452788888,0.0,0.07692307692307693,1.2153846153378698
13835920.0,152768,192876544,0.09752066108236915,0.2727272727272727,1736000.0,0.42325397109509727,0.2727272727272727,0.2727976343425546,0.0,2678669443072,1.3801756434534147,0,4.916666667,3788.6135871627002,0.8181818181818182,992514.0625,0.0,0.18181818181818182,1.1428571428163266
10306053.3322008,67952,1154368576,0.12083333325,0.5,5889173.3322008,0.2935160223792684,0.5,0.14285714190580848,0.0,39220826738176,1.1428571348508634,0,0.966666666,4853.714285074236,1.0,92011.11109088888,0.0,0.5,1.0827586206523185
15079347.5,157122,304781764,0.10794238691687243,0.3333333333333333,2182250.0,0.375956241729551,0.3333333333333333,0.2514427505204563,0.0,5320880035912,1.302460189063858,0,4.300000002,4389.687583867881,0.8888888888888888,746064.0625,0.0,0.2222222222222222,1.1172413792718192
13061830.837118,147602,128913316,0.07112754745834977,0.15384615384615385,1816640.0,0.46471382134364647,0.15384615384615385,0.32726210946833595,0.0,1463681789864,1.8080405446547032,0,4.68333333,3715.7340324723355,0.46153846153846156,1323458.5077113889,0.0,0.07692307692307693,1.6315789472825486
16092100.0,179800,323280400,0.084,0.2,3116533.332734,0.6094282887285098,0.2,0.4311590177524132,0.0,5812581592000,1.936685266629215,0,4.0,7752.239224939415,0.6,801025.0,0.0,0.1,1.254901960735102
16516170.0,197208,480135744,0.06903292193374487,0.1111111111111111,2711610.0,0.48566716605863913,0.1111111111111111,0.23877141529825177,0.0,10520734422528,1.47761192265538,0,3.0500000010000003,5231.9593138617365,0.4444444444444444,568139.0625,0.0,0.1111111111111111,1.6470588234325259
16041029.994684001,175428,254338704,0.06977043151441689,0.18181818181818182,2764319.9994683997,0.6085729144004876,0.18181818181818182,0.38879229814816185,0.0,4056193651392,1.8956089266966007,0,3.866666672,6200.45963799829,0.36363636363636365,1011700.693773889,0.0,0.09090909090909091,1.6842105262271467
10625204.169645,107220,79834225,0.07798032411064815,0.25,1548733.3330355,0.5238019868339588,0.25,0.3575984918500525,0.0,713318800375,1.7491240184923518,0,4.583333328,3195.142556600297,0.5833333333333334,1414117.3619038889,0.0,0.16666666666666666,1.254901960735102
11359561.25,121759,122522761,0.09710743783801654,0.2727272727272727,1438970.0,0.428035270542725,0.2727272727272727,0.29273440789796323,0.0,1356204441509,1.3934226402949377,0,4.699999997,3240.277195406593,0.7272727272727273,1053189.0625,0.0,0.18181818181818182,1.2307692307218936
15334935.0,154638,295221124,0.09266803859677641,0.2222222222222222,2978213.3327606,0.5492426609564931,0.2222222222222222,0.40588708500262144,0.0,5072489352568,1.7478991416431044,0,3.816666666,6973.951964137352,0.6666666666666666,796556.25,0.0,0.1111111111111111,1.2307692307218936
8811749.997675,83700,48650625,0.10225694454999999,0.3333333333333333,1116000.0,0.32322633277304164,0.3333333333333333,0.2703697007520831,0.0,339338109375,1.5197889034490155,0,5.699999999999999,1885.8286804795355,0.9166666666666666,1596011.110268889,0.0,0.16666666666666666,1.1228070175044629
16340501.667251298,192929,307616521,0.07190082670523415,0.0,2331225.4172513,0.42845344248019834,0.0,0.2720773769067044,0.0,5395286161819,1.5693201964778183,0,3.866666672,4771.9651693449,0.5454545454545454,868002.7778398888,0.0,0.0,1.0799999999568
13533512.920692999,144948,145902241,0.07350694452499999,0.08333333333333333,2093693.3329307,0.5590186616960577,0.08333333333333333,0.3627717359441202,0.0,1762353169039,1.8564521923899409,0,4.35,4381.919844931393,0.5,1255333.5076913887,0.0,0.08333333333333333,1.2755555554988642
13556597.5,144254,171976996,0.1046143252644628,0.36363636363636365,1639250.0,0.3765682004962895,0.36363636363636365,0.28494663749169397,0.0,2255306325544,1.3301088128937364,0,5.16666667,3736.790243431149,0.8181818181818182,1068639.0625,0.0,0.18181818181818182,1.103448275824019
16958442.078273002,166991,230462761,0.08075987132194674,0.18181818181818182,2631373.3328273,0.5424511240250591,0.18181818181818182,0.3551019588324194,0.0,3498655174741,1.7068257941799123,0,4.61666667,5390.802889587747,0.7272727272727273,1247875.172866389,0.0,0.09090909090909091,1.2307692307218936
17304977.088944998,185185,283417225,0.07610192831473829,0.18181818181818182,2918066.6661055,0.5818821928920673,0.18181818181818182,0.4020804404738184,0.0,4771328982875,1.8548844548044832,0,4.249999996,6769.024287089427,0.6363636363636364,1056612.6742963889,0.0,0.09090909090909091,1.2307692307218936
5835686.665139,59579,21003889,0.101824457465286,0.38461538461538464,733280.0,0.354788216896809,0.38461538461538464,0.30592557004544674,0.0,96260823287,1.633507836704586,0,5.900000002,1402.0569016893337,0.8461538461538461,1621377.776928889,0.0,0.23076923076923078,1.2148148147698217
15359703.332481202,153384,653518096,0.09448302459753086,0.3333333333333333,3323320.0,0.47329852900560654,0.3333333333333333,0.2570075639514354,0.0,16706536606144,1.2981969355743777,0,2.583333336,6570.141429808682,0.8333333333333334,361000.69440438895,0.0,0.16666666666666666,1.2692307691819527
13687758.337374,145464,146942884,0.08279321010123457,0.25,2101146.6662626,0.5637319240926892,0.25,0.39048401762179014,0.0,1781241639848,1.8420664007772618,0,4.833333336,4733.4473114120965,0.5833333333333334,1275017.3618638888,0.0,0.16666666666666666,1.2307692307218936
17393420.0007612,182688,521482896,0.0791145834625,0.25,3653760.0,0.33974359947053634,0.25,0.29868508277262706,0.0,11908583413056,1.6805251465215922,0,3.1,6820.772621119806,0.625,580136.1111618888,0.0,0.125,1.2666666666169935
19552560.000760797,228240,520934976,0.07155555561611111,0.1,3033690.0007608,0.382386767681657,0.1,0.3537981967123246,0.0,11889819892224,1.5515564024506432,0,3.73333333,8075.090135081232,0.5,733877.7778348888,0.0,0.0,1.2739130434228731
16431875.0,172400,464402500,0.0916319446576389,0.25,3735333.3326149997,0.5939951511974977,0.25,0.43117627770569156,0.0,10007873875000,1.8185792155427754,0,3.383333336,9291.84888107102,0.625,581406.25,0.0,0.125,1.2307692307218936
13933412.495478,149226,184036356,0.09289944922630854,0.18181818181818182,1763580.0,0.4315662335243156,0.18181818181818182,0.29078987208943313,0.0,2496637205496,1.392292074356204,0,4.783333335,3944.8554465919206,0.8181818181818182,1054900.172926389,0.0,0.09090909090909091,1.2307692307218936
10051965.0,104436,75742209,0.09416087951203703,0.16666666666666666,1131390.0,0.36625921121338184,0.16666666666666666,0.2453887464375195,0.0,659184444927,1.3506493366166303,0,5.116666668,2135.618282212092,0.75,1334025.0,0.0,0.08333333333333333,1.2230769230298817
15396819.994872,153840,236667456,0.08404444464888888,0.3,2461440.0,0.3850969163358373,0.3,0.27217760020211473,0.0,3640892143104,1.5986677614117017,0,4.06666667,4187.180242927901,0.7,1001667.3604438889,0.0,0.1,1.2346153845678995
15167790.0,153210,234733041,0.08197777797888889,0.3,2451360.0,0.3649229698315116,0.3,0.2753258763098396,0.0,3596344921161,1.6161615998367516,0,3.9666666699999995,4218.26779312573,0.6,980100.0,0.0,0.2,1.211320754671271
18209920.0006152,203016,340623936,0.07403581254146005,0.09090909090909091,2453110.0006152,0.4281737520354704,0.09090909090909091,0.3521174487111191,0.0,6286555362816,1.481841200017249,0,4.166666669,6498.679705139395,0.5454545454545454,973511.1111768888,0.0,0.0,1.115384615341716
15607239.995061,162987,219543489,0.07936639119118456,0.2727272727272727,2370720.0,0.3742674421268392,0.2727272727272727,0.31639536280178526,0.0,3252975876513,1.6708860584579397,0,4.300000001,4688.030139101756,0.5454545454545454,1109511.110408889,0.0,0.09090909090909091,1.2307692307218936
18630062.499321003,224070,414936900,0.05713498625592287,0.0,2648100.0,0.48400203014508736,0.0,0.2746710569992027,0.0,8452264653000,1.5635535120204087,0,3.3999999990000003,5595.049497694356,0.36363636363636365,836462.673550139,0.0,0.0,1.5294117646159169
17400289.9993272,181656,407393856,0.07924554177668039,0.3333333333333333,3229440.0,0.4434697899548514,0.3333333333333333,0.3303110120890006,0.0,8222837589504,1.6703721429739284,0,3.6333333359999997,6666.997536910659,0.6666666666666666,743187.673553639,0.0,0.2222222222222222,1.1925925925484226
14543416.671435,157355,204633025,0.08177226831561066,0.18181818181818182,2479533.3328565,0.6001671977523926,0.18181818181818182,0.4139863581693142,0.0,2927275422625,1.875409815499683,0,4.333333334,5922.074917046199,0.5454545454545454,1033611.1117888888,0.0,0.09090909090909091,1.2307692307218936
14781649.171089,159204,176013289,0.06998263904999999,0.08333333333333333,2299613.3328911,0.6276974352786419,0.08333333333333333,0.3951511846839699,0.0,2335168305163,1.8668660977538278,0,4.35,5242.4708231010045,0.5,1241367.3618538887,0.0,0.08333333333333333,1.279999999943111
15793638.3338822,164660,271129156,0.08131666673499999,0.2,2854106.6661178,0.5891311705093356,0.2,0.3838074499904069,0.0,4464412682696,1.8071242205405946,0,3.9666666699999995,6319.773536771327,0.6,920000.6945083888,0.0,0.2,1.2384615384139055
15128516.66228,157920,173185600,0.07479745348935185,0.16666666666666666,2281066.666228,0.5807534770255902,0.16666666666666666,0.3874446406110883,0.0,2279122496000,1.8093511949940504,0,4.583333328,5098.77152313354,0.5833333333333334,1321541.839511389,0.0,0.08333333333333333,1.2192307691838757
2453433.33274,26700,3168400,0.08955555562111112,0.2,222500.0,0.41264276426932844,0.2,0.25171704999036204,0.0,5639752000,1.3603385583353682,0,6.199999995000001,448.0563538101504,0.6666666666666666,1899802.776858889,0.0,0.13333333333333333,1.2307692307218936
11458619.169641,124922,79619929,0.07274943309223356,0.14285714285714285,1546653.3330359,0.5965858598210139,0.14285714285714285,0.39852869251603645,0.0,710448626467,1.889682003616095,0,5.216666672000001,3556.071561701244,0.5,1649084.0286338888,0.0,0.07142857142857142,1.3521739129846881
10178157.5,104952,76492516,0.10435185187453704,0.3333333333333333,1136980.0,0.3720008463288695,0.3333333333333333,0.2836047042967986,0.0,669003544936,1.3404940785052213,0,5.600000004,2480.406769100731,0.8333333333333334,1354314.0625,0.0,0.16666666666666666,1.1228070175044629
18270977.0840135,183645,416364025,0.0807407408,0.2222222222222222,3536866.6659864997,0.5734563924145513,0.2222222222222222,0.3920532316658553,0.0,8495907930125,1.7422056592257946,0,3.6333333359999997,7999.846271745645,0.6666666666666666,801771.0070041388,0.0,0.1111111111111111,1.2307692307218936
17228380.000616398,184920,341954064,0.08131666673499999,0.3,2958720.0,0.3281464223369558,0.3,0.3235415927589975,0.0,6323414551488,1.7173523965322695,0,3.9666666699999995,5982.931196874715,0.6,868002.7778398888,0.0,0.1,1.258823529362399
