spare_vol_per_item,bulky_item_share,dim_m_p90_to_vw
965.0,0.16666666666666666,0.68
2123.5555555555557,0.0,0.688
311.2857142857143,0.07142857142857142,0.68
1030.7272727272727,0.09090909090909091,0.68
910.0,0.08333333333333333,0.6759999999999999
1515.7,0.1,0.644
1417.3636363636363,0.09090909090909091,0.6
1028.8181818181818,0.09090909090909091,0.64
-135.88235294117646,0.058823529411764705,0.68
333.57142857142856,0.07142857142857142,0.68
3170.4285714285716,0.14285714285714285,0.6559999999999999
2074.1,0.1,0.68
2076.4444444444443,0.0,0.648
4167.714285714285,0.0,0.68
310.57142857142856,0.07142857142857142,0.68
587.8571428571429,0.07142857142857142,0.68
109.26666666666667,0.06666666666666667,0.68
224.46666666666667,0.13333333333333333,0.68
1603.7,0.1,0.68
1586.3333333333333,0.0,0.688
696.6923076923077,0.07692307692307693,0.672
819.7142857142857,0.0,0.68
724.3333333333334,0.08333333333333333,0.68
1726.7,0.0,0.684
1038.9166666666667,0.08333333333333333,0.6759999999999999
1047.8333333333333,0.08333333333333333,0.6759999999999999
585.0833333333334,0.08333333333333333,0.68
1929.7777777777778,0.1111111111111111,0.608
1543.7,0.0,0.684
800.7857142857143,0.0,0.68
715.4166666666666,0.08333333333333333,0.68
584.9230769230769,0.15384615384615385,0.68
704.9230769230769,0.07692307692307693,0.672
1087.090909090909,0.09090909090909091,0.68
828.0833333333334,0.08333333333333333,0.68
592.5,0.0,0.68
1617.3,0.1,0.68
2250.8888888888887,0.1111111111111111,0.616
1162.8181818181818,0.0,0.68
4781.833333333333,0.0,0.6
5986.4,0.0,0.7040000000000001
-255.0,0.058823529411764705,0.6559999999999999
4537.166666666667,0.0,0.64
-341.6666666666667,0.05555555555555555,0.68
536.3846153846154,0.07692307692307693,0.672
2785.625,0.0,0.6920000000000001
1794.1,0.0,0.684
-483.55,0.1,0.68
3135.625,0.125,0.68
511.53846153846155,0.07692307692307693,0.64
4483.5,0.0,0.58
-340.3888888888889,0.1111111111111111,0.68
276.84615384615387,0.15384615384615385,0.672
612.3076923076923,0.07692307692307693,0.68
596.4615384615385,0.07692307692307693,0.68
303.6666666666667,0.06666666666666667,0.68
1017.8461538461538,0.0,0.68
2285.1111111111113,0.0,0.68
1188.2727272727273,0.09090909090909091,0.68
1649.7777777777778,0.1111111111111111,0.6559999999999999
1145.076923076923,0.0,0.68
452.0,0.07692307692307693,0.672
460.2307692307692,0.07692307692307693,0.672
1169.5454545454545,0.09090909090909091,0.68
1978.7,0.0,0.608
1706.1,0.0,0.684
1099.8181818181818,0.09090909090909091,0.68
1626.888888888889,0.1111111111111111,0.688
846.4615384615385,0.0,0.68
1141.909090909091,0.09090909090909091,0.68
745.9166666666666,0.0,0.6759999999999999
4348.666666666667,0.0,0.7
2412.3333333333335,0.0,0.64
4237.5,0.0,0.7
-0.4375,0.0625,0.66
5853.0,0.0,0.7040000000000001
883.5454545454545,0.09090909090909091,0.64
1637.5,0.0,0.644
743.5833333333334,0.0,0.6759999999999999
2379.2,0.0,0.68
770.4166666666666,0.0,0.68
1189.5454545454545,0.0,0.68
1647.7,0.1,0.68
1200.8333333333333,0.0,0.68
2371.1111111111113,0.0,0.648
821.0,0.08333333333333333,0.6759999999999999
593.1538461538462,0.15384615384615385,0.68
2037.5555555555557,0.0,0.688
3012.25,0.125,0.624
624.8333333333334,0.08333333333333333,0.68
1106.5,0.08333333333333333,0.64
2635.125,0.0,0.6920000000000001
309.7857142857143,0.07142857142857142,0.64
3560.1428571428573,0.0,0.696
871.2307692307693,0.0,0.68
1681.1,0.1,0.644
324.875,0.0625,0.68
1203.2,0.1,0.644
2892.1428571428573,0.14285714285714285,0.616
446.625,0.0625,0.68
1181.2,0.2,0.644
12189.0,0.3333333333333333,0.6559999999999999
1118.5454545454545,0.09090909090909091,0.68
1218.0,0.0,0.68
1968.0,0.0,0.608
1313.6,0.1,0.68
1237.4545454545455,0.09090909090909091,0.68
2471.375,0.0,0.6920000000000001
620.4166666666666,0.08333333333333333,0.68
5004.333333333333,0.0,0.52
2560.6666666666665,0.0,0.64
517.6666666666666,0.08333333333333333,0.68
1920.6,0.0,0.64
913.8181818181819,0.09090909090909091,0.68
236.06666666666666,0.0,0.664
4286.166666666667,0.16666666666666666,0.68
280.2857142857143,0.14285714285714285,0.68
5280.0,0.0,0.56
-252.2941176470588,0.11764705882352941,0.68
419.42857142857144,0.14285714285714285,0.68
-111.4375,0.125,0.66
324.8666666666667,0.06666666666666667,0.664
2814.75,0.125,0.68
1090.5,0.08333333333333333,0.596
18774.0,0.0,0.684
1108.8333333333333,0.0,0.636
-121.625,0.0625,0.68
1574.5,0.0,0.684
1228.4545454545455,0.09090909090909091,0.68
-197.3125,0.0625,0.68
1265.3333333333333,0.0,0.6759999999999999
2462.6666666666665,0.0,0.68
7617.75,0.0,0.588
635.4285714285714,0.0,0.68
4121.666666666667,0.16666666666666666,0.68
1187.2727272727273,0.09090909090909091,0.68
2992.8571428571427,0.0,0.696
3194.285714285714,0.0,0.672
3105.8571428571427,0.14285714285714285,0.68
1016.6923076923077,0.07692307692307693,0.664
2060.222222222222,0.1111111111111111,0.68
5701.8,0.0,0.68
312.75,0.0625,0.68
4459.166666666667,0.16666666666666666,0.66
2908.8571428571427,0.14285714285714285,0.68
4503.0,0.0,0.68
-28.294117647058822,0.0,0.68
552.2857142857143,0.0,0.68
3075.1428571428573,0.14285714285714285,0.68
71.88235294117646,0.058823529411764705,0.68
-68.125,0.125,0.66
5474.833333333333,0.0,0.68
2468.0,0.0,0.6
734.3846153846154,0.15384615384615385,0.68
1474.4,0.0,0.684
5439.666666666667,0.0,0.64
-181.8235294117647,0.058823529411764705,0.68
12131.666666666666,0.0,0.6559999999999999
47.57142857142857,0.07142857142857142,0.68
18557.0,0.0,0.672
440.6923076923077,0.07692307692307693,0.6
3512.5714285714284,0.0,0.64
1248.2727272727273,0.0,0.64
-133.0,0.0625,0.68
8858.0,0.0,0.62
1253.090909090909,0.18181818181818182,0.68
1457.3333333333333,0.1111111111111111,0.688
-295.94444444444446,0.1111111111111111,0.68
9271.5,0.0,0.644
863.0833333333334,0.08333333333333333,0.6759999999999999
2796.25,0.0,0.6
1856.5,0.1,0.684
2570.375,0.125,0.68
2416.1111111111113,0.1111111111111111,0.648
