q90_l_to_L,spare_cap_x_n_wide,height_tail_share
0.5666666666666667,0,0.0
0.5516666666666667,30230,0.0
0.5333333333333333,16122,0.0
0.5366666666666666,0,0.0
0.5433333333333333,20868,0.0
0.48333333333333334,50826,0.0
0.47333333333333333,0,0.0
0.5533333333333333,0,0.0
0.5466666666666666,0,0.0
0.49666666666666665,0,0.0
0.5433333333333333,0,0.0
0.5333333333333333,24656,0.0
0.55,0,0.0
0.43,37062,0.0
0.5183333333333334,30940,0.0
0.445,0,0.0
0.5333333333333333,33741,0.0
0.43333333333333335,35250,0.0
0.535,52836,0.0
0.5366666666666666,17728,0.0
0.55,0,0.0
0.5333333333333333,33344,0.0
0.5433333333333333,0,0.0
0.5283333333333333,26850,0.0
0.47833333333333333,38508,0.0
0.535,18800,0.0
0.5333333333333333,0,0.0
0.485,61584,0.0
0.45,56316,0.0
0.5333333333333333,11389,0.0
0.48833333333333334,32288,0.0
0.5366666666666666,0,0.0
0.5366666666666666,17300,0.0
0.5333333333333333,34272,0.0
0.49333333333333335,26998,0.0
0.5333333333333333,22270,0.0
0.49333333333333335,0,0.0
0.5266666666666667,16605,0.0
0.47333333333333333,24057,0.0
0.49333333333333335,72512,0.0
0.5266666666666667,31101,0.0
0.5466666666666666,0,0.0
0.5333333333333333,18050,0.0
0.5483333333333333,0,0.0
0.5333333333333333,12014,0.0
0.5366666666666666,10802,0.0
0.49833333333333335,0,0.0
0.5333333333333333,0,0.0
0.5333333333333333,0,0.0
0.5266666666666667,24362,0.0
0.5333333333333333,15916,0.0
0.4,41430,0.0
0.5333333333333333,29848,0.0
0.525,41337,0.0
0.54,32010,0.0
0.5366666666666666,28498,0.0
0.54,0,0.0
0.4766666666666667,15579,0.0
0.4816666666666667,27064,0.0
0.54,0,0.0
0.5283333333333333,15372,0.0
0.5333333333333333,-1980,0.0
0.5066666666666667,25813,0.0
0.5383333333333333,0,0.0
0.5333333333333333,-8795,0.0
0.5333333333333333,0,0.0
0.5233333333333333,0,0.0
0.5366666666666666,38322,0.0
0.5333333333333333,0,0.0
0.5133333333333333,0,0.0
0.5083333333333334,40836,0.0
0.5333333333333333,32336,0.0
0.5333333333333333,0,0.0
0.5133333333333333,0,0.0
0.5366666666666666,0,0.0
0.4166666666666667,0,0.0
0.5516666666666667,0,0.0
0.4583333333333333,64224,0.0
0.435,64545,0.0
0.5333333333333333,20702,0.0
0.5366666666666666,19528,0.0
0.5366666666666666,37384,0.0
0.5333333333333333,0,0.0
0.5333333333333333,6308,0.0
0.5333333333333333,11078,0.0
0.5366666666666666,22688,0.0
0.48833333333333334,43359,0.0
0.5133333333333333,0,0.0
0.5333333333333333,24417,0.0
0.4683333333333333,0,0.0
0.5466666666666666,17782,0.0
0.5433333333333333,18254,0.0
0.5333333333333333,43869,0.0
0.4733333333333334,43173,0.0
0.5516666666666667,0,0.0
0.4733333333333334,65118,0.0
0.5333333333333333,12663,0.0
0.5433333333333333,0,0.0
0.5333333333333333,0,0.0
0.55,0,0.0
0.4966666666666667,50552,0.0
0.5333333333333333,506,0.0
0.5333333333333333,15699,0.0
0.5166666666666666,26140,0.0
0.5333333333333333,7486,0.0
0.5433333333333333,26991,0.0
0.5333333333333333,42765,0.0
0.5033333333333333,22886,0.0
0.5333333333333333,12076,0.0
0.5516666666666667,0,0.0
0.55,0,0.0
0.5333333333333333,33858,0.0
0.5333333333333333,0,0.0
0.5333333333333333,47568,0.0
0.535,55797,0.0
0.5483333333333333,0,0.0
0.4583333333333333,54900,0.0
0.5333333333333333,13360,0.0
0.5333333333333333,25906,0.0
0.5333333333333333,20488,0.0
0.5333333333333333,37284,0.0
0.5333333333333333,0,0.0
0.48000000000000004,15844,0.0
0.54,-15050,0.0
0.5333333333333333,17934,0.0
0.5333333333333333,3405,0.0
0.5333333333333333,0,0.0
0.54,0,0.0
0.5266666666666667,0,0.0
0.5166666666666666,0,0.0
0.5533333333333333,0,0.0
0.5333333333333333,12876,0.0
0.5433333333333333,0,0.0
0.5333333333333333,0,0.0
0.5466666666666667,0,0.0
0.5333333333333333,6434,0.0
0.5333333333333333,27874,0.0
0.5333333333333333,0,0.0
0.5366666666666666,55404,0.0
0.5333333333333333,69816,0.0
0.5333333333333333,19762,0.0
0.535,16572,0.0
0.5283333333333333,47888,0.0
0.4666666666666667,76384,0.0
0.54,0,0.0
0.5333333333333333,15811,0.0
0.5366666666666666,64720,0.0
0.5366666666666666,27968,0.0
0.5483333333333333,15326,0.0
0.49833333333333335,40762,0.0
0.5133333333333333,20539,0.0
0.4966666666666667,16354,0.0
0.5033333333333333,13559,0.0
0.5366666666666666,19539,0.0
0.5083333333333333,31099,0.0
0.5133333333333333,18908,0.0
0.5333333333333333,-21736,0.0
0.5333333333333333,39732,0.0
0.48833333333333334,24858,0.0
0.5466666666666667,7646,0.0
0.5133333333333333,25763,0.0
0.5333333333333333,8719,0.0
0.5333333333333333,2267,0.0
0.5333333333333333,-6230,0.0
0.5333333333333333,22682,0.0
0.54,0,0.0
0.5333333333333333,10480,0.0
0.5333333333333333,16326,0.0
0.5333333333333333,0,0.0
0.49333333333333335,63537,0.0
0.53,11754,0.0
0.48833333333333334,0,0.0
0.5466666666666667,9390,0.0
0.5366666666666666,0,0.0
0.48333333333333334,14833,0.0
0.5366666666666666,0,0.0
0.5333333333333333,-1296,0.0
0.475,49956,0.0
0.5333333333333333,53990,0.0
0.5533333333333333,17631,0.0
0.5533333333333333,15931,0.0
0.4866666666666667,39460,0.0
0.5333333333333333,20343,0.0
0.5333333333333333,21160,0.0
0.5233333333333333,11652,0.0
0.5133333333333333,46740,0.0
0.5266666666666667,14160,0.0
0.5033333333333333,33978,0.0
0.5,0,0.0
0.5333333333333333,0,0.0
0.31666666666666665,0,0.0
0.5133333333333333,9640,0.0
0.49333333333333335,0,0.0
0.5433333333333333,1554,0.0
0.5333333333333333,-3874,0.0
0.5233333333333333,13152,0.0
0.54,0,0.0
0.53,21626,0.0
0.5333333333333333,29578,0.0
0.5333333333333333,17044,0.0
0.5266666666666667,26066,0.0
0.5333333333333333,23418,0.0
0.5366666666666666,0,0.0
0.5333333333333333,23982,0.0
0.4683333333333334,30069,0.0
0.5366666666666666,19656,0.0
0.5366666666666666,56988,0.0
0.4766666666666667,17798,0.0
0.525,25536,0.0
0.5333333333333333,24394,0.0
0.5233333333333333,17584,0.0
0.5333333333333333,13342,0.0
0.5283333333333333,10202,0.0
0.54,19056,0.0
0.5333333333333333,9730,0.0
0.5283333333333333,26247,0.0
0.5433333333333333,16026,0.0
0.5366666666666666,31934,0.0
0.5233333333333333,46320,0.0
0.54,19112,0.0
0.545,13074,0.0
0.55,34014,0.0
