model,accuracy_mean,accuracy_std,auc_mean,auc_std,tpr_at_fpr1pct_mean,tpr_at_fpr1pct_std,precision_mean,recall_mean,fpr_mean,fnr_mean
random_forest,0.9979643521897987,0.0002863235418366383,0.9999812139810746,4.300814032805375e-06,0.9998975366828926,5.34856514569915e-05,0.996207119784805,0.9979016375215443,0.0020033070347934214,0.002098362478455864
hist_gbdt,0.9970206942340191,0.00036382007398035455,0.9999626180763631,1.0645949269650818e-05,0.9996201591532236,0.0001793083527433156,0.9953533428859226,0.9960236488236713,0.0024581184785593207,0.003976351176328722
linear_svm,0.9345355711539007,0.0013782604195788314,0.9878695813863795,0.0005424635081346136,0.7776086310574386,0.009076989273352378,0.8717014800951978,0.9506255065799765,0.07400118032427846,0.04937449342002355
logreg,0.933434808567603,0.001327473135726133,0.9874405202599255,0.0005421172997000155,0.7712501553624168,0.009941442083313493,0.8696975690467246,0.9498415176347308,0.0752714774099776,0.05015848236526923
