two_dim_large_share,spare_x_p90long,cube_item_share
0.09090909090909091,7235.2,0.09090909090909091
0.08333333333333333,4612.59,0.16666666666666666
0.1,8230.44,0.3
0.2,8196.735,0.3
0.0,8920.4,0.2727272727272727
0.09090909090909091,7902.4,0.2727272727272727
0.0,8827.0,0.5454545454545454
0.2222222222222222,10832.080000000002,0.2222222222222222
0.09090909090909091,7629.333333333333,0.18181818181818182
0.08333333333333333,6368.160000000001,0.3333333333333333
0.2,8836.753333333334,0.3
0.08333333333333333,6952.866666666668,0.25
0.13333333333333333,949.3333333333334,0.2
0.07142857142857142,4625.088333333333,0.2857142857142857
0.16666666666666666,4664.533333333333,0.0
0.1111111111111111,10882.666666666666,0.2222222222222222
0.1,9893.220000000001,0.3
0.1111111111111111,10820.519999999999,0.0
0.15384615384615385,2601.0666666666666,0.0
0.10526315789473684,-2516.2666666666664,0.15789473684210525
0.2222222222222222,9445.333333333334,0.1111111111111111
0.2,7882.560000000001,0.2
0.2222222222222222,9452.159999999998,0.1111111111111111
0.16666666666666666,5446.933333333333,0.08333333333333333
0.18181818181818182,6897.066666666667,0.18181818181818182
0.1,7518.933333333333,0.1
0.0,6569.35,0.08333333333333333
0.25,9950.606666666667,0.0
0.07142857142857142,4762.446666666667,0.21428571428571427
0.16666666666666666,5077.333333333333,0.08333333333333333
0.07692307692307693,6592.953333333333,0.3076923076923077
0.15384615384615385,4110.933333333333,0.15384615384615385
0.125,13003.2,0.375
0.09090909090909091,7770.666666666667,0.09090909090909091
0.18181818181818182,6575.466666666666,0.0
0.2,8692.926666666668,0.0
0.2222222222222222,11054.493333333334,0.2222222222222222
0.1111111111111111,10673.6,0.3333333333333333
0.2,8779.330000000002,0.2
0.0,11033.066666666668,0.3333333333333333
0.2857142857142857,10971.599999999999,0.0
1.0,21952.0,0.0
0.1111111111111111,9142.199999999999,0.0
0.07142857142857142,3824.2633333333333,0.2857142857142857
0.2,7024.966666666667,0.0
0.2727272727272727,4484.150000000001,0.0
0.1,10217.066666666666,0.3
0.09090909090909091,10124.8,0.2727272727272727
0.08333333333333333,6120.4400000000005,0.16666666666666666
0.2222222222222222,8909.999999999998,0.1111111111111111
0.09090909090909091,8537.066666666666,0.09090909090909091
0.08333333333333333,5892.075,0.3333333333333333
0.08333333333333333,6234.333333333335,0.25
0.16666666666666666,6267.2,0.3333333333333333
0.16666666666666666,6330.508333333333,0.3333333333333333
0.3333333333333333,19045.32,0.0
1.0,20450.13333333333,0.0
0.1111111111111111,10119.253333333334,0.3333333333333333
0.16666666666666666,4721.6,0.08333333333333333
0.2,-39.663333333333334,0.2
0.0,10979.76,0.42857142857142855
0.07692307692307693,4482.133333333333,0.23076923076923078
0.2,15257.32,0.2
0.09090909090909091,10014.933333333332,0.2727272727272727
1.0,23207.266666666666,0.0
0.2,8338.441666666666,0.3
0.09090909090909091,8598.4,0.18181818181818182
0.2,7765.030000000001,0.0
0.25,11338.28,0.125
0.09090909090909091,8188.633333333333,0.36363636363636365
0.0,17412.513333333332,0.0
0.5,20244.253333333334,0.0
0.2857142857142857,12399.493333333332,0.0
0.0,17585.973333333335,0.0
0.125,11571.913333333334,0.0
0.16666666666666666,6574.933333333333,0.25
0.3333333333333333,13440.900000000001,0.0
0.0,15936.66,0.3333333333333333
0.07142857142857142,4009.3083333333334,0.35714285714285715
0.0,14857.215,0.25
0.07692307692307693,5998.4,0.3076923076923077
0.0,15275.0,0.5
0.1,9422.42,0.3
0.1,9514.026666666668,0.1
0.18181818181818182,6125.35,0.0
0.2,8891.733333333334,0.3
0.25,10975.876666666667,0.125
0.08333333333333333,7092.875000000001,0.16666666666666666
0.0,9209.830000000002,0.3333333333333333
0.1,10058.0,0.2
0.18181818181818182,6049.6,0.0
0.0,9956.080000000002,0.4
0.0,8447.4,0.36363636363636365
0.18181818181818182,6074.133333333333,0.09090909090909091
0.1,7883.653333333333,0.3
0.1,9098.646666666667,0.0
0.2,9284.333333333334,0.2
0.09090909090909091,9139.2,0.36363636363636365
0.0,13319.013333333334,0.14285714285714285
0.16666666666666666,5938.666666666667,0.16666666666666666
0.0,12989.960000000001,0.14285714285714285
0.0,8745.300000000001,0.25
0.0,11386.98,0.3
0.1111111111111111,8943.146666666667,0.3333333333333333
0.07692307692307693,5459.953333333334,0.3076923076923077
0.2857142857142857,13617.466666666665,0.0
0.16666666666666666,4813.333333333333,0.16666666666666666
0.25,4001.1883333333335,0.0
0.14285714285714285,3203.733333333333,0.21428571428571427
0.3,5797.073333333334,0.0
0.0,19821.706666666665,0.0
0.09090909090909091,7604.8,0.09090909090909091
0.09090909090909091,7088.533333333333,0.0
0.08333333333333333,6415.326666666668,0.25
0.09090909090909091,8488.533333333333,0.18181818181818182
0.0,16572.0,0.5
0.09090909090909091,7959.466666666666,0.36363636363636365
0.08333333333333333,7233.975,0.4166666666666667
0.2222222222222222,8642.699999999999,0.2222222222222222
0.2,7646.963333333334,0.2
0.2222222222222222,9284.22,0.1111111111111111
0.0,7425.990000000001,0.3076923076923077
0.08333333333333333,6517.913333333333,0.25
0.2222222222222222,8761.499999999998,0.0
0.0,8121.540000000002,0.25
0.125,-352.0,0.1875
0.0,13078.586666666664,0.3333333333333333
0.125,12573.851666666667,0.25
0.11764705882352941,-938.1333333333333,0.29411764705882354
0.125,11468.8,0.0
0.5,19254.48,0.0
0.1111111111111111,10283.070000000002,0.3333333333333333
0.18181818181818182,7051.2,0.09090909090909091
0.0,18627.84,0.0
0.07142857142857142,5189.575000000001,0.42857142857142855
0.09090909090909091,8622.933333333332,0.2727272727272727
0.1111111111111111,9139.2,0.0
0.0,20870.079999999998,0.0
0.2,8960.723333333335,0.0
0.0,15731.25,0.3333333333333333
0.3,6907.418333333333,0.0
0.0,9812.0,0.4
0.0,9359.025,0.5
0.16666666666666666,5520.533333333333,0.25
0.2,10480.026666666668,0.2
0.3333333333333333,20062.74666666667,0.3333333333333333
0.125,11327.466666666667,0.125
0.06666666666666667,3364.2666666666664,0.2
