ID,ReturnValue,Time
2100,1,7
2101,0,4
2102,1,6
2103,1,7
2104,1,43
2105,1,47
2106,1,8
2107,1,45
2108,1,43
2109,1,10
2110,1,8
2111,0,40
2112,1,9
2113,1,7
2114,1,15
2115,1,8
2116,1,15
2117,1,15
2118,1,8
2119,1,6
2120,1,27
2121,1,18
2122,1,7
2123,1,7
2124,1,7
2125,1,5
2126,1,7
2127,1,4
2128,1,8
2129,1,6
2130,1,5
2131,1,6
2132,1,160
2133,1,8
2134,1,7
2135,1,9
2136,1,1
2137,1,3
2138,1,3
2139,1,3
2140,1,4
2141,1,59
2142,1,3
2143,-1,2006
2144,-1,2007
2145,1,3
2146,0,5
2147,1,3
2148,0,5
2149,1,3
2150,0,9
2151,0,9
2152,0,8
2153,0,9
2154,1,4
2155,1,135
2156,1,3
2157,1,138
2158,1,3
2159,1,134
2160,1,3
2161,1,3
2162,1,3
2163,1,3
2164,0,5
2165,0,5
2166,1,3
2167,0,5
2168,1,3
2169,1,3
2170,1,2
2171,-1,2005
2172,1,3
2173,1,4
2174,1,34
2175,1,31
2176,-1,2004
2177,1,3
2178,0,250
2179,0,249
2180,1,3
2181,1,3
2182,-1,2005
2183,1,169
2184,1,169
2185,1,3
2186,1,1020
2187,1,1011
2188,1,4
2189,1,3
2190,1,1
2191,1,4
2192,-1,2003
2193,1,3
2194,1,1665
2195,1,5
2196,1,1666
2197,1,4
2198,1,3
2199,1,4
2200,0,9
2201,-1,2006
2202,-1,2013
2203,1,3
2204,-1,2017
2205,-1,2015
2206,1,3
2207,1,3
2208,1,3
2209,0,257
2210,1,2
2211,1,1
2212,1,2
2213,1,3
2214,1,2
2215,0,3
2216,1,3
2217,1,2
2218,1,2
2219,0,10
2220,0,5
2221,1,2
2222,1,3
2223,0,5
2224,1,3
2225,1,2
2226,1,2
2227,1,3
2228,0,5
2229,0,6
2230,1,2
2231,1,3
2232,0,5
2233,0,6
2234,1,2
2235,0,6
2236,1,3
2237,0,556
2238,1,2
2239,0,555
2240,1,3
2241,1,3
2242,-1,2003
2243,1,2
2244,1,3
2245,1,2
2246,-1,2004
2247,-1,2004
2248,-1,2003
2249,-1,2010
2250,-1,2004
2251,1,2
2252,0,5
2253,1,2
2254,0,4
2255,0,3
2256,0,2
2257,1,3
2258,1,3
2259,1,1
2260,-1,2005
2261,-1,2005
2262,-1,2005
2263,1,3
2264,1,15
2265,1,2
2266,1,14
2267,1,13
2268,-1,2004
2269,-1,2003
2270,1,3
2271,-1,2004
2272,1,3
2273,1,3
2274,1,3
2275,0,10
2276,1,2
2277,1,3
2278,1,106
2279,1,112
2280,1,109
2281,1,100
2282,1,3
2283,0,6
2284,1,409
2285,1,2
2286,1,2
2287,1,395
2288,1,4
2289,1,4
2290,1,558
2291,1,577
2292,1,2
2293,-1,2006
2294,1,1334
2295,1,152
2296,1,150
2297,1,156
2298,1,155
2299,1,3
2300,1,3
2301,1,1786
2302,1,3
2303,1,640
2304,1,3
2305,1,3
2306,1,2
2307,1,3
2308,1,2
2309,1,365
2310,1,359
2311,1,349
2312,1,6
2313,1,60
2314,1,63
2315,1,6
2316,1,55
2317,1,6
2318,1,5
2319,1,5
2320,1,44
2321,1,7
2322,1,44
2323,1,5
2324,1,48
2325,1,45
2326,1,7
2327,1,7
2328,1,6
2329,1,8
2330,1,17
2331,1,15
2332,1,14
2333,1,7
2334,1,6
2335,1,6
2336,1,6
2337,1,8
2338,1,8
2339,1,6
2340,1,9
2341,1,19
2342,1,6
2343,1,17
2344,1,5
2345,1,6
2346,1,6
2347,1,20
2348,1,19
2349,1,9
2350,1,166
2351,1,8
2352,1,6
2353,1,8
2354,1,8
2355,1,6
2356,1,9
2357,1,5
2358,1,6
2359,1,10
2360,1,6
2361,1,16
2362,1,7
2363,1,13
2364,1,6
2365,1,14
2366,1,6
2367,1,5
2368,1,5
2369,1,26
2370,1,24
2371,1,6
2372,1,26
2373,1,6
2374,1,6
2375,1,29
2376,1,6
2377,-1,2006
2378,1,4
2379,-1,2002
2380,0,5
2381,0,4
2382,1,4
2383,-1,2007
2384,-1,2009
2385,1,4
2386,1,4
2387,1,4
2388,0,4
2389,0,3
2390,0,2
2391,1,3
2392,1,3
2393,1,4
2394,1,141
2395,1,4
2396,0,2
2397,0,2
2398,1,208
2399,1,4
2400,1,209
2401,1,3
2402,1,201
2403,1,3
2404,1,4
2405,1,4
2406,1,3
2407,1,458
2408,1,3
2409,1,3
2410,1,438
2411,0,7
2412,1,3
2413,1,3
2414,1,258
2415,1,3
2416,1,274
2417,1,3
2418,1,4
2419,1,3
2420,1,4
2421,1,3
2422,1,4
2423,1,371
2424,1,3
2425,1,792
2426,1,802
2427,1,784
2428,0,4
2429,0,3
2430,0,3
2431,1,4
2432,1,4
2433,1,3
2434,1,4
2435,0,5
2436,0,5
2437,1,3
2438,-1,2015
2439,1,31
2440,1,5
2441,1,4
2442,1,29
2443,1,27
2444,1,4
2445,1,4
2446,1,4
2447,0,5
2448,1,4
2449,0,5
2450,0,7
2451,0,9
2452,1,46
2453,1,48
2454,0,3
2455,1,492
2456,1,4
2457,1,4
2458,1,514
2459,1,6
2460,1,3
2461,1,77
2462,1,5
2463,1,5
2464,-1,2006
2465,-1,2004
2466,1,6
2467,1,4
2468,-1,2004
2469,1,4
2470,1,4
2471,1,39
2472,1,4
2473,1,5
2474,1,4
2475,1,188
2476,1,186
2477,1,4
2478,1,183
2479,1,4
2480,1,4
2481,1,168
2482,1,5
2483,1,10
2484,1,4
2485,1,3
2486,1,4
2487,1,4
2488,1,4
2489,1,4
2490,0,5
2491,1,4
2492,-1,2020
2493,-1,2006
2494,-1,2004
2495,-1,2017
2496,1,5
2497,1,16
2498,1,16
2499,1,17
2500,1,3
2501,1,4
2502,1,2
2503,1,4
2504,1,4
2505,1,4
2506,1,3
2507,-1,2016
2508,1,4
2509,1,4
2510,0,129
2511,1,4
2512,-1,2013
2513,1,4
2514,1,5
2515,-1,2004
2516,1,7
2517,-1,2007
2518,1,4
2519,1,4
2520,1,4
2521,0,56
2522,1,3
2523,1,1370
2524,1,4
2525,1,66
2526,1,61
2527,1,3
2528,1,60
2529,1,60
2530,1,4
2531,1,4
2532,1,837
2533,1,3
2534,1,5
2535,1,838
2536,1,894
2537,1,5
2538,1,1162
2539,1,1090
2540,1,5
2541,1,37
2542,1,5
2543,1,32
2544,1,5
2545,1,1712
2546,1,1684
2547,1,4
2548,1,3
2549,1,4
2550,0,28
2551,1,1
2552,1,6
2553,1,131
2554,1,7
2555,1,138
2556,1,6
2557,1,6
2558,1,25
2559,1,9
2560,1,24
2561,1,7
2562,1,6
2563,1,7
2564,1,8
2565,1,6
2566,1,7
2567,1,8
2568,1,8
2569,1,7
2570,1,65
2571,1,8
2572,1,12
2573,1,12
2574,1,7
2575,1,11
2576,1,7
2577,1,7
2578,1,12
2579,1,14
2580,1,8
2581,1,13
2582,1,12
2583,1,6
2584,1,12
2585,1,3
2586,1,19
2587,1,20
2588,1,18
2589,1,7
2590,1,117
2591,1,114
2592,1,120
2593,1,6
2594,1,113
2595,1,6
2596,1,6
2597,1,18
2598,1,10
2599,1,11
2600,1,8
2601,1,18
2602,1,17
2603,1,17
2604,1,16
2605,1,6
2606,1,12
2607,1,6
2608,1,6
2609,1,4
2610,1,156
2611,1,166
2612,1,7
2613,1,207
2614,1,211
2615,1,212
2616,1,4
2617,1,4
2618,1,849
2619,1,826
2620,1,15
2621,1,16
2622,1,166
2623,1,5
2624,1,151
2625,1,4
2626,1,4
2627,1,126
2628,1,5
2629,1,131
2630,1,4
2631,1,4
2632,1,4
2633,1,3
2634,1,18
2635,1,5
2636,1,4
2637,1,16
2638,1,5
2639,1,16
2640,1,14
2641,0,4
2642,1,4
2643,1,4
2644,1,6
2645,1,28
2646,0,43
2647,1,5
2648,0,45
2649,1,4
2650,1,4
2651,1,25
2652,1,27
2653,1,13
2654,1,5
2655,1,15
2656,1,4
2657,1,44
2658,1,53
2659,1,6
2660,1,57
2661,1,6
2662,1,6
2663,1,7
2664,1,238
2665,1,229
2666,1,228
2667,0,8
2668,1,4
2669,0,8
2670,1,62
2671,1,4
2672,1,5
2673,1,4
2674,1,5
2675,1,9
2676,1,5
2677,1,9
2678,1,5
2679,1,27
2680,1,4
2681,1,29
2682,1,5
2683,1,34
2684,1,5
2685,1,8
2686,1,6
2687,1,5
2688,1,2
2689,1,4
2690,1,8
2691,1,5
2692,1,8
2693,1,12
2694,1,5
2695,1,14
2696,1,4
2697,1,12
2698,1,10
2699,1,15
2700,1,5
2701,1,4
2702,1,17
2703,1,15
2704,1,5
2705,1,4
2706,1,29
2707,1,4
2708,1,15
2709,1,15
2710,1,7
2711,1,5
2712,1,5
2713,1,14
2714,1,5
2715,1,5
2716,1,5
2717,1,4
2718,1,10
2719,1,11
2720,1,5
2721,1,34
2722,1,5
2723,1,35
2724,1,37
2725,1,7
2726,1,9
2727,1,10
2728,1,5
2729,1,5
2730,1,6
2731,1,6
2732,1,43
2733,1,41
2734,1,42
2735,1,5
2736,1,42
2737,1,38
2738,1,2
2739,1,10
2740,1,9
2741,1,8
2742,1,9
2743,1,9
2744,1,16
2745,1,9
2746,1,16
2747,1,9
2748,1,7
2749,1,7
2750,1,7
2751,1,7
2752,1,7
2753,1,8
2754,1,8
2755,1,8
2756,1,9
2757,1,12
2758,1,11
2759,1,14
2760,1,7
2761,1,9
2762,1,9
2763,1,19
2764,1,9
2765,1,3
2766,1,8
2767,1,2
2768,1,9
2769,1,8
2770,1,8
2771,1,124
2772,1,10
2773,1,117
2774,1,110
2775,1,9
2776,1,8
2777,1,25
2778,1,28
2779,1,24
2780,1,9
2781,1,11
2782,1,10
2783,1,9
2784,1,10
2785,1,10
2786,1,9
2787,1,18
2788,1,12
2789,1,15
2790,1,12
2791,1,16
2792,1,10
2793,1,20
2794,1,11
2795,1,19
2796,1,11
2797,1,15
2798,1,8
2799,1,4
2800,1,10
2801,1,4
2802,1,5
2803,1,4
2804,1,9
2805,1,29
2806,1,9
2807,1,10
2808,1,68
2809,1,69
2810,1,6
2811,-1,2004
2812,-1,2004
2813,1,7
2814,-1,2002
2815,1,7
2816,1,6
2817,0,4
2818,1,15
2819,0,12
2820,1,10
2821,-1,2024
2822,-1,2008
2823,-1,2008
2824,1,7
2825,-1,2018
2826,1,9
2827,1,38
2828,1,9
2829,1,39
2830,0,4
2831,0,4
2832,0,4
2833,1,8
2834,0,3
2835,1,8
2836,0,4
2837,1,40
2838,1,10
2839,1,9
2840,0,3
2841,1,9
2842,0,3
2843,1,43
2844,1,9
2845,1,10
2846,1,10
2847,1,10
2848,1,10
2849,1,560
2850,1,7
2851,1,7
2852,1,14
2853,1,65
2854,1,64
2855,1,6
2856,1,6
2857,1,68
2858,1,70
2859,1,7
2860,1,7
2861,1,17
2862,1,7
2863,1,7
2864,1,6
2865,1,7
2866,1,7
2867,1,16
2868,1,17
2869,1,6
2870,1,6
2871,1,9
2872,1,7
2873,1,6
2874,1,9
2875,0,4
2876,0,5
2877,1,10
2878,1,9
2879,1,7
2880,1,7
2881,1,6
2882,-1,2005
2883,1,5
2884,1,7
2885,1,5
2886,1,4
2887,1,4
2888,1,640
2889,1,635
2890,1,5
2891,1,631
2892,1,599
2893,1,634
2894,0,6
2895,0,5
2896,1,4
2897,1,4
2898,1,139
2899,1,4
2900,1,4
2901,1,4
2902,1,5
2903,1,33
2904,1,5
2905,1,38
2906,1,5
2907,0,272
2908,1,4
2909,0,288
2910,0,5
2911,0,7
2912,1,5
2913,1,5
2914,1,4
2915,1,183
2916,1,5
2917,1,4
2918,0,10
2919,0,10
2920,1,5
2921,1,123
2922,1,129
2923,1,126
2924,1,121
2925,1,6
2926,1,155
2927,1,156
2928,1,5
2929,1,163
2930,1,6
2931,1,7
2932,1,1569
2933,1,5
2934,1,5
2935,1,691
2936,1,706
2937,1,682
2938,1,12
2939,1,10
2940,1,784
2941,1,4
2942,1,4
2943,1,4
2944,1,5
2945,0,457
2946,1,6
2947,1,5
2948,1,14
2949,1,15
2950,1,4
2951,1,195
2952,1,4
2953,1,4
2954,0,184
2955,1,4
2956,1,5
2957,1,4
2958,1,21
2959,1,21
2960,1,4
2961,1,4
2962,1,15
2963,1,16
2964,1,15
2965,1,19
2966,1,17
2967,1,5
2968,1,3
2969,1,4
2970,1,4
2971,1,44
2972,1,45
2973,1,41
2974,1,337
2975,1,5
2976,1,343
2977,1,4
2978,1,48
2979,1,4
2980,1,4
2981,1,5
2982,1,32
2983,1,5
2984,1,33
2985,1,4
2986,1,3
2987,1,4
2988,1,4
2989,1,42
2990,1,32
2991,1,4
2992,1,32
2993,1,8
2994,1,4
2995,1,5
2996,1,8
2997,1,117
2998,1,4
2999,1,112
3000,1,5
3001,1,4
3002,1,118
3003,1,5
3004,1,3
3005,0,413
3006,1,4
3007,0,409
3008,1,6
3009,1,6
3010,1,36
3011,1,6
3012,1,6
3013,1,6
3014,1,5
3015,1,7
3016,1,4
3017,1,35
3018,1,6
3019,1,36
3020,1,6
3021,1,5
3022,1,6
3023,1,6
3024,1,6
3025,1,6
3026,1,7
3027,1,5
3028,1,8
3029,1,6
3030,1,6
3031,1,8
3032,1,7
3033,1,6
3034,1,6
3035,1,6
3036,1,6
3037,1,23
3038,1,7
3039,1,24
3040,1,6
3041,1,2
3042,1,3
3043,1,6
3044,1,7
3045,1,10
3046,1,44
3047,1,6
3048,1,7
3049,1,6
3050,1,43
3051,1,6
3052,1,45
3053,1,7
3054,1,6
3055,1,6
3056,1,6
3057,1,6
3058,1,8
3059,1,9
3060,1,9
3061,1,20
3062,1,16
3063,1,20
3064,1,14
3065,1,15
3066,1,8
3067,1,14
3068,1,9
3069,1,17
3070,1,8
3071,1,6
3072,1,5
3073,1,9
3074,1,8
3075,1,60
3076,1,7
3077,1,63
3078,1,9
3079,1,53
3080,1,6
3081,1,6
3082,1,7
3083,1,1
3084,1,0
3085,-1,2006
3086,-1,2004
3087,-1,2004
3088,1,1
3089,-1,2003
3090,1,2
3091,0,4
3092,0,4
3093,1,1
3094,0,5
3095,1,1
3096,1,2
3097,0,13
3098,1,1
3099,1,0
3100,0,5
3101,1,1
3102,1,2
3103,1,1
3104,0,3
3105,1,1
3106,1,1
3107,0,134
3108,1,1
3109,0,5
3110,0,4
3111,1,2
3112,1,0
3113,1,1
3114,1,1
3115,0,6
3116,0,7
3117,1,2
3118,0,8
3119,1,2
3120,0,6
3121,1,1
3122,-1,2005
3123,1,1
3124,1,1
3125,1,2
3126,-1,2004
3127,1,2
3128,1,1
3129,-1,2004
3130,-1,2009
3131,0,273
3132,0,278
3133,0,285
3134,1,1
3135,0,1173
3136,1,2
3137,0,1216
3138,1,1
3139,-1,2005
3140,-1,2008
3141,1,1
3142,-1,2004
3143,1,2
3144,-1,2005
3145,1,2
3146,1,1
3147,-1,2007
3148,1,2
3149,0,360
3150,1,1
3151,-1,2004
3152,1,1
3153,-1,2006
3154,1,1
3155,1,2
3156,-1,2005
3157,-1,2006
3158,1,2
3159,0,3
3160,1,1
3161,0,4
3162,0,4
3163,1,1
3164,1,2
3165,1,2
3166,-1,2004
3167,1,2
3168,1,12
3169,1,14
3170,1,15
3171,1,13
3172,1,1
3173,1,13
3174,1,1
3175,0,1539
3176,1,2
3177,1,2
3178,0,4
3179,1,2
3180,1,1
3181,0,5
3182,1,1
3183,0,3
3184,1,2
3185,1,1
3186,0,3
3187,1,2
3188,0,2
3189,1,2
3190,1,1
3191,0,4
3192,0,3
3193,1,1
3194,1,2
3195,1,0
3196,0,98
3197,0,5
3198,0,4
3199,1,2
3200,1,1
3201,1,2
3202,-1,2005
3203,1,1
3204,-1,2004
3205,-1,2005
3206,1,109
3207,0,5
3208,1,1
3209,0,5
3210,1,2
3211,0,6
3212,0,5
3213,1,2
3214,1,689
3215,1,1
3216,1,688
3217,1,2
3218,1,2
3219,1,112
3220,1,6
3221,1,4
3222,1,176
3223,1,224
3224,1,23
3225,1,468
3226,1,4
3227,1,2
3228,1,4
3229,1,2
3230,1,2
3231,1,3
3232,1,8
3233,1,2
3234,1,3
3235,1,1766
3236,1,1594
3237,1,1523
3238,1,3
3239,1,1476
3240,1,3
3241,0,3
3242,0,3
3243,1,7
3244,-1,2007
3245,0,761
3246,1,9
3247,0,775
3248,1,8
3249,0,12
3250,1,8
3251,1,9
3252,0,11
3253,0,14
3254,1,7
3255,1,199
3256,1,181
3257,1,6
3258,1,6
3259,1,204
3260,1,200
3261,1,6
3262,1,5
3263,1,5
3264,1,6
3265,1,5
3266,0,1329
3267,-1,2008
3268,1,5
3269,-1,2006
3270,-1,2006
3271,-1,2005
3272,1,6
3273,1,6
3274,-1,2003
3275,1,5
3276,1,6
3277,1,5
3278,1,6
3279,1,6
3280,-1,2005
3281,1,6
3282,-1,2010
3283,1,6
3284,1,952
3285,1,5
3286,1,947
3287,-1,2006
3288,1,6
3289,1,200
3290,1,6
3291,1,192
3292,1,7
3293,1,191
3294,1,191
3295,1,7
3296,1,6
3297,1,6
3298,1,5
3299,-1,2008
3300,1,6
3301,1,6
3302,0,149
3303,1,6
3304,0,154
3305,1,4
3306,1,4
3307,-1,2003
3308,1,5
3309,-1,2004
3310,1,4
3311,1,5
3312,1,14
3313,1,13
3314,1,15
3315,1,13
3316,1,3
3317,1,6
3318,1,5
3319,1,3
3320,1,584
3321,1,2
3322,1,4
3323,1,3
3324,1,211
3325,1,4
3326,1,4
3327,1,5
3328,1,5
3329,1,527
3330,1,511
3331,1,4
3332,-1,2005
3333,-1,2022
3334,1,5
3335,1,1122
3336,1,5
3337,1,1121
3338,1,5
3339,1,4
3340,1,4
3341,1,8
3342,1,7
3343,-1,2005
3344,-1,2005
3345,-1,2007
3346,-1,2007
3347,1,4
3348,-1,2010
3349,1,6
3350,1,254
3351,1,5
3352,1,4
3353,1,113
3354,1,116
3355,1,107
3356,1,3
3357,1,1200
3358,1,1234
3359,1,5
3360,1,4
3361,1,1200
3362,1,1485
3363,1,4
3364,1,13
3365,1,12
3366,1,4
3367,1,494
3368,1,4
3369,1,497
3370,1,4
3371,0,1372
3372,1,4
3373,0,1407
3374,0,1386
3375,1,118
3376,1,5
3377,1,7
3378,1,139
3379,1,6
3380,1,8
3381,1,113
3382,1,6
3383,1,5
3384,1,14
3385,1,5
3386,1,54
3387,1,6
3388,1,49
3389,1,50
3390,1,6
3391,1,50
3392,1,27
3393,1,5
3394,1,6
3395,1,32
3396,1,5
3397,1,19
3398,1,5
3399,1,5
3400,1,41
3401,1,6
3402,1,5
3403,1,42
3404,1,5
3405,1,156
3406,1,6
3407,1,161
3408,1,6
3409,1,4
3410,1,45
3411,1,5
3412,1,47
3413,1,36
3414,1,7
3415,1,34
3416,1,9
3417,1,5
3418,1,31
3419,1,6
3420,1,4
3421,1,5
3422,1,346
3423,1,5
3424,1,414
3425,1,5
3426,1,4
3427,1,335
3428,1,334
3429,1,32
3430,1,5
3431,1,38
3432,1,14
3433,1,5
3434,1,5
3435,1,6
3436,1,14
3437,1,5
3438,1,13
3439,1,6
3440,1,47
3441,1,5
3442,1,5
3443,1,6
3444,1,42
3445,1,44
3446,1,39
3447,1,5
3448,1,36
3449,1,5
3450,1,5
3451,1,40
3452,1,5
3453,1,5
3454,1,6
3455,1,5
3456,1,5
3457,0,68
3458,0,69
3459,1,4
3460,1,4
3461,1,4
3462,1,4
3463,-1,2003
3464,1,5
3465,-1,2004
3466,-1,2007
3467,1,5
3468,1,4
3469,1,29
3470,1,4
3471,1,161
3472,1,4
3473,1,162
3474,1,176
3475,1,157
3476,1,5
3477,1,96
3478,1,3
3479,1,90
3480,1,4
3481,1,90
3482,1,104
3483,1,116
3484,1,102
3485,1,103
3486,1,3
3487,1,98
3488,1,107
3489,1,4
3490,1,4
3491,1,39
3492,1,4
3493,1,172
3494,1,169
3495,1,208
3496,1,197
3497,1,202
3498,1,4
3499,1,4
3500,1,111
3501,1,125
3502,1,5
3503,1,120
3504,1,4
3505,1,4
3506,1,3
3507,-1,2004
3508,-1,2004
3509,1,4
3510,-1,2006
3511,1,5
3512,1,5
3513,1,6
3514,1,5
3515,1,4
3516,1,5
3517,1,6
3518,1,111
3519,1,249
3520,1,4
3521,1,4
3522,1,241
3523,1,4
3524,1,6
3525,1,180
3526,1,5
3527,1,185
3528,1,5
3529,1,3
3530,1,5
3531,1,6
3532,1,4
3533,1,3
3534,1,82
3535,1,81
3536,1,5
3537,1,90
3538,1,5
3539,0,917
3540,0,926
3541,1,1
3542,-1,2005
3543,1,6
3544,-1,2005
3545,1,8
3546,1,8
3547,-1,2004
3548,1,7
3549,-1,2004
3550,0,3
3551,0,2
3552,1,7
3553,0,3
3554,1,6
3555,1,6
3556,-1,2007
3557,-1,2006
3558,1,6
3559,-1,2009
3560,1,2
3561,1,5
3562,1,5
3563,1,6
3564,0,4
3565,1,6
3566,0,5
3567,0,3
3568,1,5
3569,0,3
3570,1,6
3571,1,6
3572,1,6
3573,1,6
3574,1,39
3575,1,6
3576,1,34
3577,1,5
3578,1,5
3579,1,5
3580,1,39
3581,1,6
3582,1,6
3583,0,6
3584,1,6
3585,1,8
3586,0,6
3587,-1,2027
3588,1,10
3589,1,10
3590,1,8
3591,1,1312
3592,1,1297
3593,0,4
3594,1,7
3595,1,698
3596,1,689
3597,1,7
3598,1,6
3599,-1,2010
3600,-1,2005
3601,1,7
3602,-1,2005
3603,1,7
3604,-1,2014
3605,1,8
3606,1,8
3607,0,8
3608,0,6
3609,0,7
3610,1,8
3611,0,6
3612,1,8
3613,0,6
3614,0,6
3615,-1,2018
3616,-1,2007
3617,-1,2007
3618,1,232
3619,1,215
3620,1,8
3621,1,7
3622,1,217
3623,1,8
3624,1,6
3625,1,8
3626,1,8
3627,1,7
3628,1,1860
3629,1,6
3630,1,1784
3631,1,1779
3632,1,6
3633,1,1772
3634,1,7
3635,1,6
3636,0,6
3637,1,2
3638,1,19
3639,1,94
3640,1,20
3641,1,101
3642,1,23
3643,1,24
3644,1,21
3645,1,27
3646,1,22
3647,1,28
3648,1,27
3649,1,28
3650,1,7
3651,1,21
3652,1,8
3653,1,22
3654,1,21
3655,1,9
3656,1,7
3657,1,20
3658,1,13
3659,1,22
3660,1,18
3661,1,12
3662,1,23
3663,1,16
3664,1,13
3665,1,10
3666,1,21
3667,1,10
3668,1,23
3669,1,13
3670,1,20
3671,1,44
3672,1,45
3673,1,19
3674,1,21
3675,1,17
3676,1,20
3677,1,19
3678,1,20
3679,1,17
3680,1,22
3681,1,14
3682,1,21
3683,1,16
3684,1,21
3685,1,13
3686,1,22
3687,1,20
3688,1,16
3689,1,20
3690,1,10
3691,1,12
3692,1,20
3693,1,12
3694,1,11
3695,1,19
3696,1,19
3697,1,27
3698,1,20
3699,1,15
3700,1,18
3701,1,15
3702,1,16
3703,1,4
3704,1,5
3705,1,19
3706,1,19
3707,1,44
3708,1,21
3709,1,18
3710,1,46
3711,1,46
3712,1,17
3713,1,11
3714,1,12
3715,1,20
3716,1,27
3717,1,7
3718,1,9
3719,-1,2006
3720,1,5
3721,1,6
3722,0,3
3723,0,1
3724,-1,2005
3725,-1,2004
3726,-1,2005
3727,1,6
3728,-1,2004
3729,-1,2006
3730,1,1
3731,1,6
3732,0,5
3733,0,4
3734,0,5
3735,1,6
3736,1,5
3737,1,5
3738,1,5
3739,0,144
3740,1,6
3741,-1,2007
3742,-1,2004
3743,1,5
3744,1,5
3745,-1,2003
3746,1,6
3747,0,71
3748,0,66
3749,1,6
3750,1,6
3751,1,5
3752,1,6
3753,1,5
3754,1,6
3755,-1,2004
3756,1,6
3757,-1,2004
3758,1,6
3759,1,5
3760,1,6
3761,-1,2003
3762,1,6
3763,-1,2005
3764,1,5
3765,-1,2005
3766,1,6
3767,-1,2003
3768,-1,2006
3769,1,6
3770,-1,2004
3771,1,5
3772,1,5
3773,1,6
3774,1,5
3775,1,181
3776,1,181
3777,1,5
3778,1,5
3779,1,5
3780,1,6
3781,1,6
3782,1,8
3783,1,6
3784,1,6
3785,1,301
3786,1,6
3787,1,62
3788,1,8
3789,1,8
3790,1,7
3791,-1,2006
3792,-1,2006
3793,1,5
3794,1,6
3795,-1,2012
3796,0,9
3797,0,6
3798,1,6
3799,0,7
3800,1,1
3801,1,43
3802,1,18
3803,1,36
3804,1,14
3805,1,6
3806,1,16
3807,1,14
3808,1,6
3809,1,19
3810,1,6
3811,1,14
3812,1,59
3813,1,14
3814,1,16
3815,1,54
3816,1,15
3817,1,13
3818,1,11
3819,1,12
3820,1,15
3821,1,21
3822,1,13
3823,1,13
3824,1,19
3825,1,13
3826,1,18
3827,1,19
3828,1,13
3829,1,18
3830,1,14
3831,1,18
3832,1,16
3833,1,19
3834,1,22
3835,1,28
3836,1,17
3837,1,19
3838,1,15
3839,1,27
3840,1,15
3841,1,26
3842,1,13
3843,1,23
3844,1,29
3845,1,25
3846,1,14
3847,1,16
3848,1,25
3849,1,14
3850,1,21
3851,1,15
3852,1,3
3853,1,16
3854,1,18
3855,1,17
3856,1,14
3857,1,15
3858,1,13
3859,1,18
3860,1,18
3861,1,14
3862,1,14
3863,1,18
3864,1,15
3865,1,16
3866,1,46
3867,1,18
3868,1,17
3869,1,45
3870,1,48
3871,1,18
3872,1,19
3873,1,27
3874,1,17
3875,1,20
3876,1,19
3877,1,4
3878,1,15
3879,1,4
3880,1,35
3881,1,15
3882,1,31
3883,1,14
3884,1,15
3885,1,14
3886,0,528
3887,1,6
3888,1,757
3889,1,6
3890,1,6
3891,1,13
3892,1,7
3893,1,13
3894,1,6
3895,1,209
3896,1,7
3897,1,6
3898,1,204
3899,1,5
3900,1,6
3901,1,14
3902,1,6
3903,1,13
3904,1,13
3905,1,13
3906,1,6
3907,1,38
3908,1,7
3909,1,5
3910,1,6
3911,1,41
3912,1,6
3913,1,76
3914,1,77
3915,1,74
3916,1,7
3917,1,82
3918,1,6
3919,1,77
3920,1,6
3921,1,247
3922,1,6
3923,1,6
3924,1,54
3925,1,5
3926,1,53
3927,1,50
3928,1,5
3929,1,140
3930,1,418
3931,1,637
3932,1,12
3933,1,7
3934,1,191
3935,1,6
3936,1,12
3937,1,51
3938,1,7
3939,1,46
3940,1,7
3941,1,44
3942,1,7
3943,1,48
3944,1,8
3945,1,7
3946,1,76
3947,1,75
3948,1,7
3949,1,74
3950,1,8
3951,1,70
3952,1,6
3953,1,43
3954,1,39
3955,1,7
3956,1,6
3957,1,40
3958,1,44
3959,1,7
3960,1,7
3961,1,94
3962,1,102
3963,1,53
3964,1,7
3965,1,7
3966,1,58
3967,1,7
3968,1,6
3969,1,7
3970,1,235
3971,1,7
3972,1,232
3973,1,8
3974,1,7
3975,1,10
3976,1,8
3977,1,6
3978,1,6
3979,1,232
3980,1,6
3981,1,229
3982,1,6
3983,1,227
3984,1,220
3985,1,6
3986,1,12
3987,1,12
3988,1,6
3989,1,12
3990,1,6
3991,1,6
3992,1,105
3993,1,6
3994,1,107
3995,1,107
3996,1,94
3997,1,6
3998,1,6
3999,1,5
4000,1,6
4001,1,49
4002,1,52
4003,1,51
4004,1,8
4005,1,52
4006,1,7
4007,1,50
4008,1,8
4009,1,6
4010,1,15
4011,1,6
4012,1,5
4013,1,55
4014,1,55
4015,1,60
4016,1,6
4017,1,7
4018,1,8
4019,1,105
4020,1,9
4021,1,105
4022,1,110
4023,1,8
4024,1,141
4025,1,6
4026,1,135
4027,1,9
4028,1,7
4029,1,133
4030,1,6
4031,1,6
4032,1,4
4033,1,6
4034,1,51
4035,1,7
4036,1,9
4037,1,55
4038,1,8
4039,1,51
4040,1,7
4041,1,32
4042,1,9
4043,1,11
4044,1,9
4045,1,11
4046,1,10
4047,1,9
4048,1,9
4049,1,80
4050,1,6
4051,1,84
4052,1,82
4053,1,19
4054,1,5
4055,1,16
