model,fold_id,train_size,test_size,positive_train,positive_test,accuracy,precision,recall,auc,tpr_at_fpr1pct,threshold_at_fpr1pct,tn,fp,fn,tp,fpr,fnr
xgboost,1,337481,337500,118371,119712,0.9943051851851852,0.9916274333032823,0.9923232424485432,0.9998821705392911,0.9978531809676557,0.25189390778541565,216785,1003,919,118793,0.004605396073245542,0.00767675755145683
xgboost,2,337500,337481,119712,118371,0.9946426613646397,0.9909693615372304,0.9937822608578114,0.9999008630185128,0.9984202211690363,0.2616553008556366,218038,1072,736,117635,0.004892519738943909,0.006217739142188543
