model,accuracy_mean,accuracy_std,auc_mean,auc_std,tpr_at_fpr1pct_mean,tpr_at_fpr1pct_std,precision_mean,recall_mean,fpr_mean,fnr_mean
xgboost,0.9944739232749125,0.00023863169498125153,0.999891516778902,1.3217578814856027e-05,0.998136701068346,0.00040095797160156674,0.9912983974202563,0.9930527516531773,0.004748957906094725,0.0069472483468226865
