model,accuracy_mean,accuracy_std,auc_mean,auc_std,tpr_at_fpr1pct_mean,tpr_at_fpr1pct_std,precision_mean,recall_mean,fpr_mean,fnr_mean
linear_svm,0.9569827084438695,0.00087100041385965,0.9945088179361997,0.0001927615765335895,0.8576380811352593,0.004765010418243378,0.9078036878223695,0.9772983630327419,0.05410428029651141,0.022701636967258177
