spare_cap_x_wl_total,spare_cap_x_sku_counts,spare_cap_sq,hH_x_lL,big_piece_share
16958442.078273002,166991,230462761,0.08075987132194674,0.18181818181818182
17304977.088944998,185185,283417225,0.07610192831473829,0.18181818181818182
5835686.665139,59579,21003889,0.101824457465286,0.38461538461538464
15359703.332481202,153384,653518096,0.09448302459753086,0.3333333333333333
13687758.337374,145464,146942884,0.08279321010123457,0.25
17393420.0007612,182688,521482896,0.0791145834625,0.25
19552560.000760797,228240,520934976,0.07155555561611111,0.1
16431875.0,172400,464402500,0.0916319446576389,0.25
13933412.495478,149226,184036356,0.09289944922630854,0.18181818181818182
10051965.0,104436,75742209,0.09416087951203703,0.16666666666666666
15396819.994872,153840,236667456,0.08404444464888888,0.3
15167790.0,153210,234733041,0.08197777797888889,0.3
18209920.0006152,203016,340623936,0.07403581254146005,0.09090909090909091
15607239.995061,162987,219543489,0.07936639119118456,0.2727272727272727
18630062.499321003,224070,414936900,0.05713498625592287,0.0
17400289.9993272,181656,407393856,0.07924554177668039,0.3333333333333333
14543416.671435,157355,204633025,0.08177226831561066,0.18181818181818182
14781649.171089,159204,176013289,0.06998263904999999,0.08333333333333333
15793638.3338822,164660,271129156,0.08131666673499999,0.2
15128516.66228,157920,173185600,0.07479745348935185,0.16666666666666666
2453433.33274,26700,3168400,0.08955555562111112,0.2
11458619.169641,124922,79619929,0.07274943309223356,0.14285714285714285
10178157.5,104952,76492516,0.10435185187453704,0.3333333333333333
18270977.0840135,183645,416364025,0.0807407408,0.2222222222222222
17228380.000616398,184920,341954064,0.08131666673499999,0.3
16389414.1673346,180342,401521444,0.10123456789876542,0.2222222222222222
6234431.665041001,63401,23785129,0.10558842884490466,0.23076923076923078
-8116925.834906,-89642,22259524,0.08789935380886427,0.21052631578947367
15392941.667257,159390,313644100,0.09590192023696845,0.3333333333333333
15630480.004896,146880,215737344,0.08587777798888889,0.3
15082613.333916798,157536,306390016,0.09834362139156379,0.3333333333333333
11417282.920071,122556,104305369,0.094184027875,0.25
13443891.662356,142252,167236624,0.09190082632341598,0.2727272727272727
14121496.671365999,140980,198753604,0.094250000145,0.3
13541537.5,148740,153636025,0.09030864197469135,0.16666666666666666
14139934.1660562,146512,335402596,0.1142578125,0.375
11274441.663604,128632,84419344,0.0825623584543084,0.14285714285714285
10721900.0,114240,90630400,0.09783564787685185,0.25
14645175.0,163774,158709604,0.073683431965286,0.15384615384615385
9721715.0,100204,59413264,0.09028763971107823,0.23076923076923078
18174003.7508127,195048,594433161,0.06911892342638888,0.25
13981129.166181,160270,212284900,0.0950918274187787,0.18181818181818182
12811885.837443,135619,152004241,0.10571625328223141,0.18181818181818182
14976400.832793402,161980,262375204,0.104249999925,0.3
17072865.8326674,179802,399120484,0.0814814814,0.3333333333333333
17519713.7506671,180117,400520169,0.07237654300123457,0.2222222222222222
