pressure_product,max_dim_l_to_min_floor,count_vol_fill_interaction
1.7619333333333334,1.04,1.7759999999999998
18.413333333333334,1.32,18.62028888888889
11.906755555555556,1.28,12.173155555555557
16.764533333333333,1.32,16.633955555555556
13.757333333333333,1.32,13.375666666666667
3.723,1.28,3.9968
8.645755555555555,1.32,8.5104
0.3192,1.28,0.3312
8.7152,1.32,8.451733333333333
16.207644444444444,1.28,16.69191111111111
6.6100666666666665,1.28,6.501111111111111
7.468466666666667,1.36,7.696822222222222
17.479999999999997,1.36,17.12248888888889
8.251377777777778,1.36,7.950933333333333
4.736888888888889,1.36,4.5672
1.3232444444444444,1.32,1.2914666666666668
11.3664,1.28,11.232355555555555
2.618,1.36,2.7026666666666666
7.596177777777778,1.28,7.807555555555555
3.7413333333333334,1.36,3.7411111111111115
3.5006222222222223,1.28,3.5217777777777775
3.538333333333333,1.36,3.618066666666667
9.219733333333332,1.32,9.181755555555554
5.193222222222223,1.28,5.2916
1.817688888888889,1.36,1.8323333333333334
14.496155555555557,1.32,14.2208
2.3121777777777774,1.28,2.4326666666666665
3.7436000000000003,1.36,3.8325777777777774
2.4022222222222225,1.36,2.3976
17.50906666666667,1.36,17.181711111111113
11.820266666666667,1.36,11.59448888888889
3.4859999999999998,1.28,3.651511111111111
17.0422,1.32,16.538355555555555
16.549911111111108,1.32,16.387555555555554
1.5788888888888888,1.28,1.6201333333333334
4.670355555555555,1.32,4.5576
10.01431111111111,1.28,10.241977777777779
6.785711111111111,1.36,6.723555555555556
1.7970666666666666,1.12,1.6482666666666668
18.102533333333334,1.28,18.16771111111111
0.5162,1.04,0.5736666666666667
13.299244444444444,1.28,13.7928
0.3526666666666667,1.36,0.3504888888888889
11.402933333333332,1.32,11.344955555555554
3.1758222222222225,1.28,3.1752000000000002
7.5648,1.28,7.643533333333333
16.573866666666667,1.28,16.756622222222223
0.8404444444444445,1.28,0.8504888888888888
7.575466666666667,1.28,7.630577777777778
6.1456888888888885,1.28,6.3768
20.059866666666668,1.32,20.130799999999997
0.7203555555555555,1.28,0.7034666666666667
9.304444444444444,1.28,9.238133333333334
4.0207999999999995,1.32,4.0231111111111115
5.935911111111111,1.28,5.874444444444444
4.201888888888889,1.28,4.3443555555555555
4.571822222222222,1.28,4.651
13.197666666666667,1.28,13.388666666666667
12.770666666666667,1.32,12.58008888888889
8.901644444444445,1.28,8.821222222222222
2.4589777777777777,1.28,2.5696222222222223
10.051599999999999,1.32,10.143755555555556
7.183999999999999,1.28,7.364666666666667
5.148466666666667,1.28,5.234444444444445
16.65362222222222,1.28,16.81488888888889
7.411422222222221,1.32,7.521311111111111
6.153888888888889,1.28,6.300888888888889
4.878222222222222,1.16,4.7782
