footprint_pressure,spare_cap_x_n_tall_items,n_long_tall_items
0.7186666666666667,17681,0
0.772,53439,0
0.9226666666666666,16366,0
0.652,37770,0
0.8233333333333334,15683,0
0.7753333333333333,38006,0
0.922,27940,0
0.9553333333333334,44127,0
0.6366666666666667,23182,0
0.7526666666666667,38228,0
0.5993333333333334,20850,0
0.5946666666666667,50984,0
0.4033333333333333,30973,0
1.168,16395,0
1.0626666666666666,25365,0
0.49266666666666664,26831,0
0.9806666666666667,39837,0
1.2406666666666666,4282,0
0.3993333333333333,0,0
0.68,20636,0
0.8713333333333333,30310,0
0.30533333333333335,0,0
0.064,0,0
0.8806666666666667,14931,0
0.7253333333333334,39824,0
0.44866666666666666,27658,0
1.4206666666666667,-15285,0
0.42,30267,0
1.0786666666666667,25347,0
1.012,28437,0
0.43866666666666665,0,0
0.994,40119,0
0.9346666666666666,41997,0
0.44,27951,0
0.6406666666666667,49494,0
1.4146666666666667,-6264,0
1.182,3787,0
0.7166666666666667,20743,0
0.7566666666666667,33340,0
1.0033333333333334,16460,0
0.9093333333333333,19938,0
0.67,40620,0
0.7233333333333334,21156,0
0.536,28970,0
0.8626666666666667,13289,0
0.604,50380,0
0.9613333333333334,15030,0
0.8526666666666667,26044,0
1.0953333333333333,12740,0
1.2066666666666668,8532,0
0.664,19425,0
0.8966666666666666,25012,0
0.656,19012,0
0.8946666666666667,32468,0
0.562,78297,0
0.7793333333333333,14366,0
1.384,-25503,0
0.402,0,0
1.0133333333333334,21312,0
0.408,29289,0
0.424,32426,0
0.8173333333333334,19422,0
1.046,6176,0
0.85,46383,0
0.7933333333333333,36102,0
0.6286666666666667,41980,0
0.7333333333333333,57447,0
0.7906666666666666,50541,0
0.6846666666666666,20878,0
0.6133333333333333,40442,0
0.7386666666666667,15595,0
0.666,41076,0
0.5133333333333333,24217,0
0.734,39058,0
0.6626666666666666,56616,0
0.8326666666666667,0,0
0.6353333333333333,38814,0
0.778,39844,0
0.5626666666666666,45736,0
0.782,34118,0
0.908,28368,0
0.6593333333333333,22308,0
0.702,18049,0
0.7733333333333333,0,0
0.7573333333333333,0,0
0.942,12939,0
0.8486666666666667,31622,0
0.6706666666666666,20844,0
1.0153333333333334,9747,0
0.96,25412,0
0.606,46956,0
0.5466666666666666,49912,0
1.0886666666666667,21402,0
0.99,21158,0
0.8333333333333334,16963,0
0.674,61881,0
0.7746666666666666,53133,0
0.8413333333333334,34104,0
0.974,11185,0
0.906,35978,0
1.0726666666666667,25578,0
1.0013333333333334,36396,0
0.974,25334,0
0.9733333333333334,32445,0
0.21666666666666667,0,0
0.57,0,0
0.9226666666666666,15468,0
0.9493333333333334,23616,0
0.6713333333333333,20929,0
1.3153333333333332,5208,0
1.122,17439,0
0.6113333333333333,21853,0
0.7346666666666667,17207,0
1.002,28682,0
0.7886666666666666,14409,0
1.2126666666666666,6027,0
1.2686666666666666,10395,0
0.522,0,0
1.182,21315,0
0.6086666666666667,0,0
1.0326666666666666,18490,0
1.574,-25191,0
0.21666666666666667,0,0
0.542,49260,0
0.9653333333333334,25920,0
0.43333333333333335,27457,0
1.074,30399,0
0.12333333333333334,0,0
0.4826666666666667,52216,0
0.408,28887,0
1.0993333333333333,26109,0
0.8573333333333333,29766,0
1.1526666666666667,19098,0
0.786,42678,0
1.0813333333333333,26676,0
0.7586666666666667,29522,0
0.8373333333333334,34560,0
0.08666666666666667,0,0
0.7973333333333333,47943,0
0.71,21609,0
0.6686666666666666,23047,0
0.8386666666666667,43629,0
0.6546666666666666,49136,0
0.8213333333333334,38736,0
0.686,36444,0
0.8786666666666667,33200,0
0.622,42780,0
0.586,20756,0
0.6246666666666667,43952,0
0.9606666666666667,25268,0
0.92,16468,0
0.722,52182,0
0.588,43302,0
0.8473333333333334,25536,0
0.7133333333333334,17025,0
0.8626666666666667,14908,0
0.9946666666666667,37596,0
0.5993333333333334,46812,0
