footprint_pressure,spare_cap_x_n_tall_items,n_long_tall_items
0.4493333333333333,0,0
1.1733333333333333,13364,0
0.974,9162,0
0.9533333333333334,37112,0
1.0213333333333334,12538,0
0.9353333333333333,28167,0
1.0033333333333334,6380,0
0.8253333333333334,45978,0
0.8933333333333333,12317,0
1.0973333333333333,44320,0
1.1653333333333333,17565,0
0.8913333333333333,37923,0
1.0706666666666667,30008,0
0.8593333333333333,42774,0
0.904,33792,0
0.8866666666666667,39990,0
0.9066666666666666,45232,0
0.6266666666666667,20284,0
0.778,16428,0
0.872,24920,0
0.688,18288,0
0.8733333333333333,50072,0
0.886,76005,0
0.6593333333333333,18809,0
0.6653333333333333,18542,0
0.7986666666666666,16595,0
0.6546666666666666,19498,0
0.5893333333333334,19406,0
0.47933333333333333,25343,0
0.728,53442,0
0.558,21281,0
0.5586666666666666,0,0
0.8246666666666667,97475,0
0.6626666666666666,60060,0
0.6233333333333333,19075,0
1.0593333333333332,31016,0
1.0913333333333333,24548,0
0.776,105690,0
0.9893333333333333,88956,0
0.5933333333333334,21494,0
0.926,68805,0
1.0993333333333333,53334,0
0.9326666666666666,63255,0
0.614,64989,0
0.8653333333333333,45096,0
0.7513333333333333,56643,0
0.616,66321,0
0.5633333333333334,0,0
1.0513333333333332,30804,0
0.5513333333333333,22391,0
0.728,15821,0
0.7426666666666667,18206,0
0.8273333333333334,61404,0
0.6606666666666666,19216,0
0.9573333333333334,9752,0
0.892,11958,0
0.778,107910,0
1.0833333333333333,25953,0
0.7053333333333334,16222,0
0.8226666666666667,92940,0
0.7666666666666667,18107,0
0.6433333333333333,63537,0
0.6526666666666666,44294,0
0.6886666666666666,45446,0
1.0226666666666666,21846,0
0.8646666666666667,44841,0
0.6926666666666667,17599,0
0.8126666666666666,12919,0
0.36466666666666664,0,0
0.6126666666666667,20839,0
0.7326666666666667,16159,0
1.026,13214,0
1.052,6099,0
0.932,10779,0
0.5386666666666666,23248,0
0.832,27392,0
0.914,21800,0
0.43,0,0
1.0406666666666666,10220,0
1.108,6006,0
0.656,21472,0
1.0533333333333332,26316,0
1.1353333333333333,17928,0
0.482,61338,0
1.0973333333333333,19076,0
0.8953333333333333,49311,0
0.9773333333333334,40923,0
1.104,23553,0
0.554,55434,0
0.8473333333333334,54495,0
0.77,46167,0
0.5786666666666667,22012,0
0.9006666666666666,73415,0
0.5453333333333333,23222,0
0.934,67365,0
0.43133333333333335,27071,0
1.048,48120,0
0.49666666666666665,24865,0
0.9826666666666667,59150,0
0.7833333333333333,12317,0
0.696,121890,0
0.806,92205,0
0.6733333333333333,18254,0
0.9453333333333334,35376,0
0.534,74709,0
0.7393333333333333,15569,0
0.968,61500,0
0.7453333333333333,15302,0
0.974,60165,0
0.9186666666666666,20860,0
1.1473333333333333,42966,0
0.7073333333333334,17186,0
0.936,69585,0
0.752,14192,0
0.9806666666666667,54615,0
0.7346666666666667,16258,0
0.9633333333333334,64945,0
0.7033333333333334,15557,0
1.0,56760,0
0.5453333333333333,22658,0
0.9126666666666666,12746,0
0.93,10680,0
0.7693333333333333,39136,0
0.9346666666666666,67790,0
0.606,21141,0
1.0466666666666666,36524,0
0.7366666666666667,14347,0
0.6546666666666666,17200,0
1.0386666666666666,34935,0
0.654,60669,0
0.9253333333333333,11369,0
0.81,99825,0
0.92,70140,0
0.8386666666666667,27340,0
0.7246666666666667,35038,0
0.79,30626,0
0.88,38679,0
0.6273333333333333,20426,0
0.5133333333333333,24275,0
0.5786666666666667,22069,0
0.912,19986,0
0.8053333333333333,103270,0
0.816,98490,0
0.4146666666666667,66104,0
1.0646666666666667,14572,0
0.49466666666666664,59624,0
0.6326666666666667,86548,0
0.8386666666666667,48976,0
0.986,16094,0
1.1946666666666668,-1078,0
0.16666666666666666,0,0
0.5646666666666667,0,0
0.356,0,0
1.1146666666666667,5402,0
0.6766666666666666,0,0
1.03,12132,0
1.228,-3354,0
0.9346666666666666,7875,0
0.8526666666666667,10671,0
0.766,51918,0
0.684,60306,0
0.448,88848,0
1.2653333333333334,-6556,0
0.972,23739,0
0.936,42777,0
0.8986666666666666,41466,0
0.5986666666666667,0,0
0.81,14811,0
0.6986666666666667,17332,0
0.89,86445,0
0.5406666666666666,23347,0
0.672,17432,0
0.5446666666666666,23137,0
0.6606666666666666,57339,0
0.746,0,0
0.632,0,0
0.888,78225,0
0.7666666666666667,36596,0
0.7126666666666667,73588,0
0.5606666666666666,55382,0
0.6406666666666667,48902,0
0.276,0,0
0.5966666666666667,0,0
0.47,0,0
0.3606666666666667,0,0
1.11,5652,0
0.4186666666666667,27928,0
0.712,36752,0
0.726,16461,0
0.5573333333333333,77676,0
1.2173333333333334,356,0
0.7753333333333333,63351,0
1.0933333333333333,26421,0
0.7633333333333333,49497,0
0.5806666666666667,68619,0
0.648,61470,0
0.6106666666666667,20452,0
0.25266666666666665,0,0
0.44666666666666666,0,0
1.0326666666666666,61242,0
0.39866666666666667,0,0
0.9526666666666667,80682,0
0.4786666666666667,0,0
0.7766666666666666,106115,0
0.4846666666666667,0,0
1.304,-8526,0
0.6786666666666666,0,0
0.792,30272,0
1.0153333333333334,31968,0
1.142,14598,0
1.2513333333333334,3426,0
0.32,0,0
0.6133333333333333,21642,0
1.004,59560,0
0.6953333333333334,18846,0
0.8773333333333333,88510,0
0.822,13056,0
0.9313333333333333,9332,0
1.4273333333333333,-12984,0
0.272,0,0
1.134,36940,0
1.052,50920,0
0.6473333333333333,20574,0
0.774,14784,0
0.8453333333333334,15129,0
0.6253333333333333,18898,0
0.9593333333333334,74530,0
0.552,0,0
0.9186666666666666,18692,0
1.0006666666666666,70314,0
1.4146666666666667,-4722,0
0.7906666666666666,0,0
0.68,39986,0
1.098,48006,0
0.872,22866,0
0.4166666666666667,28105,0
0.666,0,0
1.0073333333333334,65890,0
0.692,17580,0
0.6226666666666667,71292,0
0.32066666666666666,0,0
0.39,0,0
0.5766666666666667,21105,0
1.0393333333333334,57805,0
0.66,19197,0
0.9253333333333333,79870,0
0.7533333333333333,56049,0
0.21066666666666667,0,0
0.8433333333333334,14685,0
0.49866666666666665,24225,0
0.6906666666666667,16692,0
0.30266666666666664,31954,0
1.3666666666666667,5646,0
0.33266666666666667,0,0
0.9326666666666666,54176,0
0.7666666666666667,34428,0
1.1706666666666667,48900,0
0.412,28230,0
0.596,44804,0
0.9646666666666667,47708,0
0.7346666666666667,37662,0
0.778,64764,0
0.5746666666666667,20440,0
0.9573333333333334,10272,0
0.42933333333333334,26164,0
0.358,0,0
0.5653333333333334,23370,0
0.4026666666666667,0,0
0.8546666666666667,37632,0
0.496,87102,0
0.45,26895,0
0.6633333333333333,40038,0
1.186,-672,0
0.5833333333333334,46518,0
0.8573333333333333,25860,0
0.498,25167,0
0.7746666666666666,47352,0
0.576,77382,0
0.584,0,0
0.5493333333333333,56812,0
1.15,9408,0
1.146,37638,0
0.9913333333333333,66445,0
0.708,17469,0
0.5266666666666666,0,0
0.6633333333333333,47986,0
1.036,27060,0
0.77,56115,0
0.9593333333333334,10716,0
0.6833333333333333,20601,0
0.904,90540,0
1.2846666666666666,22422,0
0.4146666666666667,0,0
0.4166666666666667,27541,0
0.38266666666666665,28194,0
0.6586666666666666,18309,0
0.3506666666666667,30226,0
1.086,45580,0
0.7106666666666667,0,0
0.7433333333333333,34686,0
0.79,36406,0
0.9093333333333333,50220,0
0.7453333333333333,34446,0
0.43466666666666665,0,0
0.676,45232,0
1.0233333333333334,32568,0
0.768,107130,0
0.5433333333333333,22315,0
1.162,21235,0
0.5513333333333333,49752,0
1.004,7722,0
0.338,31188,0
1.066,8688,0
0.09466666666666666,0,0
1.256,2016,0
0.36866666666666664,0,0
0.758,39640,0
0.9413333333333334,43752,0
0.564,22482,0
0.5666666666666667,52680,0
0.5166666666666667,27311,0
0.8253333333333334,11599,0
0.69,57447,0
0.204,0,0
0.45266666666666666,0,0
1.264,21330,0
0.326,0,0
0.75,41454,0
0.588,0,0
0.478,0,0
0.5566666666666666,0,0
0.7853333333333333,31566,0
0.544,0,0
0.512,0,0
0.7233333333333334,19365,0
0.854,54708,0
0.684,16716,0
0.646,19701,0
0.6526666666666666,18591,0
0.64,19968,0
0.734,17325,0
0.5226666666666666,0,0
0.732,60120,0
0.74,70104,0
0.57,20565,0
0.532,23550,0
0.8033333333333333,16470,0
0.526,23817,0
0.816,15093,0
0.494,25434,0
0.848,13476,0
0.7053333333333334,37356,0
0.6366666666666667,0,0
0.8793333333333333,44943,0
0.8873333333333333,49868,0
0.6073333333333333,21443,0
0.6793333333333333,18491,0
0.686,17381,0
0.6733333333333333,18758,0
0.6413333333333333,20375,0
0.7006666666666667,18535,0
0.8526666666666667,27238,0
0.48933333333333334,0,0
0.738,18676,0
0.7506666666666667,17299,0
0.7826666666666666,15682,0
0.5713333333333334,0,0
0.846,48573,0
0.9293333333333333,46107,0
0.942,41976,0
0.7626666666666667,38262,0
0.9373333333333334,51420,0
0.95,45912,0
0.982,39444,0
0.7173333333333334,15506,0
0.78,14517,0
0.812,12900,0
0.6006666666666667,0,0
0.46,26502,0
0.6573333333333333,21831,0
0.67,20454,0
0.702,18837,0
0.49066666666666664,0,0
0.6893333333333334,20319,0
0.5386666666666666,22440,0
0.656,21529,0
0.7673333333333333,15894,0
0.702,18942,0
0.6686666666666666,20152,0
0.83,25578,0
0.608,21585,0
0.974,37125,0
0.6186666666666667,19545,0
0.8193333333333334,29658,0
0.7706666666666667,49851,0
0.15733333333333333,0,0
1.3026666666666666,-10164,0
0.8193333333333334,53612,0
0.3333333333333333,31772,0
1.1266666666666667,30410,0
0.8993333333333333,40652,0
0.5713333333333334,20867,0
0.41333333333333333,28532,0
1.0933333333333333,12296,0
0.7653333333333333,13778,0
0.7433333333333333,14395,0
0.4846666666666667,28928,0
0.8573333333333333,9982,0
0.4026666666666667,31724,0
0.9393333333333334,7186,0
0.6606666666666666,42304,0
0.6813333333333333,0,0
0.5786666666666667,47896,0
0.7633333333333333,0,0
0.8546666666666667,26998,0
0.48733333333333334,0,0
0.7406666666666667,35824,0
0.6013333333333334,0,0
0.6586666666666666,41416,0
0.6833333333333333,0,0
1.1753333333333333,1240,0
1.0486666666666666,12820,0
0.29333333333333333,0,0
0.9346666666666666,21646,0
0.4073333333333333,0,0
0.6953333333333334,73386,0
0.8946666666666667,30060,0
0.9766666666666667,21672,0
0.5666666666666667,0,0
0.9413333333333334,99324,0
0.6486666666666666,0,0
1.422,-24660,0
0.168,0,0
1.2953333333333332,10080,0
0.2946666666666667,0,0
1.1813333333333333,36558,0
0.4086666666666667,0,0
0.526,24381,0
0.5593333333333333,23171,0
0.926,38853,0
0.934,41748,0
0.764,13476,0
0.654,19413,0
0.17666666666666667,0,0
0.7326666666666667,15351,0
0.72,16728,0
0.688,18345,0
0.8993333333333333,23178,0
0.7913333333333333,18443,0
0.724,34014,1
0.9193333333333333,11480,1
1.0793333333333333,17862,0
0.664,22659,0
0.744,14773,0
0.49666666666666665,0,0
0.5353333333333333,22433,0
0.7433333333333333,13047,0
0.7886666666666666,22270,0
0.8206666666666667,17783,0
0.778,31746,0
0.59,0,0
0.8346666666666667,11082,1
0.9726666666666667,18550,1
1.252,5742,0
1.0406666666666666,9375,0
0.6906666666666667,38640,0
0.6873333333333334,18105,0
0.714,17145,0
0.982,11603,0
0.5313333333333333,44546,1
0.772,11714,0
0.9366666666666666,13925,0
0.2946666666666667,36022,0
0.9926666666666667,5398,0
0.6746666666666666,16454,0
0.728,14879,0
0.52,23865,0
0.9886666666666667,6380,0
0.5833333333333334,26410,0
0.34,68220,0
1.1273333333333333,19566,0
0.8453333333333334,15652,0
0.5413333333333333,23780,0
0.7433333333333333,24610,1
0.9326666666666666,18694,1
0.7913333333333333,32564,1
1.262,2490,0
0.5833333333333334,44286,1
0.594,20205,0
0.7646666666666667,19403,0
0.9,7805,0
1.0773333333333333,9044,1
0.8693333333333333,24978,1
0.8513333333333334,22744,1
1.0133333333333334,10229,0
0.8113333333333334,14302,0
1.1813333333333333,6241,0
0.8733333333333333,19698,1
0.896,23058,1
0.7553333333333333,14025,0
0.7873333333333333,0,0
1.0813333333333333,7346,0
0.9653333333333334,12592,0
0.8833333333333333,23532,0
0.8386666666666667,10233,0
0.872,14692,0
0.8726666666666667,15365,0
1.0306666666666666,0,0
0.89,32784,1
0.7046666666666667,12749,1
0.6766666666666666,40086,1
0.9993333333333333,16630,1
0.5833333333333334,23285,0
0.5333333333333333,21149,1
0.24266666666666667,38440,0
0.9846666666666667,13858,1
0.7846666666666666,13365,0
0.7766666666666666,17057,0
0.5773333333333334,0,0
0.9013333333333333,14032,0
0.8266666666666667,15995,0
0.6326666666666667,36206,0
1.03,14113,0
0.19466666666666665,35930,0
0.85,0,0
0.9433333333333334,0,0
0.6953333333333334,36680,1
0.884,7911,0
0.676,24003,0
0.9966666666666667,16546,1
0.6473333333333333,41406,1
0.7766666666666666,10734,1
0.6806666666666666,21670,0
0.9386666666666666,15850,1
0.986,22062,0
0.6166666666666667,0,0
0.9193333333333333,13588,0
0.632,23277,0
0.7926666666666666,42030,1
0.8826666666666667,12652,1
0.6373333333333333,16599,1
0.6893333333333334,14181,1
0.9226666666666666,9485,0
1.288,-2022,0
0.6286666666666667,20333,0
1.0773333333333333,8789,0
0.934,17810,0
1.0193333333333334,8348,1
0.7886666666666666,32480,1
0.9673333333333334,13184,1
0.5,23462,0
0.918,13043,0
0.5286666666666666,22129,0
0.904,21360,1
0.8846666666666667,24152,1
1.0253333333333334,13880,1
0.828,13313,0
0.392,31282,0
1.246,-4060,1
1.298,-8896,1
0.6266666666666667,19049,1
0.8966666666666666,11908,0
0.448,25880,0
0.8733333333333333,30777,1
0.84,26298,1
0.6873333333333334,16447,0
0.434,28155,0
0.5026666666666667,51788,1
0.5933333333333334,21362,0
0.7373333333333333,0,0
1.0093333333333334,9431,0
0.932,18346,0
0.9313333333333333,20660,0
0.3626666666666667,35380,0
1.1453333333333333,2230,1
0.6706666666666666,17436,0
1.008,21276,0
0.7293333333333333,37894,0
0.6406666666666667,18326,0
0.6566666666666666,18220,0
0.512,24440,0
0.7493333333333333,15813,0
0.7906666666666666,15565,1
0.7706666666666667,38530,0
0.8433333333333334,32304,1
0.8753333333333333,13605,1
1.0253333333333334,5290,1
0.24666666666666667,35170,0
0.8366666666666667,22714,0
0.47333333333333333,0,0
0.5313333333333333,49122,1
0.45066666666666666,56624,1
1.22,-4244,1
0.7066666666666667,41410,0
0.6653333333333333,40774,0
0.9953333333333333,10545,1
0.566,51682,0
0.516,24847,0
0.694,0,0
0.6933333333333334,20305,1
0.838,14085,1
0.8226666666666667,33694,0
1.06,16440,0
0.89,11667,1
0.9353333333333333,19510,1
0.8793333333333333,22750,1
0.7753333333333333,34596,0
0.774,16554,1
0.9366666666666666,9890,1
0.7953333333333333,30600,1
0.8626666666666667,11954,1
0.7693333333333333,15427,0
0.43733333333333335,57480,0
0.63,42372,0
0.7393333333333333,16317,0
0.426,0,0
0.582,0,0
0.4026666666666667,54920,1
0.09333333333333334,0,0
1.0946666666666667,5091,1
0.678,44076,0
1.1446666666666667,12170,1
0.9993333333333333,7905,1
0.9146666666666666,22638,0
1.0966666666666667,10466,1
0.6006666666666667,22712,1
0.20866666666666667,0,0
0.782,15705,1
0.7586666666666667,36574,0
0.7106666666666667,34870,0
0.9013333333333333,39879,0
0.874,25454,0
0.8726666666666667,43878,0
0.7626666666666667,31294,0
0.834,30140,0
0.8093333333333333,30852,0
0.656,31504,1
0.698,17972,1
0.7746666666666666,36362,0
0.636,21787,0
0.7173333333333334,15557,0
0.83,41595,0
0.9233333333333333,35295,0
0.9766666666666667,16586,1
0.954,10227,1
0.6613333333333333,22617,0
0.09733333333333333,40670,0
1.002,15744,0
0.9673333333333334,21254,0
0.8786666666666667,30454,0
0.8113333333333334,12405,0
1.0806666666666667,15050,1
0.9146666666666666,31731,1
0.886,12751,1
0.9213333333333333,23246,0
0.616,18682,0
0.7593333333333333,14432,0
0.5453333333333333,43100,0
0.9373333333333334,0,0
0.7933333333333333,15158,1
0.7566666666666667,15744,1
0.8493333333333334,13337,1
0.7073333333333334,0,0
0.37066666666666664,0,0
0.9366666666666666,16213,0
1.1486666666666667,2300,1
0.654,19614,1
0.9533333333333334,32625,0
0.9666666666666667,24477,1
0.5873333333333334,20015,0
0.746,0,0
0.87,14957,0
0.8213333333333334,26838,0
0.86,38925,0
0.9313333333333333,11985,1
0.7746666666666666,0,0
0.742,41196,0
0.8793333333333333,10965,1
0.568,22820,0
0.8866666666666667,0,0
0.774,47139,1
1.0306666666666666,6531,1
0.9353333333333333,9345,1
0.7866666666666666,18205,1
0.6133333333333333,20107,0
0.464,0,0
0.5146666666666667,0,0
0.6706666666666666,0,0
0.9886666666666667,13795,0
0.9133333333333333,26836,0
0.956,9854,1
1.372,-378,0
0.21733333333333332,0,0
0.46066666666666667,0,0
0.9826666666666667,8894,1
0.24333333333333335,0,0
1.058,5677,1
0.30133333333333334,0,0
0.58,23407,0
0.7246666666666667,17187,0
1.0246666666666666,18290,1
0.5933333333333334,48120,0
0.4026666666666667,28202,0
0.49,24755,0
0.4513333333333333,0,0
0.698,36764,1
0.448,52580,0
0.5353333333333333,45686,0
0.8673333333333333,31548,0
0.49266666666666664,0,0
0.08066666666666666,0,0
0.886,35730,1
0.5186666666666667,23422,0
0.208,34872,1
0.7913333333333333,0,0
0.5586666666666666,40984,1
0.6073333333333333,17489,1
0.9186666666666666,10334,1
0.938,8737,1
0.994,7117,1
0.856,30410,0
0.5193333333333333,0,0
0.672,34274,1
0.7473333333333333,17514,1
0.7046666666666667,42156,0
1.0066666666666666,22636,0
0.43733333333333335,62056,0
0.766,0,0
0.704,34786,1
0.646,17787,0
0.6913333333333334,31750,0
0.29,0,0
0.7866666666666666,12651,0
0.178,0,0
0.856,27094,0
0.30533333333333335,30132,1
0.8953333333333333,10138,0
0.658,18765,0
0.3506666666666667,30620,0
0.3406666666666667,0,0
0.25333333333333335,0,0
0.438,27173,0
0.3993333333333333,0,0
0.902,12645,1
0.5486666666666666,0,0
0.7906666666666666,31950,1
0.7853333333333333,34654,0
0.9626666666666667,12550,0
0.694,20612,1
0.6813333333333333,18961,1
0.7453333333333333,17887,1
0.9153333333333333,26090,0
0.8866666666666667,28756,0
0.8026666666666666,12545,0
0.888,25786,1
0.834,13287,1
0.8266666666666667,35290,0
0.7586666666666667,17877,0
1.0253333333333334,9304,1
0.6233333333333333,25302,0
0.7846666666666666,39064,0
0.876,11400,1
0.6833333333333333,18954,1
1.0706666666666667,19756,0
0.8366666666666667,27290,0
0.5613333333333334,22525,0
0.7793333333333333,50178,0
1.0346666666666666,0,0
0.49,0,0
0.8893333333333333,0,0
0.8993333333333333,10674,1
0.804,31930,0
0.592,0,0
0.444,28520,0
0.48,0,0
0.95,20580,0
1.0813333333333333,3670,1
0.558,24113,0
0.49666666666666665,23287,0
0.8886666666666667,15361,0
0.7393333333333333,17106,0
0.7006666666666667,0,0
1.0326666666666666,13346,1
0.608,0,0
0.156,0,0
0.19466666666666665,37588,0
0.8633333333333333,9882,0
0.7426666666666667,51936,0
0.9353333333333333,29274,0
0.5733333333333334,0,0
1.0373333333333334,11260,1
0.5746666666666667,21467,1
0.7206666666666667,41944,0
1.2786666666666666,3822,0
0.798,37956,0
0.86,20850,1
0.924,17970,1
0.36333333333333334,0,0
0.802,20154,1
0.6913333333333334,15465,0
0.724,29438,1
0.9046666666666666,12202,0
0.8173333333333334,15649,0
0.7813333333333333,19557,0
0.722,37746,0
0.9086666666666666,19944,0
0.594,18547,0
0.7606666666666667,55287,0
0.5606666666666666,0,0
0.844,12297,1
0.936,27490,1
0.9746666666666667,8151,1
0.48933333333333334,57220,0
0.9606666666666667,5142,0
0.8633333333333333,0,0
0.42133333333333334,0,0
0.5713333333333334,27720,0
0.382,29021,1
0.59,21054,1
1.1673333333333333,-2860,1
0.6693333333333333,0,0
0.19266666666666668,0,0
0.8726666666666667,17653,0
0.44466666666666665,0,0
0.6713333333333333,21503,0
0.6633333333333333,42202,0
0.678,0,0
0.686,45562,0
0.486,0,0
0.5786666666666667,0,0
0.7273333333333334,0,0
0.5826666666666667,0,0
0.5486666666666666,0,0
0.6413333333333333,0,0
0.73,0,0
0.6893333333333334,0,0
0.8246666666666667,16801,0
0.7053333333333334,0,0
0.68,23021,0
0.9793333333333333,23942,0
0.63,48802,0
0.7233333333333334,0,0
0.5993333333333334,20993,0
0.064,0,0
0.728,23873,0
0.7666666666666667,0,0
0.6713333333333333,0,0
0.7686666666666667,18421,0
0.8566666666666667,9692,0
0.8886666666666667,22454,0
0.6453333333333333,43284,0
0.8813333333333333,13340,0
0.4146666666666667,32962,0
0.668,0,0
0.47533333333333333,0,0
0.748,0,0
0.382,0,0
0.9593333333333334,8698,0
0.30533333333333335,61084,1
0.40066666666666667,27318,1
0.30133333333333334,32772,1
0.4513333333333333,24457,1
0.39266666666666666,0,0
0.63,0,0
0.48533333333333334,0,0
0.4166666666666667,27212,1
0.574,0,0
0.328,31812,1
0.8173333333333334,14780,0
0.672,17879,0
0.9666666666666667,20640,0
0.6553333333333333,19373,0
1.1786666666666668,-1971,0
1.272,-8271,0
0.6873333333333334,23862,0
0.9733333333333334,14140,1
1.1326666666666667,2650,1
0.052,0,0
0.09733333333333333,0,0
0.12,0,0
0.6786666666666666,18183,0
0.5786666666666667,19979,0
0.8366666666666667,12366,0
0.7073333333333334,16850,0
0.6586666666666666,39706,0
0.7653333333333333,17198,0
0.662,0,0
0.5746666666666667,0,0
0.6133333333333333,21765,0
0.4826666666666667,0,0
0.47933333333333333,25433,0
0.44333333333333336,29341,0
0.6306666666666667,33638,1
0.6313333333333333,19287,0
0.49933333333333335,27158,0
0.6433333333333333,36940,1
0.6246666666666667,22334,0
0.7366666666666667,18531,0
0.528,25825,0
0.4866666666666667,25507,0
0.532,24741,0
0.5386666666666666,0,0
0.5426666666666666,23887,0
0.5553333333333333,25538,0
0.7433333333333333,26914,0
0.2713333333333333,0,0
0.936,11806,0
1.0293333333333334,7606,0
0.6926666666666667,32636,0
0.786,28436,0
0.5366666666666666,46572,0
1.1033333333333333,20,1
0.7333333333333333,0,0
0.8253333333333334,0,0
0.8433333333333334,16025,0
0.542,26092,0
0.7346666666666667,18538,0
0.462,27638,0
0.2886666666666667,31121,1
0.34,33700,0
0.486,28025,0
0.39866666666666667,31472,0
0.464,27265,0
0.4186666666666667,0,0
0.3233333333333333,32401,0
0.43533333333333335,30886,0
0.4226666666666667,26947,0
0.336,36340,0
0.3233333333333333,34689,0
0.43533333333333335,28598,0
0.30666666666666664,37000,0
0.8626666666666667,27474,0
0.6526666666666666,20294,1
0.798,0,0
0.7253333333333334,21177,0
0.986,20691,0
0.8046666666666666,12110,0
1.0126666666666666,2724,0
1.376,-18180,1
1.1906666666666668,0,0
0.6353333333333333,26280,0
1.0893333333333333,6424,1
1.086,18930,0
0.512,57264,0
0.9773333333333334,23956,0
0.36866666666666664,30079,0
0.838,28176,0
0.768,12696,0
0.682,42112,0
0.768,31906,1
0.7806666666666666,29248,1
0.816,17748,0
0.6073333333333333,25408,0
0.612,19664,0
0.982,0,0
0.6113333333333333,39600,1
1.0473333333333332,11100,0
0.7673333333333333,25664,1
0.6246666666666667,44922,1
0.9386666666666666,0,0
0.722,54393,1
1.0286666666666666,4362,1
0.67,35020,1
0.9906666666666667,13422,0
0.38,29394,1
1.2806666666666666,3076,0
1.208,12064,0
0.7226666666666667,17306,0
0.922,14034,1
1.0106666666666666,15588,0
0.43933333333333335,25958,0
0.5153333333333333,29340,0
1.2873333333333334,-8980,1
0.306,0,0
0.872,25794,1
0.7886666666666666,18035,0
1.0513333333333332,4560,0
0.6846666666666666,21818,0
0.7366666666666667,19400,0
0.364,27904,1
1.2293333333333334,206,0
0.826,0,0
0.7293333333333333,16397,1
0.864,11713,0
0.538,25607,0
0.912,16290,0
1.3173333333333332,-13724,1
0.276,0,0
1.1086666666666667,1596,1
0.4846666666666667,0,0
0.5486666666666666,19717,1
1.0446666666666666,8393,0
1.0446666666666666,4476,1
0.172,0,0
0.914,8210,1
0.6793333333333333,19900,0
0.85,9650,1
0.7433333333333333,18460,0
0.764,33870,1
0.654,0,0
0.9193333333333333,4824,0
0.288,35488,0
1.1226666666666667,550,1
0.4706666666666667,27560,0
0.544,28373,0
1.1166666666666667,4720,0
0.516,0,0
1.2173333333333334,-1394,1
0.7093333333333334,16582,0
0.498,23730,0
0.5433333333333333,23066,0
0.6706666666666666,38070,1
0.7473333333333333,0,0
0.8966666666666666,21532,1
0.6306666666666667,17961,0
0.5766666666666667,22351,0
1.1053333333333333,6212,1
1.2046666666666668,-4696,1
1.1526666666666667,140,1
0.2653333333333333,0,0
0.996,10624,1
0.422,0,0
0.6706666666666666,18625,1
0.9866666666666667,8045,0
1.1073333333333333,1982,1
0.31066666666666665,35510,0
0.19066666666666668,0,0
1.12,3633,1
0.298,33859,0
0.754,14833,1
0.72,0,0
0.928,8982,1
0.49,28510,0
0.6,24099,0
0.5326666666666666,23858,0
0.52,22207,0
0.518,49978,0
0.6173333333333333,39070,0
0.5666666666666667,21986,0
0.666,16532,0
0.5913333333333334,21630,0
0.62,20297,0
0.584,24205,0
0.6726666666666666,19605,0
0.3873333333333333,30961,0
0.724,16880,0
0.6273333333333333,0,0
0.644,20938,0
0.4806666666666667,26276,0
0.7266666666666667,14036,0
0.288,33830,0
0.9193333333333333,6482,0
1.0126666666666666,4382,0
0.756,30226,0
0.6753333333333333,37728,0
0.532,0,0
0.4826666666666667,52836,0
0.7246666666666667,0,0
0.3893333333333333,57036,0
0.818,0,0
0.9993333333333333,9396,0
0.208,0,0
0.9186666666666666,16898,0
0.2886666666666667,0,0
0.48133333333333334,0,0
0.6066666666666667,20065,1
1.074,7106,1
0.8653333333333333,22426,1
0.728,0,0
0.8013333333333333,25306,1
0.792,0,0
0.5,45440,1
1.0933333333333333,0,0
0.6253333333333333,20947,1
0.7926666666666666,16545,0
0.8566666666666667,15105,0
0.26,32454,1
1.158,5038,0
0.9146666666666666,9536,1
0.5033333333333333,27956,0
0.706,17196,1
0.712,20296,0
0.642,18636,1
0.3406666666666667,28703,1
0.8986666666666666,9642,1
0.5193333333333333,27850,0
0.8846666666666667,16343,0
1.2006666666666668,-118,1
0.21733333333333332,37610,0
0.992,7542,1
0.426,29950,0
0.4513333333333333,30780,0
1.0433333333333332,0,0
1.0773333333333333,24230,1
1.224,22372,2
0.5933333333333334,24169,1
0.678,36764,2
1.076,10691,0
1.0393333333333334,0,0
0.6686666666666666,34484,2
1.048,42544,1
0.8186666666666667,25092,2
0.872,0,0
1.0226666666666666,34389,2
0.96,11468,1
1.0766666666666667,24088,1
1.122,23658,1
0.94,12760,0
0.6426666666666667,35764,1
0.9186666666666666,31082,1
0.7073333333333334,57438,1
0.9806666666666667,14892,1
0.952,9402,0
0.8173333333333334,17036,0
0.5813333333333334,91040,0
0.528,24265,1
0.8866666666666667,18190,2
0.652,22489,0
1.0026666666666666,10657,0
0.836,0,0
0.796,0,0
0.698,47898,2
0.5933333333333334,43676,2
0.548,21950,1
0.7086666666666667,0,0
0.6413333333333333,25063,1
0.7146666666666667,0,0
0.68,0,0
0.8593333333333333,11265,0
0.5933333333333334,0,0
0.36333333333333334,28581,1
0.5913333333333334,64005,0
0.7693333333333333,19891,1
0.802,49152,1
0.838,14998,1
0.744,49290,0
0.7633333333333333,35002,0
0.7066666666666667,59502,1
0.47533333333333333,28589,0
0.8853333333333333,16357,0
0.8646666666666667,0,0
0.8053333333333333,0,0
0.8993333333333333,26748,1
0.742,18740,0
0.9713333333333334,43044,2
1.0733333333333333,14042,0
0.9746666666666667,24600,1
0.6393333333333333,47286,0
0.7693333333333333,27154,1
