kind,name,meta_model,accuracy,precision,recall,auc,tpr_at_fpr1pct,tn,fp,fn,tp,fpr,fnr
single,lr,,0.922,0.93974175035868,0.9660766961651918,0.9648824068095593,0.6283185840707964,340,126,69,1965,0.2703862660944206,0.03392330383480826
single,svm,,0.9276,0.9460760712566201,0.9660766961651918,0.9644192504251754,0.6057030481809242,354,112,69,1965,0.24034334763948498,0.03392330383480826
