spare_cap_x_sku_avg_vol,wl_max_residual,awkward_shape_share
62881184.875,72.70833333,0.125
22381834.216746,73.36309524,0.07142857142857142
54361207.886847004,76.99074071,0.2222222222222222
47961407.9,76.87499996999999,0.1
36966330.820458,73.21969689999999,0.09090909090909091
40634997.5,67.6666666,0.0
44685215.099999994,58.66666669999999,0.0
37159465.817034,76.43939390999999,0.09090909090909091
55266597.2309,68.10185179999999,0.1111111111111111
62990928.0,65.57291667,0.125
63268289.5,31.822916669999998,0.25
38730916.4,67.5416666,0.1
25735674.218751002,42.857142859999996,0.21428571428571427
45459534.460002996,51.06060606,0.18181818181818182
52115555.559200004,66.75925919999999,0.1111111111111111
56248318.992459,40.972222220000006,0.2222222222222222
33733734.662524,38.090277779999994,0.16666666666666666
40891204.4,68.6666666,0.1
19895850.0,34.85119048,0.21428571428571427
83939757.341372,13.75,0.3333333333333333
72028073.0,61.01190469999999,0.14285714285714285
61959312.0,42.86458333,0.125
55729197.231259994,79.49074071,0.2222222222222222
55879119.0,40.64814815,0.2222222222222222
24327026.460868,75.70512817,0.23076923076923078
95470724.0,48.22916667,0.0
177480576.0,0.0,0.0
54720655.55138,64.35185185,0.1111111111111111
56111616.0,43.657407410000005,0.1111111111111111
31066774.670316,62.673611109999996,0.0
28669912.618752003,77.05128201999999,0.23076923076923078
39280314.176768,34.43181817999999,0.2727272727272727
187275712.0,21.666666599999985,0.0
53425359.551676,29.027777779999994,0.2222222222222222
29385898.767484,71.50641026,0.15384615384615385
48581960.0,83.83333329999999,0.3
56211583.992696,40.0,0.1111111111111111
42120117.816732,81.89393935999999,0.18181818181818182
26853397.919645,74.23611107999999,0.08333333333333333
34143839.913116,36.70454545,0.09090909090909091
53107652.890797995,74.16666663,0.2222222222222222
22102031.25,54.722222200000004,0.16666666666666666
43785316.264755,48.21969700000001,0.09090909090909091
33137729.920693,79.96527773999999,0.08333333333333333
38013909.458122,31.022727270000004,0.2727272727272727
41152930.820942,71.78030299999999,0.18181818181818182
43105252.265075,79.8863636,0.18181818181818182
14248547.0,62.05128205,0.15384615384615385
82810317.324812,29.861111100000002,0.3333333333333333
33212259.662626002,79.23611107999999,0.16666666666666666
63267138.0,64.79166667,0.125
50614502.4,47.25000003000001,0.2
63168437.5,78.02083329999999,0.25
38766694.914024,36.628787880000004,0.2727272727272727
26324399.25,33.75,0.16666666666666666
45561254.4,59.91666669999999,0.2
45471195.9,61.0,0.0
44536005.816504,43.21969700000001,0.18181818181818182
40656501.001347,64.24242424,0.09090909090909091
45610281.81633,46.85606061,0.09090909090909091
55654015.993272,64.21296296,0.1111111111111111
39917452.266225,80.90909088,0.18181818181818182
35083475.921089,80.48611107999999,0.08333333333333333
46984084.4,77.41666663,0.1
34917866.66228,77.53472219,0.08333333333333333
5128773.33274,33.111111109999996,0.13333333333333333
22993933.639033,81.60714281999999,0.14285714285714285
26423123.669582,33.02083333,0.25
55762330.560090005,73.84259255999999,0.1111111111111111
49018593.6,66.83333333,0.2
55576506.23112799,39.12037037,0.2222222222222222
15052297.767355,34.583333370000005,0.15384615384615385
-12345764.420556,42.36842109000001,0.21052631578947367
53700655.55162,76.75925923,0.2222222222222222
44522265.599999994,23.583333300000007,0.2
53476664.886944,77.59259255999999,0.2222222222222222
29606635.920071,31.840277779999994,0.16666666666666666
37700306.905564,35.492424240000005,0.09090909090909091
43565639.599999994,73.1666666,0.3
33678247.912535,38.95833333,0.3333333333333333
61090925.5,33.48958333,0.125
23502904.0,85.68452377999999,0.14285714285714285
28147466.66984,36.14583333,0.25
31400030.455724,83.91025637999999,0.23076923076923078
22111287.38758,32.98076923000001,0.15384615384615385
62838979.875,80.15624996999999,0.25
40305918.17652,86.09848482,0.18181818181818182
36618250.817061,38.446969730000006,0.09090909090909091
46653479.599999994,37.54166667,0.2
55543279.551116,65.0462963,0.1111111111111111
55562758.993329,76.06481477999999,0.2222222222222222
46853811.9,73.87499996999999,0.1
55943822.23295999,43.333333370000005,0.0
71477871.41997,16.190476200000006,0.2857142857142857
158054400.0,0.0,0.0
52802788.890769996,31.43518519,0.2222222222222222
19826793.997892,67.11309524,0.07142857142857142
41770190.0,30.625,0.2
27310326.456769,56.2878788,0.09090909090909091
49507435.1,76.62499996999999,0.3
44898885.816456,45.340909120000006,0.18181818181818182
32191974.670516,33.784722220000006,0.16666666666666666
